r1	r2	a11	a12	a21	a22	N1	N2	Coexistence	Crossing	PGR>0
15	11	0.7	0.7000000000000001	0.7000000000000001	0.30000000000000004	19.997106809351443	0.0020667420338925484	0	0	0
15	11	0.7	0.7000000000000001	0.7000000000000001	0.5000000000000001	19.996524079872483	0.0024829280334798007	0	0	0
15	11	0.7	0.7000000000000001	0.7000000000000001	0.7000000000000001	19.996526046941113	0.0024813950420635735	0	0	0
15	11	0.7	0.7000000000000001	0.7000000000000001	0.9000000000000001	19.997180870365437	0.002013579871084226	0	0	0
15	11	0.7	0.7000000000000001	0.9000000000000001	0.1	19.997753076395618	0.0012334138329154396	0	0	0
15	11	0.7	0.7000000000000001	0.9000000000000001	0.30000000000000004	19.998564382708043	0.0007880134415534243	0	0	0
15	11	0.7	0.7000000000000001	0.9000000000000001	0.5000000000000001	19.998345416392084	0.0009081933751143086	0	0	0
15	11	0.7	0.7000000000000001	0.9000000000000001	0.7000000000000001	19.998327508151558	0.000918004421206647	0	0	0
15	11	0.7	0.7000000000000001	0.9000000000000001	0.9000000000000001	19.99800391193841	0.0010955986994534183	0	0	0
15	11	0.7	0.9000000000000001	0.1	0.1	2.100134931581032e-05	99.99974338706372	0	0	0
15	11	0.7	0.9000000000000001	0.1	0.30000000000000004	0.0019371486215567634	33.33183939361707	0	0	0
15	11	0.7	0.9000000000000001	0.1	0.5000000000000001	0.0040892164632520935	19.99893550745535	0	0	0
15	11	0.7	0.9000000000000001	0.1	0.7000000000000001	2.0125864791197317	13.998036416548581	1	0	1
15	11	0.7	0.9000000000000001	0.1	0.9000000000000001	6.670147471305064	10.369823504584721	1	0	1
15	11	0.7	0.9000000000000001	0.30000000000000004	0.1	1.1911096941206442e-05	99.9995656923536	0	0	0
15	11	0.7	0.9000000000000001	0.30000000000000004	0.30000000000000004	0.0004930866034690834	33.33219262724291	0	0	0
15	11	0.7	0.9000000000000001	0.30000000000000004	0.5000000000000001	0.004234116683816923	19.996693741253917	0	0	0
15	11	0.7	0.9000000000000001	0.30000000000000004	0.7000000000000001	3.650672956003786	12.720578684946021	1	0	1
15	11	0.7	0.9000000000000001	0.30000000000000004	0.9000000000000001	9.995106501703969	7.780076079096476	1	0	1
15	11	0.7	0.9000000000000001	0.5000000000000001	0.1	8.80908615452155e-06	99.99946541971134	0	0	0
15	11	0.7	0.9000000000000001	0.5000000000000001	0.30000000000000004	0.00037117725953678945	33.331902230445465	0	0	0
15	11	0.7	0.9000000000000001	0.5000000000000001	0.5000000000000001	0.0035738192656725835	19.99534941296443	0	0	0
15	11	0.7	0.9000000000000001	0.5000000000000001	0.7000000000000001	17.394174485737132	2.004053581941689	1	0	0
15	11	0.7	0.9000000000000001	0.5000000000000001	0.9000000000000001	19.410924812140582	0.4529636717750723	1	0	0
15	11	0.7	0.9000000000000001	0.7000000000000001	0.1	1.2120988413009045e-05	99.99897377905766	0	0	0
15	11	0.7	0.9000000000000001	0.7000000000000001	0.30000000000000004	0.00020171206485684336	33.33224452710329	0	0	0
15	11	0.7	0.9000000000000001	0.7000000000000001	0.5000000000000001	19.996471787692517	0.001960277439488008	0	0	0
15	11	0.7	0.9000000000000001	0.7000000000000001	0.7000000000000001	19.99707158969468	0.0016269495484389934	0	0	0
15	11	0.7	0.9000000000000001	0.7000000000000001	0.9000000000000001	19.9967245260335	0.0018197077591685328	0	0	0
15	11	0.7	0.9000000000000001	0.9000000000000001	0.1	3.2566965658202432e-06	99.99964377611492	0	0	0
15	11	0.7	0.9000000000000001	0.9000000000000001	0.30000000000000004	19.997926189276228	0.0008853885020717809	0	0	0
15	11	0.7	0.9000000000000001	0.9000000000000001	0.5000000000000001	19.99824709422516	0.0007483591549717819	0	0	0
15	11	0.7	0.9000000000000001	0.9000000000000001	0.7000000000000001	19.997757533939705	0.000957359079566268	0	0	0
15	11	0.7	0.9000000000000001	0.9000000000000001	0.9000000000000001	19.99767603887022	0.0009921306599898752	0	0	0
15	11	0.8999999999999999	0.1	0.1	0.1	5.002700011904074	94.9961812577078	1	0	1
15	11	0.8999999999999999	0.1	0.1	0.30000000000000004	12.308376677784706	29.229758137586852	1	0	1
15	11	0.8999999999999999	0.1	0.1	0.5000000000000001	13.636704531090052	17.27221268468769	1	1	1
15	11	0.8999999999999999	0.1	0.1	0.7000000000000001	14.193295437069201	12.258310286553094	1	0	1
15	11	0.8999999999999999	0.1	0.1	0.9000000000000001	14.499272044595216	9.501109975508225	1	0	1
15	11	0.8999999999999999	0.1	0.30000000000000004	0.1	6.667643230245229	79.99586580662674	1	0	1
15	11	0.8999999999999999	0.1	0.30000000000000004	0.30000000000000004	13.33368754482067	19.998479220450662	1	0	1
15	11	0.8999999999999999	0.1	0.30000000000000004	0.5000000000000001	14.285426494940825	11.429810364326892	1	0	1
15	11	0.8999999999999999	0.1	0.30000000000000004	0.7000000000000001	14.666392498950527	8.001181717813271	1	0	1
15	11	0.8999999999999999	0.1	0.30000000000000004	0.9000000000000001	14.871318802136313	6.1558990716195785	1	0	1
15	11	0.8999999999999999	0.1	0.5000000000000001	0.1	10.000998232358238	49.99298145459638	1	0	1
15	11	0.8999999999999999	0.1	0.5000000000000001	0.30000000000000004	14.544808717184047	9.095460124015846	1	0	1
15	11	0.8999999999999999	0.1	0.5000000000000001	0.5000000000000001	14.999290787172203	5.004998293557781	1	0	1
15	11	0.8999999999999999	0.1	0.5000000000000001	0.7000000000000001	15.171745740291103	3.452984058031325	1	0	1
15	11	0.8999999999999999	0.1	0.5000000000000001	0.9000000000000001	15.262497506918438	2.636232838596296	1	0	1
15	11	0.8999999999999999	0.1	0.7000000000000001	0.1	15.554000404063977	0.012874794141336873	1	0	0
15	11	0.8999999999999999	0.1	0.7000000000000001	0.30000000000000004	15.553969006922863	0.01313131652399012	1	0	0
15	11	0.8999999999999999	0.1	0.7000000000000001	0.5000000000000001	15.55395625218992	0.01323339831186969	1	0	0
15	11	0.8999999999999999	0.1	0.7000000000000001	0.7000000000000001	15.55401246920048	0.012765265150793074	1	0	0
15	11	0.8999999999999999	0.1	0.7000000000000001	0.9000000000000001	15.55404749986859	0.01247262533182373	1	0	0
15	11	0.8999999999999999	0.1	0.9000000000000001	0.1	15.55499722169226	0.003589289121209495	0	0	0
15	11	0.8999999999999999	0.1	0.9000000000000001	0.30000000000000004	15.55511156294322	0.0028540691486476626	0	0	0
15	11	0.8999999999999999	0.1	0.9000000000000001	0.5000000000000001	15.554974252782308	0.003736366804282539	0	0	0
15	11	0.8999999999999999	0.1	0.9000000000000001	0.7000000000000001	15.555107519987759	0.0028797122006513215	0	0	0
15	11	0.8999999999999999	0.1	0.9000000000000001	0.9000000000000001	15.555058704533398	0.0031931955190711613	0	0	0
15	11	0.8999999999999999	0.30000000000000004	0.1	0.1	0.0007597493916313732	99.99824228695537	0	0	0
15	11	0.8999999999999999	0.30000000000000004	0.1	0.30000000000000004	5.003543774432412	31.664995840682696	1	0	1
15	11	0.8999999999999999	0.30000000000000004	0.1	0.5000000000000001	9.524908610390415	18.09471018479109	1	0	1
15	11	0.8999999999999999	0.30000000000000004	0.1	0.7000000000000001	11.334198215291336	12.66624534860453	1	0	1
15	11	0.8999999999999999	0.30000000000000004	0.1	0.9000000000000001	12.307038354862174	9.743911553554602	1	0	1
15	11	0.8999999999999999	0.30000000000000004	0.30000000000000004	0.1	0.00014166231196441448	99.99901682235513	0	0	0
15	11	0.8999999999999999	0.30000000000000004	0.30000000000000004	0.30000000000000004	6.669588016824971	26.662543736645222	1	1	1
15	11	0.8999999999999999	0.30000000000000004	0.30000000000000004	0.5000000000000001	11.11308246193463	13.330527744883865	1	0	1
15	11	0.8999999999999999	0.30000000000000004	0.30000000000000004	0.7000000000000001	12.59150431425942	8.890442672856611	1	0	1
15	11	0.8999999999999999	0.30000000000000004	0.30000000000000004	0.9000000000000001	13.332281887357237	6.668170872122527	1	0	1
15	11	0.8999999999999999	0.30000000000000004	0.5000000000000001	0.1	0.00012079637657475856	99.99860274171202	0	0	0
15	11	0.8999999999999999	0.30000000000000004	0.5000000000000001	0.30000000000000004	10.002879832362664	16.65991681071835	1	0	1
15	11	0.8999999999999999	0.30000000000000004	0.5000000000000001	0.5000000000000001	13.330978458656608	6.672193838963127	1	0	1
15	11	0.8999999999999999	0.30000000000000004	0.5000000000000001	0.7000000000000001	14.164785161266106	4.171084552374861	1	0	1
15	11	0.8999999999999999	0.30000000000000004	0.5000000000000001	0.9000000000000001	14.543446473088771	3.0350184557443773	1	0	1
15	11	0.8999999999999999	0.30000000000000004	0.7000000000000001	0.1	0.0001073379168874315	99.9982617943662	0	0	0
15	11	0.8999999999999999	0.30000000000000004	0.7000000000000001	0.30000000000000004	15.550873867648853	0.012918855086569222	1	0	0
15	11	0.8999999999999999	0.30000000000000004	0.7000000000000001	0.5000000000000001	15.55091821028216	0.012793276389062525	1	0	0
15	11	0.8999999999999999	0.30000000000000004	0.7000000000000001	0.7000000000000001	15.550996200016069	0.012575074482481482	1	0	0
15	11	0.8999999999999999	0.30000000000000004	0.7000000000000001	0.9000000000000001	15.55106245450301	0.012389415810355273	1	0	0
15	11	0.8999999999999999	0.30000000000000004	0.9000000000000001	0.1	15.55381184383285	0.003736814906113717	0	0	0
15	11	0.8999999999999999	0.30000000000000004	0.9000000000000001	0.30000000000000004	15.553880674198327	0.0035890314797765747	0	0	0
15	11	0.8999999999999999	0.30000000000000004	0.9000000000000001	0.5000000000000001	15.554175064509995	0.002958013484769449	0	0	0
15	11	0.8999999999999999	0.30000000000000004	0.9000000000000001	0.7000000000000001	15.554215606917213	0.00287097632229701	0	0	0
15	11	0.8999999999999999	0.30000000000000004	0.9000000000000001	0.9000000000000001	15.554141309239958	0.0030299560697752775	0	0	0
15	11	0.8999999999999999	0.5000000000000001	0.1	0.1	0.00014664828986687257	99.99934391790038	0	0	0
15	11	0.8999999999999999	0.5000000000000001	0.1	0.30000000000000004	0.006324319528143728	33.33080462006581	0	0	0
15	11	0.8999999999999999	0.5000000000000001	0.1	0.5000000000000001	5.003831038332747	18.998916213586465	1	0	1
15	11	0.8999999999999999	0.5000000000000001	0.1	0.7000000000000001	8.277601777837635	13.102950287536542	1	0	1
15	11	0.8999999999999999	0.5000000000000001	0.1	0.9000000000000001	10.001581798849482	9.999542624006555	1	0	1
15	11	0.8999999999999999	0.5000000000000001	0.30000000000000004	0.1	4.3959700218055946e-05	99.99941003488206	0	0	0
15	11	0.8999999999999999	0.5000000000000001	0.30000000000000004	0.30000000000000004	0.005389525626211495	33.32686972658592	0	0	0
15	11	0.8999999999999999	0.5000000000000001	0.30000000000000004	0.5000000000000001	6.670618491853588	15.996653432500617	1	0	1
15	11	0.8999999999999999	0.5000000000000001	0.30000000000000004	0.7000000000000001	10.003105718106092	9.99735422410673	1	0	1
15	11	0.8999999999999999	0.5000000000000001	0.30000000000000004	0.9000000000000001	11.512704329178822	7.274817652827224	1	1	1
15	11	0.8999999999999999	0.5000000000000001	0.5000000000000001	0.1	2.0853113723244196e-05	99.99953356635875	0	0	0
15	11	0.8999999999999999	0.5000000000000001	0.5000000000000001	0.30000000000000004	0.0029668317184828024	33.327404063388165	0	0	0
15	11	0.8999999999999999	0.5000000000000001	0.5000000000000001	0.5000000000000001	10.005380627314638	9.992432447723184	1	0	1
15	11	0.8999999999999999	0.5000000000000001	0.5000000000000001	0.7000000000000001	12.627884198792426	5.268358872128932	1	0	1
15	11	0.8999999999999999	0.5000000000000001	0.5000000000000001	0.9000000000000001	13.567564606922371	3.5768697246431103	1	0	1
15	11	0.8999999999999999	0.5000000000000001	0.7000000000000001	0.1	3.660287774666867e-05	99.99885385868933	0	0	0
15	11	0.8999999999999999	0.5000000000000001	0.7000000000000001	0.30000000000000004	14.598425826794116	1.6069755468864966	1	0	0
15	11	0.8999999999999999	0.5000000000000001	0.7000000000000001	0.5000000000000001	15.547921502131777	0.012638764550970448	1	0	0
15	11	0.8999999999999999	0.5000000000000001	0.7000000000000001	0.7000000000000001	15.547920940659893	0.012636544522996406	1	0	0
15	11	0.8999999999999999	0.5000000000000001	0.7000000000000001	0.9000000000000001	15.547720836546572	0.012964302632147378	1	0	0
15	11	0.8999999999999999	0.5000000000000001	0.9000000000000001	0.1	15.552906006320264	0.003407045057031031	0	0	0
15	11	0.8999999999999999	0.5000000000000001	0.9000000000000001	0.30000000000000004	15.553029375732763	0.003248164441173977	0	0	0
15	11	0.8999999999999999	0.5000000000000001	0.9000000000000001	0.5000000000000001	15.552764286985859	0.003588773875328331	0	0	0
15	11	0.8999999999999999	0.5000000000000001	0.9000000000000001	0.7000000000000001	15.553183882873705	0.003049100478331119	0	0	0
15	11	0.8999999999999999	0.5000000000000001	0.9000000000000001	0.9000000000000001	15.553229185155523	0.0029906763391818864	0	0	0
15	11	0.8999999999999999	0.7000000000000001	0.1	0.1	0.0001304918980672178	99.99901454425765	0	0	0
15	11	0.8999999999999999	0.7000000000000001	0.1	0.30000000000000004	0.0020967714071507284	33.332124148367335	0	0	0
15	11	0.8999999999999999	0.7000000000000001	0.1	0.5000000000000001	0.19761071122404697	19.960037302070475	1	0	0
15	11	0.8999999999999999	0.7000000000000001	0.1	0.7000000000000001	5.003129896847113	13.570796155465397	1	0	1
15	11	0.8999999999999999	0.7000000000000001	0.1	0.9000000000000001	7.57008150332332	10.269757857348083	1	0	1
15	11	0.8999999999999999	0.7000000000000001	0.30000000000000004	0.1	1.90598070066294e-05	99.99956854579648	0	0	0
15	11	0.8999999999999999	0.7000000000000001	0.30000000000000004	0.30000000000000004	0.001006244216063415	33.33159264728334	0	0	0
15	11	0.8999999999999999	0.7000000000000001	0.30000000000000004	0.5000000000000001	0.31878174981835306	19.806558644687335	1	0	0
15	11	0.8999999999999999	0.7000000000000001	0.30000000000000004	0.7000000000000001	6.67078967722946	11.426077448541273	1	0	1
15	11	0.8999999999999999	0.7000000000000001	0.30000000000000004	0.9000000000000001	9.330644589050134	8.00163301368849	1	0	1
15	11	0.8999999999999999	0.7000000000000001	0.5000000000000001	0.1	1.743239217012192e-05	99.99934258343025	0	0	0
15	11	0.8999999999999999	0.7000000000000001	0.5000000000000001	0.30000000000000004	0.0006808160682222031	33.33137051140698	0	0	0
15	11	0.8999999999999999	0.7000000000000001	0.5000000000000001	0.5000000000000001	0.7928119175597097	19.19786130759055	1	1	0
15	11	0.8999999999999999	0.7000000000000001	0.5000000000000001	0.7000000000000001	9.992919004228387	7.149967145214048	1	1	1
15	11	0.8999999999999999	0.7000000000000001	0.5000000000000001	0.9000000000000001	12.167696178812694	4.354074658635145	1	1	1
15	11	0.8999999999999999	0.7000000000000001	0.7000000000000001	0.1	6.435313295655748e-06	99.99966010312545	0	0	0
15	11	0.8999999999999999	0.7000000000000001	0.7000000000000001	0.30000000000000004	0.0005219400602741476	33.3312266850687	0	0	0
15	11	0.8999999999999999	0.7000000000000001	0.7000000000000001	0.5000000000000001	15.54408618478121	0.01356584203690712	1	0	0
15	11	0.8999999999999999	0.7000000000000001	0.7000000000000001	0.7000000000000001	15.544402584467194	0.013188156516284957	1	0	0
15	11	0.8999999999999999	0.7000000000000001	0.7000000000000001	0.9000000000000001	15.544886302399044	0.012613143589278506	1	0	0
15	11	0.8999999999999999	0.7000000000000001	0.9000000000000001	0.1	3.989329131836958e-06	99.9997290653317	0	0	0
15	11	0.8999999999999999	0.7000000000000001	0.9000000000000001	0.30000000000000004	15.552776570348373	0.0025523996586793627	0	0	0
15	11	0.8999999999999999	0.7000000000000001	0.9000000000000001	0.5000000000000001	15.552346740590746	0.0029470511279790393	0	0	0
15	11	0.8999999999999999	0.7000000000000001	0.9000000000000001	0.7000000000000001	15.552689866869741	0.00263175491554306	0	0	0
15	11	0.8999999999999999	0.7000000000000001	0.9000000000000001	0.9000000000000001	15.552147289393549	0.003129837028918819	0	0	0
15	11	0.8999999999999999	0.9000000000000001	0.1	0.1	1.772740662671791e-05	99.99978304897314	0	0	0
15	11	0.8999999999999999	0.9000000000000001	0.1	0.30000000000000004	0.0015944129806474533	33.33210368776207	0	0	0
15	11	0.8999999999999999	0.9000000000000001	0.1	0.5000000000000001	0.004043506540251043	19.998947342010734	0	0	0
15	11	0.8999999999999999	0.9000000000000001	0.1	0.7000000000000001	1.494416554264919	14.072055625194764	1	0	1
15	11	0.8999999999999999	0.9000000000000001	0.1	0.9000000000000001	5.003378001693862	10.555024674138389	1	0	1
15	11	0.8999999999999999	0.9000000000000001	0.30000000000000004	0.1	9.012632320502663e-06	99.9996709219423	0	0	0
15	11	0.8999999999999999	0.9000000000000001	0.30000000000000004	0.30000000000000004	0.0007491432253628827	33.33160025093222	0	0	0
15	11	0.8999999999999999	0.9000000000000001	0.30000000000000004	0.5000000000000001	0.004479627726281638	19.996501776206113	0	0	0
15	11	0.8999999999999999	0.9000000000000001	0.30000000000000004	0.7000000000000001	2.23572649920975	13.327013948847016	1	0	1
15	11	0.8999999999999999	0.9000000000000001	0.30000000000000004	0.9000000000000001	6.670421048948091	8.887122597162286	1	0	1
15	11	0.8999999999999999	0.9000000000000001	0.5000000000000001	0.1	5.469317318887581e-06	99.99966739159251	0	0	0
15	11	0.8999999999999999	0.9000000000000001	0.5000000000000001	0.30000000000000004	0.00043923198807507586	33.331639835464415	0	0	0
15	11	0.8999999999999999	0.9000000000000001	0.5000000000000001	0.5000000000000001	0.0034106212627934653	19.99556153322238	0	0	0
15	11	0.8999999999999999	0.9000000000000001	0.5000000000000001	0.7000000000000001	4.461337723282766	11.097943712424707	1	0	1
15	11	0.8999999999999999	0.9000000000000001	0.5000000000000001	0.9000000000000001	9.992785329605294	5.561189921957978	1	1	1
