r1,r2,a11,a22,a12,a21,N1_eq,N2_eq,SoS1,SoS2,nu,nu_CE,rare_species,self_limitation,rare_extinction_rate,common_extinction_rate,mean_coexistence_time
18.0,15.0,3.0,1.7,0.4,2.0,5.6,1.6,3.5,1.4,4.2,66.213150572662,species2_rare,weak,0.93,0.066,8.8
15.0,12.0,0.42,2.1,2.5,0.31,21.0,2.2,0.86,1.3,-4.3,-14.219935172597555,species2_rare,strong,0.62,0.38,13.0
4.3,14.0,1.1,2.4,0.54,1.1,0.28,5.5,3.5,0.99,-6.6,21.571366917122514,species1_rare,strong,0.91,0.077,4.3
19.0,15.0,0.57,2.2,1.6,0.23,20.0,4.3,1.3,2.3,-7.9,-186.44209628413026,species2_rare,strong,0.98,0.025,31.0
14.0,1.1,2.6,2.6,1.5,0.015,5.2,0.0081,1.0,13.0,-32.0,19.685932714653415,species2_rare,strong,0.95,0.013,1.5
12.0,6.4,1.6,1.5,1.7,0.7,6.1,0.75,0.88,2.0,-3.1,5.272940514609532,species2_rare,strong,0.73,0.26,5.5
6.5,9.5,1.4,2.6,1.7,0.6,0.062,3.3,1.5,1.9,0.73,16.148010668715067,species1_rare,weak,0.73,0.23,3.6
14.0,5.6,1.5,2.4,0.98,0.47,8.2,0.33,1.9,2.8,-3.4,36.76582561823692,species2_rare,strong,0.98,0.013,3.7
19.0,9.1,0.52,0.89,0.4,0.071,29.0,6.8,2.0,5.4,-40.0,-492.59406755597485,species2_rare,strong,0.96,0.0,160.0
3.9,13.0,2.1,2.5,0.5,0.049,0.24,4.9,3.8,3.7,-0.28,578.7945273516962,species1_rare,strong,0.97,0.017,2.8
4.7,4.6,2.0,2.3,2.0,0.41,0.42,1.5,1.1,2.7,0.78,3.373364970116755,species1_rare,weak,0.52,0.31,1.9
18.0,5.0,1.1,0.79,0.25,0.23,15.0,0.64,2.2,4.0,-13.0,432.247806564462,species2_rare,strong,1.0,0.0,6.3
6.8,6.7,1.4,2.8,0.29,0.7,4.0,1.0,4.2,1.7,3.7,20.495327335002443,species2_rare,weak,0.88,0.099,3.9
14.0,3.9,2.9,0.66,2.0,0.66,4.3,0.088,0.4,3.5,-6.5,4.164126974930406,species2_rare,strong,0.57,0.39,4.2
4.6,6.8,1.6,1.4,0.85,0.6,0.046,4.1,1.5,2.0,0.95,15.194927527119445,species1_rare,weak,0.83,0.14,3.1
18.0,8.9,1.4,2.4,2.9,0.36,7.3,2.2,0.84,3.4,-6.6,-19.57719498412133,species2_rare,strong,0.77,0.22,8.0
15.0,3.9,0.9,1.3,0.98,0.087,14.0,1.2,1.2,6.4,-33.0,-32.37330382509527,species2_rare,strong,1.0,0.001,5.3
3.0,12.0,1.1,2.3,0.19,2.2,1.1,3.9,6.2,0.62,-8.1,-2.7558201399798334,species1_rare,strong,0.72,0.23,3.5
9.4,7.1,2.4,0.86,0.81,0.5,1.4,6.2,1.1,3.5,5.8,13.083818433034521,species1_rare,weak,0.91,0.081,6.1
11.0,19.0,2.2,2.5,1.2,0.21,0.76,6.9,2.0,5.6,11.0,236.06422732062475,species1_rare,weak,0.99,0.0075,5.6
2.2,6.1,2.3,2.5,0.018,2.5,0.49,1.6,5.9,0.97,-2.7,-34.45168002083369,species1_rare,strong,0.49,0.26,1.6
4.1,9.2,1.5,2.3,0.79,1.6,0.3,3.3,2.4,0.94,-2.2,3.850148322727311,species1_rare,strong,0.64,0.28,2.7
3.2,4.5,1.8,1.2,0.12,2.4,1.2,0.4,3.3,0.8,1.1,6.872463573844321,species2_rare,weak,0.5,0.32,1.9
18.0,5.6,3.0,2.1,1.4,0.43,5.1,1.1,1.4,5.2,-7.5,9.124391115380712,species2_rare,strong,0.91,0.079,4.5
1.2,17.0,1.8,2.3,0.012,0.82,0.053,7.1,16.0,1.1,-53.0,43.79345098256115,species1_rare,strong,0.99,0.003,1.7
5.8,6.8,1.9,1.8,1.3,0.74,0.53,3.0,1.4,2.0,0.83,5.875752305516741,species1_rare,weak,0.69,0.24,3.0
14.0,11.0,1.5,0.55,0.47,0.47,3.7,15.0,1.1,2.8,9.5,26.475903383316716,species1_rare,weak,1.0,0.0025,20.0
11.0,7.9,2.9,0.22,0.15,1.3,2.5,17.0,1.4,2.0,4.2,-233.56505393961754,species1_rare,weak,0.86,0.13,11.0
12.0,12.0,1.2,2.9,1.8,0.91,7.1,1.6,1.6,1.2,0.87,-0.6193051915680123,species2_rare,weak,0.76,0.23,6.8
6.9,20.0,2.5,2.8,0.69,2.7,0.8,5.8,3.6,0.91,-6.6,5.6415104015504856,species1_rare,strong,0.85,0.13,4.3
13.0,4.7,2.5,1.8,0.052,0.35,4.9,1.1,4.2,5.0,-1.4,439.6192844869283,species2_rare,strong,0.96,0.029,4.3
16.0,17.0,1.5,1.6,0.7,1.5,9.3,1.2,2.1,1.0,4.5,42.37886951359505,species2_rare,weak,0.96,0.038,12.0
12.0,7.7,1.6,1.9,0.02,0.72,6.6,0.99,7.2,2.0,14.0,1530.4542526509267,species2_rare,weak,0.99,0.005,5.1
9.3,4.6,2.5,0.82,0.5,0.87,3.1,1.0,1.4,2.4,-0.99,12.247324650921957,species2_rare,strong,0.69,0.27,4.3
4.1,3.4,0.75,3.0,0.98,0.47,3.9,0.19,1.9,1.4,0.95,2.59728596223684,species2_rare,weak,0.74,0.15,2.0
18.0,18.0,2.0,1.3,0.96,0.55,3.0,12.0,1.3,3.2,8.2,76.48403905289862,species1_rare,weak,1.0,0.0005,15.0
12.0,4.2,2.5,2.1,1.2,0.48,3.9,0.62,1.5,3.9,-3.9,7.874113591897629,species2_rare,strong,0.83,0.12,3.0
3.7,12.0,1.6,2.9,0.58,0.21,0.26,4.0,3.8,2.8,-1.9,98.38495937658018,species1_rare,strong,0.93,0.046,3.0
9.9,2.7,2.8,1.3,0.75,0.26,3.0,0.7,1.4,5.5,-4.7,8.241140650562706,species2_rare,strong,0.8,0.15,2.8
7.0,1.5,0.89,1.7,1.3,0.047,6.6,0.098,1.1,5.3,-14.0,3.5545116278906965,species2_rare,strong,0.9,0.045,1.9
9.4,14.0,0.23,2.5,0.65,0.22,28.0,2.9,3.3,1.1,28.0,-224.98986893317135,species2_rare,weak,1.0,0.001,15.0
2.1,14.0,3.0,2.5,0.2,0.11,0.024,5.1,6.8,2.0,-12.0,285.82281187044117,species1_rare,strong,0.98,0.009,1.7
3.9,4.8,2.3,1.3,0.73,1.1,0.38,2.7,1.5,1.6,0.13,1.6111483248032916,species1_rare,weak,0.62,0.25,2.2
12.0,11.0,2.2,2.7,1.3,1.8,4.7,0.54,1.9,1.2,1.5,9.294979503195,species2_rare,weak,0.77,0.2,4.6
17.0,13.0,1.2,2.3,1.4,0.51,11.0,2.8,1.6,2.1,-2.2,-12.272233798519862,species2_rare,strong,0.96,0.035,14.0
13.0,3.9,0.61,1.5,0.099,0.075,19.0,0.98,3.3,5.2,-17.0,860.863163569692,species2_rare,strong,1.0,0.0,4.4
7.1,13.0,1.8,0.55,0.022,0.72,3.1,18.0,8.9,2.1,-52.0,-1816.286682331344,species1_rare,strong,1.0,0.0,18.0
18.0,7.6,1.5,1.4,0.33,0.3,11.0,2.4,2.9,4.0,-4.9,162.64456170977496,species2_rare,strong,1.0,0.0005,10.0
14.0,20.0,2.3,2.1,1.4,2.1,1.5,7.2,1.5,1.1,-1.3,5.546798311134411,species1_rare,strong,0.77,0.22,8.8
17.0,11.0,0.81,2.4,2.4,0.22,10.0,3.3,1.0,3.2,-7.8,-86.3445396146885,species2_rare,strong,0.81,0.19,16.0
9.9,8.5,2.9,2.2,0.26,2.0,3.0,0.63,4.5,1.4,3.7,35.8214884863705,species2_rare,weak,0.77,0.19,3.5
2.3,5.5,2.6,0.19,0.043,1.8,0.12,23.0,2.7,1.2,-17.0,-45.727434930259605,species1_rare,strong,0.87,0.067,1.9
6.5,2.0,2.1,0.48,2.3,0.36,2.2,0.39,0.35,3.4,-2.7,0.26755090756251604,species2_rare,strong,0.35,0.52,2.2
12.0,13.0,3.0,2.0,1.7,1.6,0.56,5.5,1.2,1.7,1.4,8.115269220155982,species1_rare,weak,0.79,0.19,4.9
18.0,19.0,0.7,2.3,1.7,0.61,16.0,3.8,1.3,1.1,1.1,-15.759883719209073,species2_rare,weak,0.81,0.19,21.0
11.0,4.0,2.0,1.3,0.033,0.35,5.2,0.93,3.7,4.0,-0.64,652.9439432756416,species2_rare,strong,0.97,0.025,4.3
13.0,14.0,0.63,2.1,0.084,0.05,18.0,5.7,9.2,6.6,16.0,-652.6090131007516,species2_rare,weak,0.91,0.0,190.0
3.4,4.4,1.4,1.6,0.1,1.7,1.7,0.35,3.6,0.86,1.9,13.75701584843759,species2_rare,weak,0.62,0.25,2.2
7.8,8.0,0.47,2.8,2.0,0.44,11.0,0.76,1.4,1.1,1.6,-3.991251523924406,species2_rare,weak,0.68,0.28,4.6
18.0,9.1,2.2,1.5,0.47,0.72,7.5,1.7,2.6,2.7,-0.29,81.84296413063875,species2_rare,strong,0.99,0.01,8.1
13.0,3.3,1.0,1.9,2.3,0.081,9.7,0.81,0.87,6.7,-26.0,-57.27058214290403,species2_rare,strong,0.93,0.048,3.3
6.4,9.8,0.25,1.1,0.33,0.24,16.0,4.7,2.7,1.0,9.0,-35.935509339802415,species2_rare,weak,0.98,0.019,31.0
3.2,2.6,2.5,2.2,0.11,1.8,0.85,0.025,2.4,1.2,0.47,7.596301776791192,species2_rare,weak,0.5,0.2,1.4
6.5,1.2,2.5,0.88,1.1,0.074,2.1,0.11,0.96,5.6,-4.6,3.696133324188051,species2_rare,strong,0.61,0.22,1.9
17.0,6.2,1.8,1.7,1.6,0.56,8.8,0.14,1.0,2.8,-7.8,28.319942000920857,species2_rare,strong,0.96,0.039,5.1
3.4,12.0,1.3,1.4,0.3,0.28,0.0092,7.9,3.6,2.2,-5.4,149.41772972330944,species1_rare,strong,1.0,0.0035,3.3
5.6,11.0,2.9,2.8,0.73,0.3,0.71,3.4,3.1,3.8,1.0,38.51312305484573,species1_rare,weak,0.87,0.086,2.9
17.0,8.8,0.89,1.3,0.72,0.17,15.0,3.9,1.7,4.1,-14.0,-56.34249735753871,species2_rare,strong,1.0,0.0005,24.0
16.0,17.0,2.8,2.8,2.2,1.4,1.4,5.1,1.3,1.9,1.1,9.765561372598825,species1_rare,weak,0.81,0.18,6.7
1.4,1.9,2.9,0.73,0.16,1.0,0.066,1.2,1.6,1.2,-0.21,-0.1817690668755619,species1_rare,strong,0.5,0.16,1.3
10.0,11.0,2.2,2.2,0.42,2.1,3.9,0.9,3.8,1.0,4.3,25.100983597167048,species2_rare,weak,0.8,0.18,5.2
13.0,18.0,2.0,2.7,1.5,0.15,1.3,6.3,1.7,6.7,12.0,263.73801834381436,species1_rare,weak,0.99,0.013,7.2
17.0,16.0,0.62,1.6,1.2,0.45,15.0,5.0,1.3,1.4,-0.48,-23.893188756722104,species2_rare,strong,0.86,0.14,30.0
3.1,3.5,2.7,2.6,1.8,0.54,0.13,0.94,1.3,2.2,0.36,1.496521155255863,species1_rare,weak,0.46,0.24,1.4
20.0,6.6,2.1,1.6,0.23,0.23,8.5,2.2,3.7,6.5,-8.7,202.2216928798135,species2_rare,strong,1.0,0.001,8.5
9.2,18.0,2.0,1.6,0.63,1.0,0.98,9.8,2.3,1.8,-2.4,43.632314597135,species1_rare,strong,0.99,0.0095,6.4
11.0,5.7,2.7,1.7,3.0,0.13,0.85,2.7,0.62,7.6,6.4,29.660623872088347,species1_rare,weak,0.72,0.23,3.5
8.5,3.1,2.9,1.3,2.7,0.69,2.1,0.44,0.59,3.1,-2.1,0.6196038493818075,species2_rare,strong,0.46,0.37,2.0
6.2,6.6,1.9,0.59,0.016,0.33,2.6,8.0,5.8,3.3,-6.7,-824.2639669830306,species1_rare,strong,0.98,0.021,12.0
1.6,7.0,2.9,0.054,0.0029,1.9,0.11,110.0,5.3,1.1,-220.0,-5670.55461778913,species1_rare,strong,0.94,0.02,1.6
11.0,7.3,0.5,2.5,2.7,0.039,7.5,2.5,0.91,6.3,-14.0,-350.411207889246,species2_rare,strong,0.65,0.32,7.5
3.6,8.8,2.6,2.9,0.58,2.1,0.48,2.3,3.5,1.2,-2.1,0.8953385989673287,species1_rare,strong,0.61,0.23,2.0
11.0,17.0,2.3,2.6,1.6,2.4,0.2,5.8,1.6,0.94,-1.9,6.211718038913176,species1_rare,strong,0.71,0.27,5.1
17.0,5.4,0.64,1.0,1.7,0.059,16.0,3.4,0.63,6.8,-39.0,-277.3730957856365,species2_rare,strong,0.98,0.02,20.0
20.0,9.5,1.6,1.6,0.38,0.56,11.0,1.4,3.2,2.7,2.6,199.27525566897143,species2_rare,weak,1.0,0.0005,7.4
3.4,15.0,1.5,0.93,0.073,1.3,0.92,14.0,7.2,1.1,-41.0,-53.82697829381315,species1_rare,strong,1.0,0.003,4.1
3.5,11.0,2.5,2.9,0.73,2.0,0.012,3.4,3.1,1.2,-3.2,6.578962701376603,species1_rare,strong,0.76,0.14,2.0
7.7,11.0,0.9,1.2,0.51,1.1,6.4,1.9,2.1,0.81,2.9,9.920848341037882,species2_rare,weak,0.77,0.22,9.9
12.0,12.0,2.0,0.81,0.23,1.9,5.6,0.94,2.9,1.0,4.4,82.36786570675753,species2_rare,weak,0.92,0.08,10.0
14.0,8.7,1.9,2.8,1.8,0.7,5.3,1.4,1.5,2.4,-1.8,-0.16956630865037442,species2_rare,strong,0.8,0.18,5.3
13.0,13.0,0.99,2.1,0.34,0.51,11.0,2.8,4.4,1.8,11.0,87.25515989892517,species2_rare,weak,1.0,0.0025,13.0
3.5,16.0,2.8,2.5,0.051,2.4,0.79,5.2,12.0,1.1,-24.0,-83.64951370877309,species1_rare,strong,0.89,0.07,2.5
7.0,9.6,1.4,0.82,0.32,0.19,2.0,9.9,2.2,3.8,6.2,123.62819445875914,species1_rare,weak,1.0,0.002,8.6
7.1,9.6,2.8,0.93,0.33,0.88,1.2,8.1,2.3,2.5,0.41,-5.005130481207443,species1_rare,weak,0.96,0.033,4.7
1.9,15.0,1.6,2.2,0.021,2.3,0.5,6.1,13.0,0.83,-35.0,-90.55428859487026,species1_rare,strong,0.93,0.045,2.3
6.3,5.6,0.42,2.3,0.53,0.17,11.0,1.2,2.7,2.0,3.6,-32.85304609339455,species2_rare,weak,0.99,0.01,4.9
13.0,18.0,1.9,2.9,1.7,0.91,1.3,5.4,1.6,1.9,0.63,22.134747617278194,species1_rare,weak,0.87,0.12,7.5
7.2,19.0,2.4,1.9,0.23,1.9,1.9,7.4,5.9,1.2,-13.0,-29.359967891883255,species1_rare,strong,0.95,0.043,6.8
8.2,2.4,2.8,1.1,0.85,0.52,2.6,0.038,1.1,3.5,-2.9,9.014451325911429,species2_rare,strong,0.68,0.21,2.3
18.0,5.7,1.5,1.2,1.1,0.22,9.6,2.3,1.0,5.3,-16.0,3.171494917034655,species2_rare,strong,0.99,0.0085,9.8
3.3,16.0,2.1,2.4,0.27,0.53,0.3,6.4,6.0,2.1,-12.0,77.73725562815791,species1_rare,strong,0.99,0.007,2.7
18.0,13.0,0.86,2.1,0.18,0.12,19.0,4.7,6.3,5.3,6.8,73.12954941511724,species2_rare,weak,1.0,0.0,60.0
11.0,12.0,0.59,2.7,2.4,0.31,0.58,4.2,1.1,1.7,1.2,32.77778793626881,species1_rare,weak,0.69,0.29,8.4
7.2,6.9,2.3,0.98,0.82,0.92,0.84,5.2,1.2,2.1,2.0,4.5920195838730455,species1_rare,weak,0.79,0.19,4.3
15.0,4.7,1.3,0.64,0.48,0.21,10.0,2.6,1.2,4.5,-12.0,59.75015874986739,species2_rare,strong,1.0,0.0015,12.0
9.9,17.0,1.9,0.86,0.38,0.54,1.1,18.0,2.1,2.8,5.5,174.6585937862216,species1_rare,weak,1.0,0.0,6.9
6.3,11.0,2.7,2.1,0.73,0.67,0.72,4.6,2.4,2.7,0.57,20.312650034828536,species1_rare,weak,0.91,0.067,3.4
19.0,7.4,2.8,2.0,1.0,0.61,6.2,1.3,1.7,3.8,-5.1,26.845158522008422,species2_rare,strong,0.97,0.029,5.8
19.0,7.6,2.3,2.3,0.65,0.8,7.6,0.22,2.7,2.6,0.1,87.05950618229143,species2_rare,weak,0.99,0.007,4.2
9.7,14.0,2.5,1.9,0.86,1.6,1.6,5.3,2.0,1.5,-1.0,1.7275647672189767,species1_rare,strong,0.79,0.2,6.0
9.3,18.0,1.1,0.047,0.014,0.8,3.7,300.0,2.9,1.3,-250.0,-29802.58391107812,species1_rare,strong,1.0,0.0,22.0
4.2,6.7,2.0,1.1,0.12,0.48,1.3,4.5,4.1,2.3,-2.8,-16.123546014267625,species1_rare,strong,0.89,0.08,3.9
9.0,3.3,3.0,2.8,1.7,0.72,2.6,0.17,1.4,3.1,-2.0,3.9753381265562204,species2_rare,strong,0.69,0.17,1.8
16.0,10.0,2.9,1.5,2.4,1.5,1.3,4.6,0.66,1.8,1.9,0.9180996396002536,species1_rare,weak,0.55,0.42,5.3
5.4,19.0,2.0,0.29,0.058,1.7,0.52,58.0,4.2,1.1,-88.0,-185.4017626681269,species1_rare,strong,1.0,0.0005,5.0
12.0,17.0,2.8,2.2,0.98,1.3,1.8,6.1,2.1,2.0,-0.2,9.150220510206003,species1_rare,strong,0.92,0.079,7.1
1.4,2.8,1.4,1.6,0.19,0.23,0.13,1.1,2.3,1.3,-0.48,3.260856157454922,species1_rare,strong,0.55,0.21,1.5
13.0,6.9,0.76,2.4,0.88,0.25,15.0,0.9,2.2,2.6,-2.9,25.433474363080563,species2_rare,strong,1.0,0.001,5.1
15.0,9.7,1.3,1.7,1.4,0.63,9.3,1.6,1.2,1.9,-2.7,9.99927567745418,species2_rare,strong,0.94,0.059,9.5
2.3,6.6,2.4,1.7,0.32,2.0,0.11,3.2,3.2,1.1,-3.2,2.5339950321584688,species1_rare,strong,0.67,0.16,1.7
12.0,13.0,1.0,0.84,0.38,1.1,10.0,1.1,2.0,0.91,5.0,58.1749619811321,species2_rare,weak,0.95,0.049,15.0
7.2,3.8,1.1,2.2,1.7,0.41,5.5,0.26,1.2,2.1,-2.4,3.6745966903221037,species2_rare,strong,0.76,0.18,2.6
16.0,6.9,2.3,2.8,0.97,0.14,5.7,1.8,2.3,8.2,-12.0,-41.565218151798135,species2_rare,strong,0.94,0.05,6.2
20.0,7.8,0.69,2.5,2.1,0.21,25.0,0.62,1.2,2.9,-22.0,8.508947950468928,species2_rare,strong,1.0,0.003,5.7
11.0,7.9,2.5,2.8,2.1,1.5,3.4,0.63,1.3,1.5,-0.33,2.0651783611583086,species2_rare,strong,0.6,0.33,3.0
13.0,17.0,2.1,1.3,0.89,0.18,0.19,13.0,1.4,6.3,31.0,521.3953459123819,species1_rare,weak,1.0,0.0,5.8
8.9,4.8,1.3,1.1,0.75,0.44,5.6,1.2,1.4,2.4,-2.1,10.47514509083094,species2_rare,strong,0.88,0.11,5.8
7.8,2.6,1.8,2.8,1.3,0.38,3.8,0.047,1.5,3.2,-3.2,8.554480232025162,species2_rare,strong,0.83,0.084,1.8
8.9,10.0,2.1,1.0,0.86,1.3,0.36,8.3,1.2,1.5,1.4,11.513683337122728,species1_rare,weak,0.86,0.14,5.9
16.0,10.0,0.88,0.55,0.84,0.12,0.27,17.0,0.68,5.1,37.0,509.24287171242986,species1_rare,weak,1.0,0.0005,12.0
11.0,11.0,0.47,2.3,1.6,0.4,16.0,1.3,1.4,1.1,1.9,-7.327005064074723,species2_rare,weak,0.85,0.14,9.4
19.0,13.0,2.6,1.8,2.2,0.053,1.4,6.6,0.82,14.0,34.0,558.2408896039871,species1_rare,weak,0.99,0.013,7.8
18.0,3.4,2.9,2.8,1.2,0.01,5.5,0.86,1.7,17.0,-35.0,-503.88746872936383,species2_rare,strong,0.96,0.026,2.7
4.1,14.0,1.7,1.6,0.4,1.1,0.02,7.7,3.3,1.3,-7.6,36.14174730087873,species1_rare,strong,0.97,0.021,3.4
18.0,11.0,0.6,1.9,0.45,0.019,25.0,5.3,3.2,12.0,-84.0,-4562.49275571624,species2_rare,strong,0.97,0.0,130.0
1.6,15.0,2.1,2.3,0.078,2.0,0.056,6.0,10.0,1.0,-27.0,15.541947479694649,species1_rare,strong,0.94,0.031,1.7
18.0,12.0,1.1,0.96,0.19,0.63,15.0,1.6,3.7,1.7,14.0,502.47194711903205,species2_rare,weak,1.0,0.0,11.0
1.5,20.0,1.9,2.8,0.063,0.68,0.057,6.9,14.0,1.3,-43.0,88.50838586778815,species1_rare,strong,0.99,0.003,1.8
16.0,8.8,1.2,0.97,0.11,0.43,12.0,2.8,4.7,2.5,10.0,547.4356851598583,species2_rare,weak,1.0,0.0005,13.0
8.2,19.0,1.7,2.3,0.83,1.9,0.83,7.0,2.5,0.92,-4.9,12.883885331345834,species1_rare,strong,0.88,0.11,6.3
5.3,17.0,1.5,1.8,0.28,1.1,1.3,8.1,4.9,1.3,-12.0,20.15325541851882,species1_rare,strong,0.98,0.015,5.7
19.0,8.5,1.1,2.5,0.67,0.32,16.0,0.96,2.8,3.0,-1.8,128.56682683502694,species2_rare,strong,1.0,0.0,5.4
8.2,7.7,2.7,2.4,2.5,0.45,0.19,2.7,0.99,3.7,3.5,15.321077354918504,species1_rare,weak,0.74,0.19,2.8
9.2,5.4,2.2,3.0,1.8,0.9,3.3,0.49,1.5,2.1,-0.9,2.7604052202123963,species2_rare,strong,0.7,0.21,2.5
3.6,4.6,0.96,2.5,0.9,1.0,2.2,0.6,2.0,0.97,0.81,0.3875673693918399,species2_rare,weak,0.56,0.3,2.1
9.0,3.0,0.47,2.1,1.9,0.06,15.0,0.52,1.0,4.4,-24.0,-90.81148636433295,species2_rare,strong,0.93,0.054,2.7
3.6,11.0,2.9,2.8,0.4,2.3,0.47,3.2,4.6,1.2,-4.7,0.49981329107742706,species1_rare,strong,0.74,0.15,2.1
9.4,4.4,0.8,2.0,1.3,0.055,8.0,1.5,1.4,6.0,-15.0,-154.85059526760287,species2_rare,strong,0.93,0.062,4.8
3.6,3.6,3.0,2.6,2.3,0.27,0.099,1.0,1.1,2.9,0.81,3.9099211410167585,species1_rare,weak,0.51,0.22,1.4
7.7,16.0,1.7,2.7,1.2,1.5,0.34,5.3,2.1,1.2,-2.4,14.13505922277495,species1_rare,strong,0.84,0.14,4.9
11.0,9.2,2.3,2.8,1.2,1.8,3.8,0.48,2.0,1.3,1.3,7.318801222657135,species2_rare,weak,0.73,0.22,3.6
18.0,9.6,1.7,0.78,1.3,0.36,1.8,10.0,0.62,4.0,14.0,52.626239476848966,species1_rare,weak,0.98,0.016,13.0
13.0,17.0,0.52,2.3,0.15,0.25,22.0,4.7,8.3,1.9,56.0,276.6380265301095,species2_rare,weak,1.0,0.0,43.0
13.0,7.2,1.2,0.44,0.36,0.54,9.9,1.9,1.2,2.0,-3.3,76.13253442939285,species2_rare,strong,0.99,0.011,15.0
15.0,8.5,1.8,3.0,0.75,0.87,8.0,0.18,2.9,1.9,4.0,62.23352722347438,species2_rare,weak,0.99,0.0095,4.0
12.0,9.0,2.8,1.1,0.91,0.22,1.9,6.6,1.2,6.6,13.0,63.46927058178916,species1_rare,weak,0.98,0.02,7.6
15.0,18.0,2.8,2.7,2.0,1.7,0.78,5.7,1.3,1.6,0.62,10.736648590594404,species1_rare,weak,0.82,0.17,6.0
6.8,14.0,0.26,2.9,1.2,0.077,0.35,4.6,2.1,2.5,0.8,322.8819143447978,species1_rare,weak,0.85,0.14,10.0
11.0,13.0,2.1,2.8,0.46,2.3,4.8,0.2,4.3,0.92,7.8,40.77343686167832,species2_rare,weak,0.9,0.084,4.8
7.5,17.0,2.9,2.4,0.76,0.46,0.42,6.8,2.8,3.7,3.0,102.89187290282202,species1_rare,weak,0.99,0.0085,3.7
10.0,14.0,1.7,1.9,1.2,0.73,0.84,6.6,1.5,2.0,1.4,33.479777729280464,species1_rare,weak,0.94,0.057,7.1
12.0,10.0,1.9,1.2,1.2,0.7,1.4,7.3,0.97,2.3,4.1,18.20661595675104,species1_rare,weak,0.91,0.091,8.9
7.6,12.0,2.6,2.3,1.0,0.95,0.73,4.5,2.0,2.2,0.47,13.732743862214743,species1_rare,weak,0.86,0.11,3.9
4.9,1.4,1.7,1.2,2.6,0.029,2.0,0.25,0.76,4.6,-3.3,-7.322343844252874,species2_rare,strong,0.43,0.31,1.6
6.1,15.0,3.0,0.75,0.17,2.5,0.78,16.0,3.5,1.2,-18.0,-52.393524791293416,species1_rare,strong,0.96,0.033,4.0
11.0,15.0,0.75,2.9,1.4,0.95,11.0,1.2,1.9,0.81,5.5,4.04934262194419,species2_rare,weak,0.8,0.2,9.3
12.0,3.3,3.0,3.0,1.9,0.031,3.2,0.73,1.3,11.0,-11.0,-79.38224062031203,species2_rare,strong,0.77,0.14,2.2
12.0,8.3,0.44,1.1,0.17,0.23,24.0,1.6,4.0,1.8,25.0,565.4751911505928,species2_rare,weak,1.0,0.0,8.8
1.3,8.2,1.3,1.2,0.034,1.6,0.08,6.0,6.8,0.96,-17.0,4.263890854558921,species1_rare,strong,0.9,0.053,1.9
8.7,3.2,3.0,0.92,2.3,0.076,0.76,2.4,0.49,7.3,5.5,21.012079086143753,species1_rare,weak,0.71,0.22,2.9
9.2,7.7,2.6,2.8,0.57,1.4,3.0,0.97,3.2,1.7,1.5,10.049465573208183,species2_rare,weak,0.74,0.2,3.3
3.7,14.0,2.7,3.0,0.55,0.64,0.12,4.3,4.1,2.3,-3.8,38.91993208909712,species1_rare,strong,0.94,0.035,2.3
3.0,6.7,0.73,0.99,0.21,0.62,1.2,5.0,3.0,1.1,-3.6,6.037370684907039,species1_rare,strong,0.83,0.15,5.1
9.4,15.0,1.6,2.2,0.99,0.61,1.5,6.0,2.0,2.2,0.48,35.70768953278545,species1_rare,weak,0.94,0.06,7.5
4.8,14.0,2.9,2.9,0.56,2.4,0.54,4.1,4.0,1.1,-5.0,3.2132678816422313,species1_rare,strong,0.8,0.14,2.6
4.6,5.1,1.2,2.9,2.2,0.28,0.42,1.4,1.2,2.4,0.57,5.416097047978683,species1_rare,weak,0.49,0.35,2.0
18.0,16.0,1.2,1.1,1.0,0.031,3.4,13.0,1.1,13.0,57.0,2241.337518424988,species1_rare,weak,1.0,0.0005,17.0
9.4,7.9,2.7,2.0,2.3,0.14,0.18,3.5,0.89,6.5,9.2,76.21304430103568,species1_rare,weak,0.86,0.099,3.4
15.0,16.0,1.6,0.83,0.71,0.3,1.0,17.0,1.2,4.2,25.0,311.65803523842277,species1_rare,weak,1.0,0.0,9.3
2.5,20.0,0.62,1.9,0.14,2.1,0.26,9.8,8.1,0.41,-37.0,26.064071335963483,species1_rare,strong,0.96,0.038,4.9
3.1,5.0,0.35,2.7,1.4,0.36,0.11,1.5,1.6,0.98,-0.43,3.3886489969636915,species1_rare,strong,0.42,0.44,2.2
10.0,19.0,1.7,2.8,0.049,3.0,5.3,0.85,15.0,0.6,31.0,400.1032988732874,species2_rare,weak,0.95,0.042,6.4
14.0,14.0,2.5,2.4,1.9,0.023,1.0,5.5,1.2,13.0,25.0,1277.2945710662887,species1_rare,weak,0.97,0.025,6.0
11.0,11.0,1.6,2.7,1.2,1.2,5.0,1.4,2.0,1.3,1.3,3.7697799975480657,species2_rare,weak,0.76,0.23,5.8
1.8,1.2,2.4,2.6,0.8,0.6,0.34,0.013,1.2,1.5,-0.06,0.14723779958912486,species2_rare,strong,0.33,0.2,1.1
8.8,7.0,2.7,2.3,0.28,1.5,2.8,0.68,4.0,1.6,2.6,26.22561226468184,species2_rare,weak,0.76,0.18,3.2
9.8,13.0,2.6,2.8,2.0,0.28,0.17,4.2,1.4,5.0,7.3,78.19098281834572,species1_rare,weak,0.91,0.066,3.8
