r1,r2,a11,a22,a12,a21,N1,N2,Outcome,E1,E2,S1,S2,Rank,CoexistRank,Asy,cor,Rare
19.0,15.0,0.9,0.1,0.1,0.1,5.000025045495619,134.99996766610968,1,1.2666666666666666,0.7894736842105263,1.2666666666666666,5.0,2,1,-3.733333333333333,242.66655955847958,0.0357144664699767
19.0,16.0,0.9,0.1,0.1,0.1,3.750044955680807,146.24994594268398,1,1.1875,0.8421052631578947,1.1875,5.333333333333333,2,1,-4.145833333333333,295.39041975430865,0.0250003012214961
19.0,17.0,0.9,0.1,0.1,0.1,2.5000705512301646,157.49992056541166,1,1.1176470588235294,0.8947368421052632,1.1176470588235294,5.666666666666667,2,1,-4.549019607843137,352.5486784636285,0.0156254418127285
19.0,18.0,0.9,0.1,0.1,0.1,1.2501629672324528,168.74982741394223,1,1.0555555555555556,0.9473684210526316,1.0555555555555556,6.0,2,1,-4.944444444444445,414.0963926599214,0.0073539002233431
19.0,19.0,0.9,0.1,0.1,0.1,0.0237684523541048,179.9762064112776,0,1.0,1.0,1.0,6.333333333333333,2,0,-5.333333333333333,479.8731678904626,0.0001320469759627
20.0,15.0,0.9,0.1,0.1,0.1,6.250017810064279,133.74997568354982,1,1.3333333333333333,0.75,1.3333333333333333,4.821428571428571,2,1,-3.488095238095238,222.36599795792418,0.0446429864323484
20.0,16.0,0.9,0.1,0.1,0.1,5.000031126735728,144.9999604380504,1,1.25,0.8,1.25,5.142857142857142,2,1,-3.8928571428571423,272.4998624095232,0.0333335427194085
20.0,17.0,0.9,0.1,0.1,0.1,3.75004323689658,156.2499485681965,1,1.1764705882352942,0.85,1.1764705882352942,5.464285714285714,2,1,-4.28781512605042,326.9457004004024,0.0234377714310433
20.0,18.0,0.9,0.1,0.1,0.1,2.5000801063395284,167.4999104080657,1,1.1111111111111112,0.9,1.1111111111111112,5.785714285714286,2,1,-4.674603174603174,385.65436526871713,0.0147063543872826
20.0,19.0,0.9,0.1,0.1,0.1,1.2501798881815465,178.74981008741128,1,1.0526315789473684,0.95,1.0526315789473684,6.107142857142857,2,1,-5.054511278195489,448.5869413587676,0.0069454442100305
20.0,20.0,0.9,0.1,0.1,0.1,0.025019280181053,189.9749543342357,0,1.0,1.0,1.0,6.428571428571429,2,0,-5.428571428571429,515.5783951467198,0.0001316804402922
15.0,15.0,1.0,0.1,0.1,0.1,0.0166786157084234,139.98330348105634,0,1.0,1.0,1.0,6.249999999999999,2,0,-5.249999999999999,367.4123902715382,0.0001191329845806
16.0,15.0,1.0,0.1,0.1,0.1,1.1112471114120073,138.88874312691095,1,1.0666666666666669,0.9375,1.0666666666666669,6.0,2,1,-4.933333333333334,339.85115683823074,0.0079374799206794
16.0,16.0,1.0,0.1,0.1,0.1,0.0177903684965241,149.9821906201067,0,1.0,1.0,1.0,6.4,2,0,-5.4,404.90388067934754,0.0001186024716754
17.0,15.0,1.0,0.1,0.1,0.1,2.222287722170217,137.7777028320457,1,1.1333333333333333,0.8823529411764706,1.1333333333333333,5.769230769230769,2,1,-4.635897435897435,314.21050066494206,0.0158734848007694
17.0,16.0,1.0,0.1,0.1,0.1,1.1112555353214075,148.88873479508504,1,1.0625,0.9411764705882352,1.0625,6.153846153846153,2,1,-5.091346153846153,376.1931503271386,0.0074083707130489
17.0,17.0,1.0,0.1,0.1,0.1,0.0189021205563819,159.98107775921838,0,1.0,1.0,1.0,6.538461538461538,2,0,-5.538461538461538,442.97217869167935,0.0001181382683334
18.0,15.0,1.0,0.1,0.1,0.1,3.333373437403979,136.6666178478318,1,1.2,0.8333333333333334,1.2,5.555555555555555,2,1,-4.355555555555555,290.3701767160428,0.0238098117492919
18.0,16.0,1.0,0.1,0.1,0.1,2.222289253825916,147.77770173448044,1,1.125,0.8888888888888888,1.125,5.925925925925926,2,1,-4.800925925925926,349.4003767186082,0.0148152625822434
18.0,17.0,1.0,0.1,0.1,0.1,1.1112634531384202,158.88872698921293,1,1.0588235294117647,0.9444444444444444,1.0588235294117647,6.296296296296296,2,1,-5.237472766884531,413.1775842491537,0.0069453969970005
18.0,18.0,1.0,0.1,0.1,0.1,0.0200138719768839,169.9799648984202,0,1.0,1.0,1.0,6.666666666666666,2,0,-5.666666666666666,481.5531945749227,0.0001177286733895
19.0,15.0,1.0,0.1,0.1,0.1,4.444470792319617,135.55552153952854,1,1.2666666666666666,0.7894736842105263,1.2666666666666666,5.357142857142858,2,1,-4.090476190476191,268.1533156948868,0.0317462216839604
19.0,16.0,1.0,0.1,0.1,0.1,3.333378821724544,146.6666119683846,1,1.1875,0.8421052631578947,1.1875,5.714285714285714,2,1,-4.526785714285714,324.41941609534217,0.0222225268426106
19.0,17.0,1.0,0.1,0.1,0.1,2.222298594864952,157.7776917885761,1,1.1176470588235294,0.8947368421052632,1.1176470588235294,6.071428571428572,2,1,-4.953781512605042,385.2937154945073,0.0138893670527054
19.0,18.0,1.0,0.1,0.1,0.1,1.111279715154762,168.88871033306393,1,1.0555555555555556,0.9473684210526316,1.0555555555555556,6.428571428571429,2,1,-5.3730158730158735,450.73539892192264,0.0065369398835821
19.0,19.0,1.0,0.1,0.1,0.1,0.0211256228334844,179.97885203772833,0,1.0,1.0,1.0,6.785714285714287,2,0,-5.785714285714287,520.5919942716603,0.000117364585863
20.0,15.0,1.0,0.1,0.1,0.1,5.55557480207871,134.44441816563645,1,1.3333333333333333,0.75,1.3333333333333333,5.172413793103448,2,1,-3.8390804597701145,247.4073200197028,0.03968267915099
20.0,16.0,1.0,0.1,0.1,0.1,4.444476960748863,145.55551422676683,1,1.25,0.8,1.25,5.517241379310344,2,1,-4.267241379310344,301.07742864947795,0.0296298481457428
20.0,17.0,1.0,0.1,0.1,0.1,3.3333767983826723,156.6666149631703,1,1.1764705882352942,0.85,1.1764705882352942,5.862068965517241,2,1,-4.685598377281947,359.2289859641576,0.0208336060626202
20.0,18.0,1.0,0.1,0.1,0.1,2.2222996134594544,167.77769122230933,1,1.1111111111111112,0.9,1.1111111111111112,6.206896551724137,2,1,-5.095785440613026,421.81737708768253,0.0130723513721029
20.0,19.0,1.0,0.1,0.1,0.1,1.1112866260742411,178.88870359305068,1,1.0526315789473684,0.95,1.0526315789473684,6.551724137931034,2,1,-5.499092558983666,488.80723539921826,0.0061738149247752
20.0,20.0,1.0,0.1,0.1,0.1,0.0222373731905401,189.9777391771508,0,1.0,1.0,1.0,6.896551724137931,2,0,-5.896551724137931,560.0412208358139,0.0001170388207108
15.0,15.0,1.5,0.1,0.1,0.1,0.0107190850597414,139.98926941190788,0,1.0,1.0,1.0,7.758620689655173,2,0,-6.758620689655173,473.03096317348684,7.656489957478518e-05
16.0,15.0,1.5,0.1,0.1,0.1,0.7144183032657908,139.2855721791248,1,1.0666666666666669,0.9375,1.0666666666666669,7.5,2,0,-6.433333333333334,445.7372116340132,0.0051029882273859
16.0,16.0,1.5,0.1,0.1,0.1,0.0114335977825069,149.98855418716454,0,1.0,1.0,1.0,8.0,2,0,-7.0,524.919922062837,7.622399142391376e-05
17.0,15.0,1.5,0.1,0.1,0.1,1.4286356271767038,138.57135511396575,1,1.1333333333333333,0.8823529411764706,1.1333333333333333,7.258064516129033,2,1,-6.124731182795699,419.98114526707013,0.0102045408689935
17.0,16.0,1.5,0.1,0.1,0.1,0.714431601604515,149.2855586299503,1,1.0625,0.9411764705882352,1.0625,7.741935483870969,2,0,-6.679435483870969,496.18562887591696,0.0047628776542028
17.0,17.0,1.5,0.1,0.1,0.1,0.0121481098163978,159.98783896268216,0,1.0,1.0,1.0,8.225806451612904,2,0,-7.225806451612904,577.9766895329344,7.5925692487046e-05
18.0,15.0,1.5,0.1,0.1,0.1,2.1428963141408985,137.85709517246124,1,1.2,0.8333333333333334,1.2,7.03125,2,1,-5.83125,395.69171104629027,0.0153064031746457
18.0,16.0,1.5,0.1,0.1,0.1,1.4286355795015446,148.5713557955019,1,1.125,0.8888888888888888,1.125,7.5,2,1,-6.375,469.0174206885011,0.0095242377443204
18.0,17.0,1.5,0.1,0.1,0.1,0.7144445092708688,159.28554552723187,1,1.0588235294117647,0.9444444444444444,1.0588235294117647,7.96875,2,0,-6.909926470588236,547.857324197165,0.0044652784610041
18.0,18.0,1.5,0.1,0.1,0.1,0.0128626212495235,169.98712373844816,0,1.0,1.0,1.0,8.4375,2,0,-7.4375,632.0917835295825,7.566248400931012e-05
19.0,15.0,1.5,0.1,0.1,0.1,2.8571713937160688,137.14282029877626,1,1.2666666666666666,0.7894736842105263,1.2666666666666666,6.8181818181818175,2,1,-5.551515151515151,372.74440726374274,0.020408368308991
19.0,16.0,1.5,0.1,0.1,0.1,2.142900652689742,147.8570905368842,1,1.1875,0.8421052631578947,1.1875,7.272727272727272,2,1,-6.0852272727272725,443.35198115333014,0.0142860051903702
19.0,17.0,1.5,0.1,0.1,0.1,1.4286430179769127,158.57134796721866,1,1.1176470588235294,0.8947368421052632,1.1176470588235294,7.727272727272727,2,1,-6.609625668449198,519.3272281210235,0.0089290193654392
19.0,18.0,1.5,0.1,0.1,0.1,0.7144480193019748,169.28554239986815,1,1.0555555555555556,0.9473684210526316,1.0555555555555556,8.181818181818182,2,0,-7.126262626262626,600.6409448762092,0.00420263564451
19.0,19.0,1.5,0.1,0.1,0.1,0.0135771321557146,179.98640851444748,0,1.0,1.0,1.0,8.636363636363635,2,0,-7.636363636363635,687.1689925505684,7.542851799094523e-05
20.0,15.0,1.5,0.1,0.1,0.1,3.5714457999554883,136.42854790218357,1,1.3333333333333333,0.75,1.3333333333333333,6.61764705882353,2,1,-5.284313725490197,351.02930408382815,0.0255103282901142
20.0,16.0,1.5,0.1,0.1,0.1,2.8571705255389475,147.1428219741349,1,1.25,0.8,1.25,7.0588235294117645,2,1,-5.8088235294117645,419.0649435455544,0.0190478044560246
20.0,17.0,1.5,0.1,0.1,0.1,2.142904952622757,157.85708598443478,1,1.1764705882352942,0.85,1.1764705882352942,7.5,2,1,-6.323529411764706,492.33160179175854,0.013393156712526
20.0,18.0,1.5,0.1,0.1,0.1,1.4286504216555365,168.57134022389542,1,1.1111111111111112,0.9,1.1111111111111112,7.9411764705882355,2,1,-6.830065359477125,570.7977478540545,0.0084038264721688
20.0,19.0,1.5,0.1,0.1,0.1,0.7144599214209769,179.2855303696354,1,1.0526315789473684,0.95,1.0526315789473684,8.382352941176471,2,0,-7.329721362229103,654.4380948701976,0.0039692219997662
20.0,20.0,1.5,0.1,0.1,0.1,0.0142916425972804,189.98569329066424,0,1.0,1.0,1.0,8.823529411764707,2,0,-7.823529411764706,743.1234240939091,7.521917752941143e-05
15.0,15.0,2.0,0.1,0.1,0.1,0.0088635870361072,139.99112573711838,0,1.0,1.0,1.0,8.823529411764705,2,0,-7.823529411764705,547.577672528263,6.331134080006673e-05
16.0,15.0,2.0,0.1,0.1,0.1,0.5264484566821473,139.47354201934596,1,1.0666666666666669,0.9375,1.0666666666666669,8.571428571428571,2,0,-7.504761904761905,521.3824272732337,0.0037603463749684
16.0,16.0,2.0,0.1,0.1,0.1,0.0091563108543397,149.9908330565579,0,1.0,1.0,1.0,9.142857142857142,2,0,-8.142857142857142,610.6396838932217,6.104207668916643e-05
17.0,15.0,2.0,0.1,0.1,0.1,1.052690161637844,138.94730138908994,1,1.1333333333333333,0.8823529411764706,1.1333333333333333,8.333333333333334,2,1,-7.200000000000001,496.4206004188276,0.0075192158940696
17.0,16.0,2.0,0.1,0.1,0.1,0.5264591135759393,149.4735312888552,1,1.0625,0.9411764705882352,1.0625,8.88888888888889,2,0,-7.826388888888889,582.8588553525685,0.0035097276484052
17.0,17.0,2.0,0.1,0.1,0.1,0.0094410937855063,159.99054830894073,0,1.0,1.0,1.0,9.444444444444445,2,0,-8.444444444444445,675.4757860195443,5.900684006761252e-05
18.0,15.0,2.0,0.1,0.1,0.1,1.5789864889676657,138.42100500799253,1,1.2,0.8333333333333334,1.2,8.108108108108107,2,1,-6.908108108108107,472.6597288305777,0.011278475606207
18.0,16.0,2.0,0.1,0.1,0.1,1.0526965763148153,148.9472946845095,1,1.125,0.8888888888888888,1.125,8.648648648648647,2,1,-7.523648648648647,556.3534965995768,0.0070179775843076
18.0,17.0,2.0,0.1,0.1,0.1,0.5264692792248075,159.4735210893952,1,1.0588235294117647,0.9444444444444444,1.0588235294117647,9.18918918918919,2,0,-8.130365659777425,646.1488258801363,0.0032904331932263
18.0,18.0,2.0,0.1,0.1,0.1,0.0097095353398439,169.99027991594937,0,1.0,1.0,1.0,9.72972972972973,2,0,-8.72972972972973,741.9422193640119,5.711491730783946e-05
19.0,15.0,2.0,0.1,0.1,0.1,2.105287658505688,137.89470520796186,1,1.2666666666666666,0.7894736842105263,1.2666666666666666,7.894736842105264,2,1,-6.628070175438597,450.01089429986445,0.0150377697555579
19.0,16.0,2.0,0.1,0.1,0.1,1.5789901268591036,148.42100121430232,1,1.1875,0.8421052631578947,1.1875,8.421052631578947,2,1,-7.233552631578947,531.0947078639599,0.0105266014533816
19.0,17.0,2.0,0.1,0.1,0.1,1.052702882115418,158.94728813876893,1,1.1176470588235294,0.8947368421052632,1.1176470588235294,8.947368421052632,2,1,-7.829721362229103,618.1353035821621,0.0065793933824534
