r1,r2,a11,a12,a21,a22,cor_sos,nu_sign,coexist,left_PGR1_dominant,right_PGR1_dominant,curve_cross
16.0,15.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
17.0,15.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
18.0,15.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
19.0,15.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
20.0,15.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
17.0,16.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
18.0,16.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
19.0,16.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
20.0,16.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
18.0,17.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
19.0,17.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
20.0,17.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
19.0,18.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
20.0,18.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
20.0,19.0,0.1,0.1,0.1,0.1,0.0,zero,0,1,1,0
15.0,15.0,0.3,0.1,0.1,0.1,115.2941176470588,positive,0,0,0,0
16.0,15.0,0.3,0.1,0.1,0.1,108.3333333333333,positive,1,0,0,0
17.0,15.0,0.3,0.1,0.1,0.1,101.05263157894736,positive,1,0,0,0
18.0,15.0,0.3,0.1,0.1,0.1,93.49999999999996,positive,1,0,0,0
19.0,15.0,0.3,0.1,0.1,0.1,85.71428571428568,positive,1,0,0,0
20.0,15.0,0.3,0.1,0.1,0.1,77.7272727272727,positive,1,0,0,0
15.0,16.0,0.3,0.1,0.1,0.1,123.52941176470588,positive,0,0,0,0
16.0,16.0,0.3,0.1,0.1,0.1,124.99999999999996,positive,0,0,0,0
17.0,16.0,0.3,0.1,0.1,0.1,117.89473684210526,positive,1,0,0,0
18.0,16.0,0.3,0.1,0.1,0.1,110.49999999999996,positive,1,0,0,0
19.0,16.0,0.3,0.1,0.1,0.1,102.85714285714285,positive,1,0,0,0
20.0,16.0,0.3,0.1,0.1,0.1,95.0,positive,1,0,0,0
15.0,17.0,0.3,0.1,0.1,0.1,131.76470588235293,positive,0,0,0,0
16.0,17.0,0.3,0.1,0.1,0.1,133.3333333333333,positive,0,0,0,0
17.0,17.0,0.3,0.1,0.1,0.1,134.73684210526315,positive,0,0,0,0
18.0,17.0,0.3,0.1,0.1,0.1,127.49999999999996,positive,1,0,0,0
19.0,17.0,0.3,0.1,0.1,0.1,119.99999999999996,positive,1,0,0,0
20.0,17.0,0.3,0.1,0.1,0.1,112.27272727272728,positive,1,0,0,0
15.0,18.0,0.3,0.1,0.1,0.1,140.0,positive,0,0,0,0
16.0,18.0,0.3,0.1,0.1,0.1,141.66666666666663,positive,0,0,0,0
17.0,18.0,0.3,0.1,0.1,0.1,143.1578947368421,positive,0,0,0,0
18.0,18.0,0.3,0.1,0.1,0.1,144.49999999999994,positive,0,0,0,0
19.0,18.0,0.3,0.1,0.1,0.1,137.1428571428571,positive,1,0,0,0
20.0,18.0,0.3,0.1,0.1,0.1,129.54545454545453,positive,1,0,0,0
15.0,19.0,0.3,0.1,0.1,0.1,148.23529411764704,positive,0,0,0,0
16.0,19.0,0.3,0.1,0.1,0.1,149.99999999999994,positive,0,0,0,0
17.0,19.0,0.3,0.1,0.1,0.1,151.57894736842104,positive,0,0,0,0
18.0,19.0,0.3,0.1,0.1,0.1,152.99999999999997,positive,0,0,0,0
19.0,19.0,0.3,0.1,0.1,0.1,154.28571428571425,positive,0,0,0,0
20.0,19.0,0.3,0.1,0.1,0.1,146.8181818181818,positive,1,0,0,0
15.0,20.0,0.3,0.1,0.1,0.1,156.47058823529412,positive,0,0,0,0
16.0,20.0,0.3,0.1,0.1,0.1,158.3333333333333,positive,0,0,0,0
17.0,20.0,0.3,0.1,0.1,0.1,160.0,positive,0,0,0,0
18.0,20.0,0.3,0.1,0.1,0.1,161.49999999999997,positive,0,0,0,0
19.0,20.0,0.3,0.1,0.1,0.1,162.85714285714283,positive,0,0,0,0
20.0,20.0,0.3,0.1,0.1,0.1,164.0909090909091,positive,0,0,0,0
15.0,15.0,0.5,0.1,0.1,0.1,206.3157894736842,positive,0,0,0,0
16.0,15.0,0.5,0.1,0.1,0.1,202.5,positive,1,0,0,0
17.0,15.0,0.5,0.1,0.1,0.1,198.09523809523807,positive,1,0,0,0
18.0,15.0,0.5,0.1,0.1,0.1,193.1818181818182,positive,1,0,0,0
19.0,15.0,0.5,0.1,0.1,0.1,187.82608695652172,positive,1,0,0,0
20.0,15.0,0.5,0.1,0.1,0.1,182.0833333333333,positive,1,0,0,0
15.0,16.0,0.5,0.1,0.1,0.1,221.05263157894737,positive,0,0,0,0
16.0,16.0,0.5,0.1,0.1,0.1,225.0,positive,0,0,0,0
17.0,16.0,0.5,0.1,0.1,0.1,220.9523809523809,positive,1,0,0,0
18.0,16.0,0.5,0.1,0.1,0.1,216.3636363636364,positive,1,0,0,0
19.0,16.0,0.5,0.1,0.1,0.1,211.304347826087,positive,1,0,0,0
20.0,16.0,0.5,0.1,0.1,0.1,205.8333333333333,positive,1,0,0,0
15.0,17.0,0.5,0.1,0.1,0.1,235.7894736842105,positive,0,0,0,0
16.0,17.0,0.5,0.1,0.1,0.1,240.0,positive,0,0,0,0
17.0,17.0,0.5,0.1,0.1,0.1,243.8095238095238,positive,0,0,0,0
18.0,17.0,0.5,0.1,0.1,0.1,239.54545454545453,positive,1,0,0,0
19.0,17.0,0.5,0.1,0.1,0.1,234.7826086956522,positive,1,0,0,0
20.0,17.0,0.5,0.1,0.1,0.1,229.5833333333333,positive,1,0,0,0
15.0,18.0,0.5,0.1,0.1,0.1,250.52631578947367,positive,0,0,0,0
16.0,18.0,0.5,0.1,0.1,0.1,255.0,positive,0,0,0,0
17.0,18.0,0.5,0.1,0.1,0.1,259.04761904761904,positive,0,0,0,0
18.0,18.0,0.5,0.1,0.1,0.1,262.72727272727275,positive,0,0,0,0
19.0,18.0,0.5,0.1,0.1,0.1,258.26086956521743,positive,1,0,0,0
20.0,18.0,0.5,0.1,0.1,0.1,253.3333333333333,positive,1,0,0,0
15.0,19.0,0.5,0.1,0.1,0.1,265.2631578947368,positive,0,0,0,0
16.0,19.0,0.5,0.1,0.1,0.1,270.0,positive,0,0,0,0
17.0,19.0,0.5,0.1,0.1,0.1,274.2857142857143,positive,0,0,0,0
18.0,19.0,0.5,0.1,0.1,0.1,278.1818181818182,positive,0,0,0,0
19.0,19.0,0.5,0.1,0.1,0.1,281.7391304347827,positive,0,0,0,0
20.0,19.0,0.5,0.1,0.1,0.1,277.08333333333326,positive,1,0,0,0
15.0,20.0,0.5,0.1,0.1,0.1,279.99999999999994,positive,0,0,0,0
16.0,20.0,0.5,0.1,0.1,0.1,285.0,positive,0,0,0,0
17.0,20.0,0.5,0.1,0.1,0.1,289.5238095238095,positive,0,0,0,0
18.0,20.0,0.5,0.1,0.1,0.1,293.6363636363636,positive,0,0,0,0
19.0,20.0,0.5,0.1,0.1,0.1,297.3913043478261,positive,0,0,0,0
20.0,20.0,0.5,0.1,0.1,0.1,300.83333333333326,positive,0,0,0,0
15.0,15.0,0.7,0.1,0.1,0.1,279.99999999999994,positive,0,0,0,0
16.0,15.0,0.7,0.1,0.1,0.1,279.5454545454545,positive,1,0,0,0
17.0,15.0,0.7,0.1,0.1,0.1,278.2608695652174,positive,1,0,0,0
18.0,15.0,0.7,0.1,0.1,0.1,276.25,positive,1,0,0,0
19.0,15.0,0.7,0.1,0.1,0.1,273.6,positive,1,0,0,0
20.0,15.0,0.7,0.1,0.1,0.1,270.38461538461536,positive,1,0,0,0
15.0,16.0,0.7,0.1,0.1,0.1,299.99999999999994,positive,0,0,0,0
16.0,16.0,0.7,0.1,0.1,0.1,306.81818181818176,positive,0,0,0,0
17.0,16.0,0.7,0.1,0.1,0.1,306.08695652173907,positive,1,0,0,0
18.0,16.0,0.7,0.1,0.1,0.1,304.5833333333333,positive,1,0,0,0
19.0,16.0,0.7,0.1,0.1,0.1,302.4,positive,1,0,0,0
20.0,16.0,0.7,0.1,0.1,0.1,299.6153846153845,positive,1,0,0,0
15.0,17.0,0.7,0.1,0.1,0.1,319.99999999999994,positive,0,0,0,0
16.0,17.0,0.7,0.1,0.1,0.1,327.2727272727272,positive,0,0,0,0
17.0,17.0,0.7,0.1,0.1,0.1,333.9130434782609,positive,0,0,0,0
18.0,17.0,0.7,0.1,0.1,0.1,332.9166666666667,positive,1,0,0,0
19.0,17.0,0.7,0.1,0.1,0.1,331.19999999999993,positive,1,0,0,0
20.0,17.0,0.7,0.1,0.1,0.1,328.8461538461538,positive,1,0,0,0
15.0,18.0,0.7,0.1,0.1,0.1,339.99999999999994,positive,0,0,0,0
16.0,18.0,0.7,0.1,0.1,0.1,347.72727272727263,positive,0,0,0,0
17.0,18.0,0.7,0.1,0.1,0.1,354.7826086956522,positive,0,0,0,0
18.0,18.0,0.7,0.1,0.1,0.1,361.25,positive,0,0,0,0
19.0,18.0,0.7,0.1,0.1,0.1,359.99999999999994,positive,1,0,0,0
20.0,18.0,0.7,0.1,0.1,0.1,358.07692307692304,positive,1,0,0,0
15.0,19.0,0.7,0.1,0.1,0.1,359.99999999999994,positive,0,0,0,0
16.0,19.0,0.7,0.1,0.1,0.1,368.1818181818181,positive,0,0,0,0
17.0,19.0,0.7,0.1,0.1,0.1,375.6521739130434,positive,0,0,0,0
18.0,19.0,0.7,0.1,0.1,0.1,382.5,positive,0,0,0,0
19.0,19.0,0.7,0.1,0.1,0.1,388.8,positive,0,0,0,0
20.0,19.0,0.7,0.1,0.1,0.1,387.3076923076922,positive,1,0,0,0
15.0,20.0,0.7,0.1,0.1,0.1,380.0,positive,0,0,0,0
16.0,20.0,0.7,0.1,0.1,0.1,388.6363636363636,positive,0,0,0,0
17.0,20.0,0.7,0.1,0.1,0.1,396.5217391304348,positive,0,0,0,0
18.0,20.0,0.7,0.1,0.1,0.1,403.75,positive,0,0,0,0
19.0,20.0,0.7,0.1,0.1,0.1,410.3999999999999,positive,0,0,0,0
20.0,20.0,0.7,0.1,0.1,0.1,416.5384615384615,positive,0,0,0,0
15.0,15.0,0.9,0.1,0.1,0.1,340.8695652173913,positive,0,0,0,0
16.0,15.0,0.9,0.1,0.1,0.1,343.74999999999994,positive,1,0,0,0
17.0,15.0,0.9,0.1,0.1,0.1,345.6,positive,1,0,0,0
18.0,15.0,0.9,0.1,0.1,0.1,346.5384615384615,positive,1,0,0,0
19.0,15.0,0.9,0.1,0.1,0.1,346.66666666666663,positive,1,0,0,0
20.0,15.0,0.9,0.1,0.1,0.1,346.0714285714286,positive,1,0,0,0
15.0,16.0,0.9,0.1,0.1,0.1,365.2173913043479,positive,0,0,0,0
16.0,16.0,0.9,0.1,0.1,0.1,375.0,positive,0,0,0,0
17.0,16.0,0.9,0.1,0.1,0.1,377.5999999999999,positive,1,0,0,0
18.0,16.0,0.9,0.1,0.1,0.1,379.2307692307692,positive,1,0,0,0
19.0,16.0,0.9,0.1,0.1,0.1,380.0,positive,1,0,0,0
20.0,16.0,0.9,0.1,0.1,0.1,380.0,positive,1,0,0,0
15.0,17.0,0.9,0.1,0.1,0.1,389.5652173913044,positive,0,0,0,0
16.0,17.0,0.9,0.1,0.1,0.1,400.0,positive,0,0,0,0
17.0,17.0,0.9,0.1,0.1,0.1,409.5999999999999,positive,0,0,0,0
18.0,17.0,0.9,0.1,0.1,0.1,411.9230769230769,positive,1,0,0,0
19.0,17.0,0.9,0.1,0.1,0.1,413.3333333333333,positive,1,0,0,0
20.0,17.0,0.9,0.1,0.1,0.1,413.9285714285714,positive,1,0,0,0
15.0,18.0,0.9,0.1,0.1,0.1,413.9130434782609,positive,0,0,0,0
16.0,18.0,0.9,0.1,0.1,0.1,425.0,positive,0,0,0,0
17.0,18.0,0.9,0.1,0.1,0.1,435.2,positive,0,0,0,0
18.0,18.0,0.9,0.1,0.1,0.1,444.6153846153845,positive,0,0,0,0
19.0,18.0,0.9,0.1,0.1,0.1,446.6666666666666,positive,1,0,0,0
20.0,18.0,0.9,0.1,0.1,0.1,447.8571428571429,positive,1,0,0,0
15.0,19.0,0.9,0.1,0.1,0.1,438.26086956521743,positive,0,0,0,0
16.0,19.0,0.9,0.1,0.1,0.1,450.0,positive,0,0,0,0
17.0,19.0,0.9,0.1,0.1,0.1,460.8,positive,0,0,0,0
18.0,19.0,0.9,0.1,0.1,0.1,470.7692307692307,positive,0,0,0,0
19.0,19.0,0.9,0.1,0.1,0.1,480.0,positive,0,0,0,0
20.0,19.0,0.9,0.1,0.1,0.1,481.78571428571433,positive,1,0,0,0
15.0,20.0,0.9,0.1,0.1,0.1,462.60869565217394,positive,0,0,0,0
16.0,20.0,0.9,0.1,0.1,0.1,475.0,positive,0,0,0,0
17.0,20.0,0.9,0.1,0.1,0.1,486.4,positive,0,0,0,0
18.0,20.0,0.9,0.1,0.1,0.1,496.9230769230769,positive,0,0,0,0
19.0,20.0,0.9,0.1,0.1,0.1,506.6666666666666,positive,0,0,0,0
20.0,20.0,0.9,0.1,0.1,0.1,515.7142857142858,positive,0,0,0,0
15.0,15.0,1.0,0.1,0.1,0.1,367.5,positive,0,0,0,0
16.0,15.0,1.0,0.1,0.1,0.1,372.0,positive,1,0,0,0
17.0,15.0,1.0,0.1,0.1,0.1,375.3846153846154,positive,1,0,0,0
18.0,15.0,1.0,0.1,0.1,0.1,377.77777777777777,positive,1,0,0,0
19.0,15.0,1.0,0.1,0.1,0.1,379.2857142857143,positive,1,0,0,0
20.0,15.0,1.0,0.1,0.1,0.1,380.0,positive,1,0,0,0
15.0,16.0,1.0,0.1,0.1,0.1,393.75,positive,0,0,0,0
16.0,16.0,1.0,0.1,0.1,0.1,405.0,positive,0,0,0,0
17.0,16.0,1.0,0.1,0.1,0.1,409.2307692307692,positive,1,0,0,0
18.0,16.0,1.0,0.1,0.1,0.1,412.4074074074074,positive,1,0,0,0
19.0,16.0,1.0,0.1,0.1,0.1,414.6428571428572,positive,1,0,0,0
20.0,16.0,1.0,0.1,0.1,0.1,416.03448275862064,positive,1,0,0,0
15.0,17.0,1.0,0.1,0.1,0.1,420.0,positive,0,0,0,0
16.0,17.0,1.0,0.1,0.1,0.1,432.0,positive,0,0,0,0
17.0,17.0,1.0,0.1,0.1,0.1,443.0769230769231,positive,0,0,0,0
18.0,17.0,1.0,0.1,0.1,0.1,447.03703703703707,positive,1,0,0,0
19.0,17.0,1.0,0.1,0.1,0.1,450.0,positive,1,0,0,0
20.0,17.0,1.0,0.1,0.1,0.1,452.0689655172413,positive,1,0,0,0
15.0,18.0,1.0,0.1,0.1,0.1,446.25,positive,0,0,0,0
16.0,18.0,1.0,0.1,0.1,0.1,459.00000000000006,positive,0,0,0,0
17.0,18.0,1.0,0.1,0.1,0.1,470.7692307692308,positive,0,0,0,0
18.0,18.0,1.0,0.1,0.1,0.1,481.6666666666666,positive,0,0,0,0
19.0,18.0,1.0,0.1,0.1,0.1,485.3571428571429,positive,1,0,0,0
20.0,18.0,1.0,0.1,0.1,0.1,488.103448275862,positive,1,0,0,0
15.0,19.0,1.0,0.1,0.1,0.1,472.5,positive,0,0,0,0
16.0,19.0,1.0,0.1,0.1,0.1,486.00000000000006,positive,0,0,0,0
17.0,19.0,1.0,0.1,0.1,0.1,498.46153846153845,positive,0,0,0,0
18.0,19.0,1.0,0.1,0.1,0.1,510.0,positive,0,0,0,0
19.0,19.0,1.0,0.1,0.1,0.1,520.7142857142858,positive,0,0,0,0
20.0,19.0,1.0,0.1,0.1,0.1,524.1379310344828,positive,1,0,0,0
15.0,20.0,1.0,0.1,0.1,0.1,498.75,positive,0,0,0,0
16.0,20.0,1.0,0.1,0.1,0.1,513.0,positive,0,0,0,0
17.0,20.0,1.0,0.1,0.1,0.1,526.1538461538462,positive,0,0,0,0
18.0,20.0,1.0,0.1,0.1,0.1,538.3333333333333,positive,0,0,0,0
19.0,20.0,1.0,0.1,0.1,0.1,549.6428571428572,positive,0,0,0,0
20.0,20.0,1.0,0.1,0.1,0.1,560.1724137931035,positive,0,0,0,0
15.0,15.0,1.5,0.1,0.1,0.1,473.1034482758621,positive,0,0,0,0
16.0,15.0,1.5,0.1,0.1,0.1,485.0,positive,1,0,0,0
17.0,15.0,1.5,0.1,0.1,0.1,495.483870967742,positive,1,0,0,0
18.0,15.0,1.5,0.1,0.1,0.1,504.68750000000006,positive,1,0,0,0
19.0,15.0,1.5,0.1,0.1,0.1,512.7272727272726,positive,1,0,0,0
20.0,15.0,1.5,0.1,0.1,0.1,519.7058823529413,positive,1,0,0,0
15.0,16.0,1.5,0.1,0.1,0.1,506.896551724138,positive,0,0,0,0
16.0,16.0,1.5,0.1,0.1,0.1,525.0,positive,0,0,0,0
17.0,16.0,1.5,0.1,0.1,0.1,536.7741935483872,positive,1,0,0,0
18.0,16.0,1.5,0.1,0.1,0.1,547.1875,positive,1,0,0,0
19.0,16.0,1.5,0.1,0.1,0.1,556.3636363636363,positive,1,0,0,0
20.0,16.0,1.5,0.1,0.1,0.1,564.4117647058823,positive,1,0,0,0
15.0,17.0,1.5,0.1,0.1,0.1,540.6896551724138,positive,0,0,0,0
16.0,17.0,1.5,0.1,0.1,0.1,560.0,positive,0,0,0,0
17.0,17.0,1.5,0.1,0.1,0.1,578.0645161290323,positive,0,0,0,0
18.0,17.0,1.5,0.1,0.1,0.1,589.6875,positive,1,0,0,0
19.0,17.0,1.5,0.1,0.1,0.1,599.9999999999999,positive,1,0,0,0
20.0,17.0,1.5,0.1,0.1,0.1,609.1176470588236,positive,1,0,0,0
15.0,18.0,1.5,0.1,0.1,0.1,574.4827586206897,positive,0,0,0,0
16.0,18.0,1.5,0.1,0.1,0.1,595.0,positive,0,0,0,0
17.0,18.0,1.5,0.1,0.1,0.1,614.1935483870968,positive,0,0,0,0
18.0,18.0,1.5,0.1,0.1,0.1,632.1875,positive,0,0,0,0
19.0,18.0,1.5,0.1,0.1,0.1,643.6363636363635,positive,1,0,0,0
20.0,18.0,1.5,0.1,0.1,0.1,653.8235294117648,positive,1,0,0,0
15.0,19.0,1.5,0.1,0.1,0.1,608.2758620689656,positive,0,0,0,0
16.0,19.0,1.5,0.1,0.1,0.1,630.0,positive,0,0,0,0
17.0,19.0,1.5,0.1,0.1,0.1,650.3225806451613,positive,0,0,0,0
18.0,19.0,1.5,0.1,0.1,0.1,669.375,positive,0,0,0,0
19.0,19.0,1.5,0.1,0.1,0.1,687.2727272727271,positive,0,0,0,0
20.0,19.0,1.5,0.1,0.1,0.1,698.529411764706,positive,1,0,0,0
15.0,20.0,1.5,0.1,0.1,0.1,642.0689655172414,positive,0,0,0,0
16.0,20.0,1.5,0.1,0.1,0.1,665.0,positive,0,0,0,0
17.0,20.0,1.5,0.1,0.1,0.1,686.4516129032259,positive,0,0,0,0
18.0,20.0,1.5,0.1,0.1,0.1,706.5625,positive,0,0,0,0
19.0,20.0,1.5,0.1,0.1,0.1,725.4545454545453,positive,0,0,0,0
20.0,20.0,1.5,0.1,0.1,0.1,743.2352941176471,positive,0,0,0,0
15.0,15.0,2.0,0.1,0.1,0.1,547.6470588235293,positive,0,0,0,0
16.0,15.0,2.0,0.1,0.1,0.1,565.7142857142857,positive,1,0,0,0
17.0,15.0,2.0,0.1,0.1,0.1,582.2222222222222,positive,1,0,0,0
18.0,15.0,2.0,0.1,0.1,0.1,597.2972972972974,positive,1,0,0,0
19.0,15.0,2.0,0.1,0.1,0.1,611.0526315789473,positive,1,0,0,0
20.0,15.0,2.0,0.1,0.1,0.1,623.5897435897435,positive,1,0,0,0
15.0,16.0,2.0,0.1,0.1,0.1,586.7647058823528,positive,0,0,0,0
16.0,16.0,2.0,0.1,0.1,0.1,610.7142857142857,positive,0,0,0,0
17.0,16.0,2.0,0.1,0.1,0.1,628.8888888888888,positive,1,0,0,0
18.0,16.0,2.0,0.1,0.1,0.1,645.5405405405405,positive,1,0,0,0
19.0,16.0,2.0,0.1,0.1,0.1,660.7894736842104,positive,1,0,0,0
20.0,16.0,2.0,0.1,0.1,0.1,674.7435897435896,positive,1,0,0,0
15.0,17.0,2.0,0.1,0.1,0.1,625.8823529411764,positive,0,0,0,0
16.0,17.0,2.0,0.1,0.1,0.1,651.4285714285713,positive,0,0,0,0
17.0,17.0,2.0,0.1,0.1,0.1,675.5555555555555,positive,0,0,0,0
18.0,17.0,2.0,0.1,0.1,0.1,693.7837837837839,positive,1,0,0,0
19.0,17.0,2.0,0.1,0.1,0.1,710.5263157894736,positive,1,0,0,0
20.0,17.0,2.0,0.1,0.1,0.1,725.8974358974359,positive,1,0,0,0
15.0,18.0,2.0,0.1,0.1,0.1,664.9999999999999,positive,0,0,0,0
16.0,18.0,2.0,0.1,0.1,0.1,692.1428571428571,positive,0,0,0,0
17.0,18.0,2.0,0.1,0.1,0.1,717.7777777777778,positive,0,0,0,0
18.0,18.0,2.0,0.1,0.1,0.1,742.0270270270269,positive,0,0,0,0
19.0,18.0,2.0,0.1,0.1,0.1,760.2631578947369,positive,1,0,0,0
20.0,18.0,2.0,0.1,0.1,0.1,777.051282051282,positive,1,0,0,0
15.0,19.0,2.0,0.1,0.1,0.1,704.1176470588234,positive,0,0,0,0
16.0,19.0,2.0,0.1,0.1,0.1,732.8571428571428,positive,0,0,0,0
17.0,19.0,2.0,0.1,0.1,0.1,760.0,positive,0,0,0,0
18.0,19.0,2.0,0.1,0.1,0.1,785.6756756756757,positive,0,0,0,0
19.0,19.0,2.0,0.1,0.1,0.1,810.0,positive,0,0,0,0
20.0,19.0,2.0,0.1,0.1,0.1,828.2051282051282,positive,1,0,0,0
15.0,20.0,2.0,0.1,0.1,0.1,743.235294117647,positive,0,0,0,0
16.0,20.0,2.0,0.1,0.1,0.1,773.5714285714286,positive,0,0,0,0
17.0,20.0,2.0,0.1,0.1,0.1,802.2222222222223,positive,0,0,0,0
18.0,20.0,2.0,0.1,0.1,0.1,829.3243243243244,positive,0,0,0,0
19.0,20.0,2.0,0.1,0.1,0.1,855.0,positive,0,0,0,0
20.0,20.0,2.0,0.1,0.1,0.1,879.3589743589743,positive,0,0,0,0
15.0,15.0,2.5,0.1,0.1,0.1,603.0769230769231,positive,0,0,0,0
16.0,15.0,2.5,0.1,0.1,0.1,626.25,positive,1,0,0,0
17.0,15.0,2.5,0.1,0.1,0.1,647.8048780487804,positive,1,0,0,0
18.0,15.0,2.5,0.1,0.1,0.1,667.8571428571428,positive,1,0,0,0
19.0,15.0,2.5,0.1,0.1,0.1,686.5116279069766,positive,1,0,0,0
20.0,15.0,2.5,0.1,0.1,0.1,703.8636363636363,positive,1,0,0,0
15.0,16.0,2.5,0.1,0.1,0.1,646.1538461538461,positive,0,0,0,0
16.0,16.0,2.5,0.1,0.1,0.1,675.0,positive,0,0,0,0
17.0,16.0,2.5,0.1,0.1,0.1,698.5365853658535,positive,1,0,0,0
18.0,16.0,2.5,0.1,0.1,0.1,720.4761904761904,positive,1,0,0,0
19.0,16.0,2.5,0.1,0.1,0.1,740.9302325581396,positive,1,0,0,0
20.0,16.0,2.5,0.1,0.1,0.1,760.0,positive,1,0,0,0
15.0,17.0,2.5,0.1,0.1,0.1,689.2307692307692,positive,0,0,0,0
16.0,17.0,2.5,0.1,0.1,0.1,720.0,positive,0,0,0,0
17.0,17.0,2.5,0.1,0.1,0.1,749.2682926829268,positive,0,0,0,0
18.0,17.0,2.5,0.1,0.1,0.1,773.0952380952381,positive,1,0,0,0
19.0,17.0,2.5,0.1,0.1,0.1,795.3488372093022,positive,1,0,0,0
20.0,17.0,2.5,0.1,0.1,0.1,816.1363636363636,positive,1,0,0,0
15.0,18.0,2.5,0.1,0.1,0.1,732.3076923076923,positive,0,0,0,0
16.0,18.0,2.5,0.1,0.1,0.1,765.0,positive,0,0,0,0
17.0,18.0,2.5,0.1,0.1,0.1,796.0975609756097,positive,0,0,0,0
18.0,18.0,2.5,0.1,0.1,0.1,825.7142857142857,positive,0,0,0,0
19.0,18.0,2.5,0.1,0.1,0.1,849.7674418604652,positive,1,0,0,0
20.0,18.0,2.5,0.1,0.1,0.1,872.2727272727273,positive,1,0,0,0
15.0,19.0,2.5,0.1,0.1,0.1,775.3846153846154,positive,0,0,0,0
16.0,19.0,2.5,0.1,0.1,0.1,810.0,positive,0,0,0,0
17.0,19.0,2.5,0.1,0.1,0.1,842.9268292682926,positive,0,0,0,0
18.0,19.0,2.5,0.1,0.1,0.1,874.2857142857142,positive,0,0,0,0
19.0,19.0,2.5,0.1,0.1,0.1,904.186046511628,positive,0,0,0,0
20.0,19.0,2.5,0.1,0.1,0.1,928.4090909090908,positive,1,0,0,0
15.0,20.0,2.5,0.1,0.1,0.1,818.4615384615385,positive,0,0,0,0
16.0,20.0,2.5,0.1,0.1,0.1,855.0,positive,0,0,0,0
17.0,20.0,2.5,0.1,0.1,0.1,889.7560975609756,positive,0,0,0,0
18.0,20.0,2.5,0.1,0.1,0.1,922.8571428571428,positive,0,0,0,0
19.0,20.0,2.5,0.1,0.1,0.1,954.4186046511628,positive,0,0,0,0
20.0,20.0,2.5,0.1,0.1,0.1,984.5454545454544,positive,0,0,0,0
15.0,15.0,3.0,0.1,0.1,0.1,645.9090909090908,positive,0,0,0,0
16.0,15.0,3.0,0.1,0.1,0.1,673.3333333333333,positive,1,0,0,0
17.0,15.0,3.0,0.1,0.1,0.1,699.1304347826086,positive,1,0,0,0
18.0,15.0,3.0,0.1,0.1,0.1,723.4042553191489,positive,1,0,0,0
19.0,15.0,3.0,0.1,0.1,0.1,746.25,positive,1,0,0,0
20.0,15.0,3.0,0.1,0.1,0.1,767.7551020408162,positive,1,0,0,0
15.0,16.0,3.0,0.1,0.1,0.1,692.0454545454545,positive,0,0,0,0
16.0,16.0,3.0,0.1,0.1,0.1,724.9999999999998,positive,0,0,0,0
17.0,16.0,3.0,0.1,0.1,0.1,753.0434782608695,positive,1,0,0,0
18.0,16.0,3.0,0.1,0.1,0.1,779.4680851063829,positive,1,0,0,0
19.0,16.0,3.0,0.1,0.1,0.1,804.375,positive,1,0,0,0
20.0,16.0,3.0,0.1,0.1,0.1,827.8571428571428,positive,1,0,0,0
15.0,17.0,3.0,0.1,0.1,0.1,738.1818181818181,positive,0,0,0,0
16.0,17.0,3.0,0.1,0.1,0.1,773.3333333333333,positive,0,0,0,0
17.0,17.0,3.0,0.1,0.1,0.1,806.9565217391303,positive,0,0,0,0
18.0,17.0,3.0,0.1,0.1,0.1,835.531914893617,positive,1,0,0,0
19.0,17.0,3.0,0.1,0.1,0.1,862.4999999999999,positive,1,0,0,0
20.0,17.0,3.0,0.1,0.1,0.1,887.9591836734693,positive,1,0,0,0
15.0,18.0,3.0,0.1,0.1,0.1,784.3181818181818,positive,0,0,0,0
16.0,18.0,3.0,0.1,0.1,0.1,821.6666666666666,positive,0,0,0,0
17.0,18.0,3.0,0.1,0.1,0.1,857.3913043478261,positive,0,0,0,0
18.0,18.0,3.0,0.1,0.1,0.1,891.5957446808509,positive,0,0,0,0
19.0,18.0,3.0,0.1,0.1,0.1,920.625,positive,1,0,0,0
20.0,18.0,3.0,0.1,0.1,0.1,948.0612244897958,positive,1,0,0,0
15.0,19.0,3.0,0.1,0.1,0.1,830.4545454545454,positive,0,0,0,0
16.0,19.0,3.0,0.1,0.1,0.1,870.0,positive,0,0,0,0
17.0,19.0,3.0,0.1,0.1,0.1,907.8260869565216,positive,0,0,0,0
18.0,19.0,3.0,0.1,0.1,0.1,944.0425531914892,positive,0,0,0,0
