r1,r2,a11,a22,a12,a21,N1,N2,Outcome,E1,E2,S1,S2,Rank,CoexistRank,Asy,cor,Rare
18.0,18.0,1.0,0.1,0.1,0.1,0.0,170.0,0,1.0,1.0,1.0,6.666666666666666,2,0,-5.666666666666666,481.66666666666663,0.0
19.0,15.0,1.0,0.1,0.1,0.1,4.444444444444445,135.55555555555554,1,1.2666666666666666,0.7894736842105263,1.2666666666666666,5.357142857142858,2,1,-4.090476190476191,268.1534391534392,0.0317460317460317
19.0,16.0,1.0,0.1,0.1,0.1,3.333333333333333,146.66666666666666,1,1.1875,0.8421052631578947,1.1875,5.714285714285714,2,1,-4.526785714285714,324.4196428571429,0.0222222222222222
19.0,17.0,1.0,0.1,0.1,0.1,2.2222222222222223,157.77777777777777,1,1.1176470588235294,0.8947368421052632,1.1176470588235294,6.071428571428572,2,1,-4.953781512605042,385.29411764705884,0.0138888888888888
19.0,18.0,1.0,0.1,0.1,0.1,1.1111111111111112,168.88888888888889,1,1.0555555555555556,0.9473684210526316,1.0555555555555556,6.428571428571429,2,1,-5.3730158730158735,450.7363315696649,0.0065359477124183
19.0,19.0,1.0,0.1,0.1,0.1,0.0,180.0,0,1.0,1.0,1.0,6.785714285714287,2,0,-5.785714285714287,520.7142857142859,0.0
20.0,15.0,1.0,0.1,0.1,0.1,5.555555555555555,134.44444444444446,1,1.3333333333333333,0.75,1.3333333333333333,5.172413793103448,2,1,-3.8390804597701145,247.40740740740745,0.0396825396825396
20.0,16.0,1.0,0.1,0.1,0.1,4.444444444444445,145.55555555555554,1,1.25,0.8,1.25,5.517241379310344,2,1,-4.267241379310344,301.0775862068965,0.0296296296296296
20.0,17.0,1.0,0.1,0.1,0.1,3.333333333333333,156.66666666666666,1,1.1764705882352942,0.85,1.1764705882352942,5.862068965517241,2,1,-4.685598377281947,359.22920892494926,0.0208333333333333
20.0,18.0,1.0,0.1,0.1,0.1,2.2222222222222223,167.77777777777777,1,1.1111111111111112,0.9,1.1111111111111112,6.206896551724137,2,1,-5.095785440613026,421.8177948063004,0.0130718954248366
20.0,19.0,1.0,0.1,0.1,0.1,1.1111111111111112,178.8888888888889,1,1.0526315789473684,0.95,1.0526315789473684,6.551724137931034,2,1,-5.499092558983666,488.80822746521477,0.0061728395061728
20.0,20.0,1.0,0.1,0.1,0.1,0.0,190.00000000000003,0,1.0,1.0,1.0,6.896551724137931,2,0,-5.896551724137931,560.1724137931035,0.0
15.0,15.0,1.5,0.1,0.1,0.1,0.0,140.0,0,1.0,1.0,1.0,7.758620689655173,2,0,-6.758620689655173,473.1034482758621,0.0
16.0,15.0,1.5,0.1,0.1,0.1,0.7142857142857143,139.28571428571428,1,1.0666666666666669,0.9375,1.0666666666666669,7.5,2,0,-6.433333333333334,445.7380952380952,0.0051020408163265
16.0,16.0,1.5,0.1,0.1,0.1,0.0,150.0,0,1.0,1.0,1.0,8.0,2,0,-7.0,525.0,0.0
17.0,15.0,1.5,0.1,0.1,0.1,1.4285714285714286,138.57142857142856,1,1.1333333333333333,0.8823529411764706,1.1333333333333333,7.258064516129033,2,1,-6.124731182795699,419.9815668202765,0.010204081632653
17.0,16.0,1.5,0.1,0.1,0.1,0.7142857142857143,149.28571428571428,1,1.0625,0.9411764705882352,1.0625,7.741935483870969,2,0,-6.679435483870969,496.1866359447006,0.0047619047619047
17.0,17.0,1.5,0.1,0.1,0.1,0.0,160.0,0,1.0,1.0,1.0,8.225806451612904,2,0,-7.225806451612904,578.0645161290323,0.0
18.0,15.0,1.5,0.1,0.1,0.1,2.142857142857143,137.85714285714286,1,1.2,0.8333333333333334,1.2,7.03125,2,1,-5.83125,395.6919642857143,0.0153061224489795
18.0,16.0,1.5,0.1,0.1,0.1,1.4285714285714286,148.57142857142858,1,1.125,0.8888888888888888,1.125,7.5,2,1,-6.375,469.01785714285717,0.0095238095238095
18.0,17.0,1.5,0.1,0.1,0.1,0.7142857142857143,159.28571428571428,1,1.0588235294117647,0.9444444444444444,1.0588235294117647,7.96875,2,0,-6.909926470588236,547.8584558823529,0.0044642857142857
18.0,18.0,1.5,0.1,0.1,0.1,0.0,170.0,0,1.0,1.0,1.0,8.4375,2,0,-7.4375,632.1875,0.0
19.0,15.0,1.5,0.1,0.1,0.1,2.857142857142857,137.14285714285714,1,1.2666666666666666,0.7894736842105263,1.2666666666666666,6.8181818181818175,2,1,-5.551515151515151,372.74458874458867,0.0204081632653061
19.0,16.0,1.5,0.1,0.1,0.1,2.142857142857143,147.85714285714286,1,1.1875,0.8421052631578947,1.1875,7.272727272727272,2,1,-6.0852272727272725,443.3522727272727,0.0142857142857142
19.0,17.0,1.5,0.1,0.1,0.1,1.4285714285714286,158.57142857142858,1,1.1176470588235294,0.8947368421052632,1.1176470588235294,7.727272727272727,2,1,-6.609625668449198,519.327731092437,0.0089285714285714
19.0,18.0,1.5,0.1,0.1,0.1,0.7142857142857143,169.28571428571428,1,1.0555555555555556,0.9473684210526316,1.0555555555555556,8.181818181818182,2,0,-7.126262626262626,600.6421356421356,0.0042016806722689
19.0,19.0,1.5,0.1,0.1,0.1,0.0,180.0,0,1.0,1.0,1.0,8.636363636363635,2,0,-7.636363636363635,687.2727272727271,0.0
20.0,15.0,1.5,0.1,0.1,0.1,3.571428571428572,136.42857142857144,1,1.3333333333333333,0.75,1.3333333333333333,6.61764705882353,2,1,-5.284313725490197,351.02941176470597,0.0255102040816326
20.0,16.0,1.5,0.1,0.1,0.1,2.857142857142857,147.14285714285714,1,1.25,0.8,1.25,7.0588235294117645,2,1,-5.8088235294117645,419.06512605042013,0.019047619047619
20.0,17.0,1.5,0.1,0.1,0.1,2.142857142857143,157.85714285714286,1,1.1764705882352942,0.85,1.1764705882352942,7.5,2,1,-6.323529411764706,492.33193277310926,0.0133928571428571
20.0,18.0,1.5,0.1,0.1,0.1,1.4285714285714286,168.57142857142858,1,1.1111111111111112,0.9,1.1111111111111112,7.9411764705882355,2,1,-6.830065359477125,570.7983193277312,0.0084033613445378
20.0,19.0,1.5,0.1,0.1,0.1,0.7142857142857143,179.28571428571428,1,1.0526315789473684,0.95,1.0526315789473684,8.382352941176471,2,0,-7.329721362229103,654.4394073418841,0.0039682539682539
20.0,20.0,1.5,0.1,0.1,0.1,0.0,190.0,0,1.0,1.0,1.0,8.823529411764707,2,0,-7.823529411764706,743.2352941176471,0.0
15.0,15.0,2.0,0.1,0.1,0.1,0.0,140.0,0,1.0,1.0,1.0,8.823529411764705,2,0,-7.823529411764705,547.6470588235293,0.0
16.0,15.0,2.0,0.1,0.1,0.1,0.5263157894736842,139.4736842105263,1,1.0666666666666669,0.9375,1.0666666666666669,8.571428571428571,2,0,-7.504761904761905,521.3834586466164,0.0037593984962406
16.0,16.0,2.0,0.1,0.1,0.1,0.0,150.0,0,1.0,1.0,1.0,9.142857142857142,2,0,-8.142857142857142,610.7142857142857,0.0
17.0,15.0,2.0,0.1,0.1,0.1,1.0526315789473684,138.94736842105263,1,1.1333333333333333,0.8823529411764706,1.1333333333333333,8.333333333333334,2,1,-7.200000000000001,496.42105263157896,0.0075187969924812
17.0,16.0,2.0,0.1,0.1,0.1,0.5263157894736842,149.4736842105263,1,1.0625,0.9411764705882352,1.0625,8.88888888888889,2,0,-7.826388888888889,582.860014619883,0.0035087719298245
17.0,17.0,2.0,0.1,0.1,0.1,0.0,160.0,0,1.0,1.0,1.0,9.444444444444445,2,0,-8.444444444444445,675.5555555555555,0.0
18.0,15.0,2.0,0.1,0.1,0.1,1.5789473684210529,138.42105263157896,1,1.2,0.8333333333333334,1.2,8.108108108108107,2,1,-6.908108108108107,472.6600284495021,0.0112781954887218
18.0,16.0,2.0,0.1,0.1,0.1,1.0526315789473684,148.94736842105263,1,1.125,0.8888888888888888,1.125,8.648648648648647,2,1,-7.523648648648647,556.3540184921762,0.0070175438596491
18.0,17.0,2.0,0.1,0.1,0.1,0.5263157894736842,159.47368421052633,1,1.0588235294117647,0.9444444444444444,1.0588235294117647,9.18918918918919,2,0,-8.130365659777425,646.1501129612586,0.0032894736842105
18.0,18.0,2.0,0.1,0.1,0.1,0.0,169.99999999999997,0,1.0,1.0,1.0,9.72972972972973,2,0,-8.72972972972973,742.0270270270269,0.0
19.0,15.0,2.0,0.1,0.1,0.1,2.1052631578947367,137.89473684210526,1,1.2666666666666666,0.7894736842105263,1.2666666666666666,7.894736842105264,2,1,-6.628070175438597,450.01108033241,0.0150375939849624
19.0,16.0,2.0,0.1,0.1,0.1,1.5789473684210529,148.42105263157893,1,1.1875,0.8421052631578947,1.1875,8.421052631578947,2,1,-7.233552631578947,531.0950484764542,0.0105263157894736
19.0,17.0,2.0,0.1,0.1,0.1,1.0526315789473684,158.94736842105263,1,1.1176470588235294,0.8947368421052632,1.1176470588235294,8.947368421052632,2,1,-7.829721362229103,618.135897018087,0.006578947368421
19.0,18.0,2.0,0.1,0.1,0.1,0.5263157894736842,169.47368421052633,1,1.0555555555555556,0.9473684210526316,1.0555555555555556,9.473684210526317,2,0,-8.418128654970761,711.1103416435828,0.0030959752321981
19.0,19.0,2.0,0.1,0.1,0.1,0.0,180.0,0,1.0,1.0,1.0,10.0,2,0,-9.0,810.0,0.0
20.0,15.0,2.0,0.1,0.1,0.1,2.631578947368421,137.3684210526316,1,1.3333333333333333,0.75,1.3333333333333333,7.692307692307692,2,1,-6.358974358974359,428.3940620782726,0.018796992481203
20.0,16.0,2.0,0.1,0.1,0.1,2.1052631578947367,147.89473684210526,1,1.25,0.8,1.25,8.205128205128204,2,1,-6.955128205128204,506.99224021592437,0.0140350877192982
20.0,17.0,2.0,0.1,0.1,0.1,1.5789473684210529,158.42105263157896,1,1.1764705882352942,0.85,1.1764705882352942,8.717948717948717,2,1,-7.541478129713423,591.410653330158,0.0098684210526315
20.0,18.0,2.0,0.1,0.1,0.1,1.0526315789473684,168.94736842105263,1,1.1111111111111112,0.9,1.1111111111111112,9.23076923076923,2,1,-8.11965811965812,681.6239316239315,0.0061919504643962
20.0,19.0,2.0,0.1,0.1,0.1,0.5263157894736842,179.47368421052633,1,1.0526315789473684,0.95,1.0526315789473684,9.743589743589745,2,0,-8.690958164642375,777.6120463101074,0.0029239766081871
20.0,20.0,2.0,0.1,0.1,0.1,0.0,190.0,0,1.0,1.0,1.0,10.256410256410255,2,0,-9.256410256410255,879.3589743589743,0.0
15.0,15.0,2.5,0.1,0.1,0.1,0.0,140.0,0,1.0,1.0,1.0,9.615384615384617,2,0,-8.615384615384615,603.0769230769232,0.0
16.0,15.0,2.5,0.1,0.1,0.1,0.4166666666666667,139.58333333333334,1,1.0666666666666669,0.9375,1.0666666666666669,9.375,2,0,-8.308333333333334,578.1215277777778,0.0029761904761904
16.0,16.0,2.5,0.1,0.1,0.1,0.0,150.0,0,1.0,1.0,1.0,10.0,2,0,-9.0,675.0,0.0
