model,scenario,n_total,bootstrap_replicates,confidence_level,coexistence_count,competitive_exclusion_count,P_coexistence_given_valid,P_coexistence_given_valid_lower,P_coexistence_given_valid_upper,P_coexistence_given_nu_negative,P_coexistence_given_nu_negative_lower,P_coexistence_given_nu_negative_upper,P_coexistence_given_nu_positive,P_coexistence_given_nu_positive_lower,P_coexistence_given_nu_positive_upper,P_nu_negative_given_coexistence,P_nu_negative_given_coexistence_lower,P_nu_negative_given_coexistence_upper,P_nu_positive_given_coexistence,P_nu_positive_given_coexistence_lower,P_nu_positive_given_coexistence_upper,nu_negative_coexistence_count,nu_positive_coexistence_count,P_coexistence_given_nu_C_negative,P_coexistence_given_nu_C_negative_lower,P_coexistence_given_nu_C_negative_upper,P_coexistence_given_nu_C_positive,P_coexistence_given_nu_C_positive_lower,P_coexistence_given_nu_C_positive_upper,P_nu_C_negative_given_coexistence,P_nu_C_negative_given_coexistence_lower,P_nu_C_negative_given_coexistence_upper,P_nu_C_positive_given_coexistence,P_nu_C_positive_given_coexistence_lower,P_nu_C_positive_given_coexistence_upper,nu_C_negative_coexistence_count,nu_C_positive_coexistence_count
ricker,rarity,20000,2000,0.95,3625,12774,0.2210500640282944,0.21461365781198147,0.227774516014017,0.25957049486461253,0.246040279356288,0.2714833948951282,0.06840011642573009,0.0636278954902628,0.0733858576115154,0.6119977985690699,0.5883677261365188,0.6351775676703956,0.3880022014309301,0.36660753259182316,0.4099926308086352,1112,705,1.0,1.0,1.0,0.09959822372594629,0.09465345648495828,0.10453330904668631,0.22234452394056137,0.20293002502180454,0.24072394387594284,0.7776554760594386,0.7588345865807065,0.7973646240484112,404,1413
