r1,r2,a11,a12,a21,a22,cor_sos,nu_sign,coexist,left_PGR1_dominant,right_PGR1_dominant,curve_cross
18.0,15.0,0.1,0.9,0.5,0.1,6.383446252003982,positive,0,0,1,1
19.0,15.0,0.1,0.9,0.5,0.1,6.347668078181652,positive,0,0,1,1
20.0,15.0,0.1,0.9,0.5,0.1,6.315616790334037,positive,0,0,1,1
15.0,16.0,0.1,0.9,0.5,0.1,7.021541008654037,positive,0,0,1,1
16.0,16.0,0.1,0.9,0.5,0.1,6.965944266622532,positive,0,0,1,1
17.0,16.0,0.1,0.9,0.5,0.1,6.917211326978185,positive,0,0,1,1
18.0,16.0,0.1,0.9,0.5,0.1,6.874145000985416,positive,0,0,1,1
19.0,16.0,0.1,0.9,0.5,0.1,6.83581124512497,positive,0,0,1,1
20.0,16.0,0.1,0.9,0.5,0.1,6.80147058704453,positive,0,0,1,1
15.0,17.0,0.1,0.9,0.5,0.1,7.522098105072872,positive,0,0,1,1
16.0,17.0,0.1,0.9,0.5,0.1,7.462794916204231,positive,0,0,1,1
17.0,17.0,0.1,0.9,0.5,0.1,7.410813106408215,positive,0,0,1,1
18.0,17.0,0.1,0.9,0.5,0.1,7.364875699890303,positive,0,0,1,1
19.0,17.0,0.1,0.9,0.5,0.1,7.323986353517237,positive,0,0,1,1
20.0,17.0,0.1,0.9,0.5,0.1,7.287356319922358,positive,0,0,1,1
15.0,18.0,0.1,0.9,0.5,0.1,8.022681540406964,positive,0,0,1,1
16.0,18.0,0.1,0.9,0.5,0.1,7.959671906187832,positive,0,0,1,1
17.0,18.0,0.1,0.9,0.5,0.1,7.904441235624287,positive,0,0,1,1
18.0,18.0,0.1,0.9,0.5,0.1,7.855632733997144,positive,0,0,1,1
19.0,18.0,0.1,0.9,0.5,0.1,7.812187810550035,positive,0,0,1,1
20.0,18.0,0.1,0.9,0.5,0.1,7.773268393982503,positive,0,0,1,1
15.0,19.0,0.1,0.9,0.5,0.1,8.523286959438543,positive,0,0,1,1
16.0,19.0,0.1,0.9,0.5,0.1,8.456570871290266,positive,0,0,1,1
17.0,19.0,0.1,0.9,0.5,0.1,8.398091341971439,positive,0,0,1,1
18.0,19.0,0.1,0.9,0.5,0.1,8.346411754128392,positive,0,0,1,1
19.0,19.0,0.1,0.9,0.5,0.1,8.30041123998609,positive,0,0,1,1
20.0,19.0,0.1,0.9,0.5,0.1,8.259202452471756,positive,0,0,1,1
15.0,20.0,0.1,0.9,0.5,0.1,9.023910906518234,positive,0,0,1,1
16.0,20.0,0.1,0.9,0.5,0.1,8.953488370273345,positive,0,0,1,1
17.0,20.0,0.1,0.9,0.5,0.1,8.89175997290808,positive,0,0,1,1
18.0,20.0,0.1,0.9,0.5,0.1,8.837209301364663,positive,0,0,1,1
19.0,20.0,0.1,0.9,0.5,0.1,8.78865320503062,positive,0,0,1,1
20.0,20.0,0.1,0.9,0.5,0.1,8.745155033656713,positive,0,0,1,1
15.0,15.0,0.3,0.9,0.5,0.1,34.88296838121623,positive,0,0,1,1
16.0,15.0,0.3,0.9,0.5,0.1,34.80920653661466,positive,0,0,1,1
17.0,15.0,0.3,0.9,0.5,0.1,34.74433164409045,positive,0,0,1,1
18.0,15.0,0.3,0.9,0.5,0.1,34.68682888362391,positive,0,0,1,1
19.0,15.0,0.3,0.9,0.5,0.1,34.63550925687625,positive,0,0,1,1
20.0,15.0,0.3,0.9,0.5,0.1,34.58942628187975,positive,0,0,1,1
15.0,16.0,0.3,0.9,0.5,0.1,37.40934729503209,positive,0,0,1,1
16.0,16.0,0.3,0.9,0.5,0.1,37.33031672808398,positive,0,0,1,1
17.0,16.0,0.3,0.9,0.5,0.1,37.26080790301005,positive,0,0,1,1
18.0,16.0,0.3,0.9,0.5,0.1,37.19919784982345,positive,0,0,1,1
19.0,16.0,0.3,0.9,0.5,0.1,37.14421249548106,positive,0,0,1,1
20.0,16.0,0.3,0.9,0.5,0.1,37.0948379247281,positive,0,0,1,1
15.0,17.0,0.3,0.9,0.5,0.1,39.935758126720266,positive,0,0,1,1
16.0,17.0,0.3,0.9,0.5,0.1,39.85145888039877,positive,0,0,1,1
17.0,17.0,0.3,0.9,0.5,0.1,39.77731614782105,positive,0,0,1,1
18.0,17.0,0.3,0.9,0.5,0.1,39.7115987145036,positive,0,0,1,1
19.0,17.0,0.3,0.9,0.5,0.1,39.65294771008527,positive,0,0,1,1
20.0,17.0,0.3,0.9,0.5,0.1,39.60028146873353,positive,0,0,1,1
15.0,18.0,0.3,0.9,0.5,0.1,42.462195328965024,positive,0,0,0,0
16.0,18.0,0.3,0.9,0.5,0.1,42.37262734991092,positive,0,0,1,1
17.0,18.0,0.3,0.9,0.5,0.1,42.29385072199253,positive,0,0,1,1
18.0,18.0,0.3,0.9,0.5,0.1,42.22402596110543,positive,0,0,1,1
19.0,18.0,0.3,0.9,0.5,0.1,42.16170922924905,positive,0,0,1,1
20.0,18.0,0.3,0.9,0.5,0.1,42.10575138301562,positive,0,0,1,1
15.0,19.0,0.3,0.9,0.5,0.1,44.98865450394911,positive,0,0,0,0
16.0,19.0,0.3,0.9,0.5,0.1,44.89381782770701,positive,0,0,0,0
17.0,19.0,0.3,0.9,0.5,0.1,44.81040724933574,positive,0,0,1,1
18.0,19.0,0.3,0.9,0.5,0.1,44.73647517558904,positive,0,0,1,1
19.0,19.0,0.3,0.9,0.5,0.1,44.67049276398143,positive,0,0,1,1
20.0,19.0,0.3,0.9,0.5,0.1,44.61124324291901,positive,0,0,1,1
15.0,20.0,0.3,0.9,0.5,0.1,47.51513220524731,positive,0,0,0,0
16.0,20.0,0.3,0.9,0.5,0.1,47.41502682814098,positive,0,0,0,0
17.0,20.0,0.3,0.9,0.5,0.1,47.32698233608368,positive,0,0,0,0
18.0,20.0,0.3,0.9,0.5,0.1,47.24894289233092,positive,0,0,1,1
19.0,20.0,0.3,0.9,0.5,0.1,47.17929481793565,positive,0,0,1,1
20.0,20.0,0.3,0.9,0.5,0.1,47.11675366587144,positive,0,0,1,1
15.0,15.0,0.5,0.9,0.5,0.1,61.732283449264536,positive,0,0,0,0
16.0,15.0,0.5,0.9,0.5,0.1,61.732283426858345,positive,0,0,1,1
17.0,15.0,0.5,0.9,0.5,0.1,61.73228345245924,positive,0,0,1,1
18.0,15.0,0.5,0.9,0.5,0.1,61.73228343453113,positive,0,0,1,1
19.0,15.0,0.5,0.9,0.5,0.1,61.732283391654974,positive,0,0,1,1
20.0,15.0,0.5,0.9,0.5,0.1,61.73228343714933,positive,0,0,1,1
15.0,16.0,0.5,0.9,0.5,0.1,66.17647053421805,positive,0,0,0,0
16.0,16.0,0.5,0.9,0.5,0.1,66.17647057379317,positive,0,0,0,0
17.0,16.0,0.5,0.9,0.5,0.1,66.1764705542905,positive,0,0,1,1
18.0,16.0,0.5,0.9,0.5,0.1,66.17647057794485,positive,0,0,1,1
19.0,16.0,0.5,0.9,0.5,0.1,66.17647056390733,positive,0,0,1,1
20.0,16.0,0.5,0.9,0.5,0.1,66.17647053191394,positive,0,0,1,1
15.0,17.0,0.5,0.9,0.5,0.1,70.62068963102345,positive,0,0,0,0
16.0,17.0,0.5,0.9,0.5,0.1,70.62068960109124,positive,0,0,0,0
17.0,17.0,0.5,0.9,0.5,0.1,70.62068964135001,positive,0,0,0,0
18.0,17.0,0.5,0.9,0.5,0.1,70.62068962406153,positive,0,0,1,1
19.0,17.0,0.5,0.9,0.5,0.1,70.62068964621814,positive,0,0,1,1
20.0,17.0,0.5,0.9,0.5,0.1,70.6206896349029,positive,0,0,1,1
15.0,18.0,0.5,0.9,0.5,0.1,75.0649350534977,positive,0,0,0,0
16.0,18.0,0.5,0.9,0.5,0.1,75.06493503960415,positive,0,0,0,0
17.0,18.0,0.5,0.9,0.5,0.1,75.06493501041027,positive,0,0,0,0
18.0,18.0,0.5,0.9,0.5,0.1,75.06493505156361,positive,0,0,0,0
19.0,18.0,0.5,0.9,0.5,0.1,75.06493503600846,positive,0,0,1,1
20.0,18.0,0.5,0.9,0.5,0.1,75.06493500377739,positive,0,0,1,1
15.0,19.0,0.5,0.9,0.5,0.1,79.50920244829598,positive,0,0,0,0
16.0,19.0,0.5,0.9,0.5,0.1,79.50920244149616,positive,0,0,0,0
17.0,19.0,0.5,0.9,0.5,0.1,79.5092024273641,positive,0,0,0,0
18.0,19.0,0.5,0.9,0.5,0.1,79.5092023987474,positive,0,0,0,0
19.0,19.0,0.5,0.9,0.5,0.1,79.50920244094462,positive,0,0,0,0
20.0,19.0,0.5,0.9,0.5,0.1,79.50920242677661,positive,0,0,1,1
15.0,20.0,0.5,0.9,0.5,0.1,83.95348833825479,positive,0,0,0,0
16.0,20.0,0.5,0.9,0.5,0.1,83.9534883656526,positive,0,0,0,0
17.0,20.0,0.5,0.9,0.5,0.1,83.95348835847817,positive,0,0,0,0
18.0,20.0,0.5,0.9,0.5,0.1,83.95348834409383,positive,0,0,0,0
19.0,20.0,0.5,0.9,0.5,0.1,83.95348836588856,positive,0,0,0,0
20.0,20.0,0.5,0.9,0.5,0.1,83.95348835928671,positive,0,0,0,0
15.0,15.0,0.7,0.9,0.5,0.1,87.18682890467603,positive,0,0,0,0
16.0,15.0,0.7,0.9,0.5,0.1,87.34203952767346,positive,0,0,0,0
17.0,15.0,0.7,0.9,0.5,0.1,87.47940982167268,positive,0,0,0,0
18.0,15.0,0.7,0.9,0.5,0.1,87.60184865656717,positive,0,0,1,1
19.0,15.0,0.7,0.9,0.5,0.1,87.71166484908966,positive,0,0,1,1
20.0,15.0,0.7,0.9,0.5,0.1,87.81071481619671,positive,0,0,1,1
15.0,16.0,0.7,0.9,0.5,0.1,93.44919780853596,positive,0,0,0,0
16.0,16.0,0.7,0.9,0.5,0.1,93.6154949648325,positive,0,0,0,0
17.0,16.0,0.7,0.9,0.5,0.1,93.76267745365467,positive,0,0,0,0
18.0,16.0,0.7,0.9,0.5,0.1,93.89386182364048,positive,0,0,0,0
19.0,16.0,0.7,0.9,0.5,0.1,94.0115221138542,positive,0,0,1,1
20.0,16.0,0.7,0.9,0.5,0.1,94.11764701275916,positive,0,0,1,1
15.0,17.0,0.7,0.9,0.5,0.1,99.711598722108,positive,0,0,0,0
16.0,17.0,0.7,0.9,0.5,0.1,99.88898228561531,positive,0,0,0,0
17.0,17.0,0.7,0.9,0.5,0.1,100.04597699841425,positive,0,0,0,0
18.0,17.0,0.7,0.9,0.5,0.1,100.18590701784866,positive,0,0,0,0
19.0,17.0,0.7,0.9,0.5,0.1,100.3114112437137,positive,0,0,0,0
20.0,17.0,0.7,0.9,0.5,0.1,100.42461120634243,positive,0,0,1,1
15.0,18.0,0.7,0.9,0.5,0.1,105.9740259624594,positive,0,0,0,0
16.0,18.0,0.7,0.9,0.5,0.1,106.16249601542624,positive,0,0,0,0
17.0,18.0,0.7,0.9,0.5,0.1,106.32930282811544,positive,0,0,0,0
18.0,18.0,0.7,0.9,0.5,0.1,106.4779785305262,positive,0,0,0,0
19.0,18.0,0.7,0.9,0.5,0.1,106.61132679081574,positive,0,0,0,0
20.0,18.0,0.7,0.9,0.5,0.1,106.73160167678137,positive,0,0,0,0
15.0,19.0,0.7,0.9,0.5,0.1,112.23647511785504,positive,0,0,0,0
16.0,19.0,0.7,0.9,0.5,0.1,112.43603170967027,positive,0,0,0,0
17.0,19.0,0.7,0.9,0.5,0.1,112.61265070347592,positive,0,0,0,0
18.0,19.0,0.7,0.9,0.5,0.1,112.77007196560125,positive,0,0,0,0
19.0,19.0,0.7,0.9,0.5,0.1,112.91126429728472,positive,0,0,0,0
20.0,19.0,0.7,0.9,0.5,0.1,113.0386141935141,positive,0,0,0,0
15.0,20.0,0.7,0.9,0.5,0.1,118.49894288232764,positive,0,0,0,0
16.0,20.0,0.7,0.9,0.5,0.1,118.70958592646843,positive,0,0,0,0
17.0,20.0,0.7,0.9,0.5,0.1,118.89601709400355,positive,0,0,0,0
18.0,20.0,0.7,0.9,0.5,0.1,119.06218399655567,positive,0,0,0,0
19.0,20.0,0.7,0.9,0.5,0.1,119.21122027636476,positive,0,0,0,0
20.0,20.0,0.7,0.9,0.5,0.1,119.34564522267684,positive,0,0,0,0
15.0,15.0,0.9,0.9,0.5,0.1,111.3525366157212,positive,0,0,0,0
16.0,15.0,0.9,0.9,0.5,0.1,111.7322834332378,positive,0,0,0,0
17.0,15.0,0.9,0.9,0.5,0.1,112.06936204545752,positive,0,0,0,0
18.0,15.0,0.9,0.9,0.5,0.1,112.37058131491962,positive,0,0,0,0
19.0,15.0,0.9,0.9,0.5,0.1,112.6413743242002,positive,0,0,0,0
20.0,15.0,0.9,0.9,0.5,0.1,112.8861295101815,positive,0,0,1,1
15.0,16.0,0.9,0.9,0.5,0.1,119.34102750064208,positive,0,0,0,0
16.0,16.0,0.9,0.9,0.5,0.1,119.74789905188092,positive,0,0,0,0
17.0,16.0,0.9,0.9,0.5,0.1,120.10905482950884,positive,0,0,0,0
18.0,16.0,0.9,0.9,0.5,0.1,120.43178967563496,positive,0,0,0,0
19.0,16.0,0.9,0.9,0.5,0.1,120.72192500408796,positive,0,0,0,0
20.0,16.0,0.9,0.9,0.5,0.1,120.98416285681168,positive,0,0,0,0
15.0,17.0,0.9,0.9,0.5,0.1,127.32955039161966,positive,0,0,0,0
16.0,17.0,0.9,0.9,0.5,0.1,127.76354674834086,positive,0,0,0,0
17.0,17.0,0.9,0.9,0.5,0.1,128.14877943898264,positive,0,0,0,0
18.0,17.0,0.9,0.9,0.5,0.1,128.49303005453245,positive,0,0,0,0
19.0,17.0,0.9,0.9,0.5,0.1,128.8025077823775,positive,0,0,0,0
20.0,17.0,0.9,0.9,0.5,0.1,129.08222800575533,positive,0,0,0,0
15.0,18.0,0.9,0.9,0.5,0.1,135.31809961063237,positive,0,0,0,0
16.0,18.0,0.9,0.9,0.5,0.1,135.77922075508374,positive,0,0,0,0
17.0,18.0,0.9,0.9,0.5,0.1,136.188530520444,positive,0,0,0,0
18.0,18.0,0.9,0.9,0.5,0.1,136.55429666604462,positive,0,0,0,0
19.0,18.0,0.9,0.9,0.5,0.1,136.88311685865574,positive,0,0,0,0
20.0,18.0,0.9,0.9,0.5,0.1,137.18031963102075,positive,0,0,0,0
15.0,19.0,0.9,0.9,0.5,0.1,143.3066707459756,positive,0,0,0,0
16.0,19.0,0.9,0.9,0.5,0.1,143.79491672743217,positive,0,0,0,0
17.0,19.0,0.9,0.9,0.5,0.1,144.2283035522492,positive,0,0,0,0
18.0,19.0,0.9,0.9,0.5,0.1,144.61558538193188,positive,0,0,0,0
19.0,19.0,0.9,0.9,0.5,0.1,144.963747809495,positive,0,0,0,0
20.0,19.0,0.9,0.9,0.5,0.1,145.27843320010092,positive,0,0,0,0
15.0,20.0,0.9,0.9,0.5,0.1,151.295260488978,positive,0,0,0,0
16.0,20.0,0.9,0.9,0.5,0.1,151.81063115953094,positive,0,0,0,0
17.0,20.0,0.9,0.9,0.5,0.1,152.26809510032578,positive,0,0,0,0
18.0,20.0,0.9,0.9,0.5,0.1,152.67689260080238,positive,0,0,0,0
19.0,20.0,0.9,0.9,0.5,0.1,153.04439741136878,positive,0,0,0,0
20.0,20.0,0.9,0.9,0.5,0.1,153.3765651974874,positive,0,0,0,0
15.0,15.0,1.0,0.9,0.5,0.1,122.98228335539574,positive,0,0,0,0
16.0,15.0,1.0,0.9,0.5,0.1,123.49698931698344,positive,0,0,0,0
17.0,15.0,1.0,0.9,0.5,0.1,123.95450561972191,positive,0,0,0,0
18.0,15.0,1.0,0.9,0.5,0.1,124.3638622663738,positive,0,0,0,0
19.0,15.0,1.0,0.9,0.5,0.1,124.73228341863724,positive,0,0,0,0
20.0,15.0,1.0,0.9,0.5,0.1,125.06561669853994,positive,0,0,0,0
15.0,16.0,1.0,0.9,0.5,0.1,131.8014705400897,positive,0,0,0,0
16.0,16.0,1.0,0.9,0.5,0.1,132.3529410725906,positive,0,0,0,0
17.0,16.0,1.0,0.9,0.5,0.1,132.84313722774155,positive,0,0,0,0
18.0,16.0,1.0,0.9,0.5,0.1,133.28173368772698,positive,0,0,0,0
19.0,16.0,1.0,0.9,0.5,0.1,133.67647046630324,positive,0,0,0,0
20.0,16.0,1.0,0.9,0.5,0.1,134.03361340892732,positive,0,0,0,0
15.0,17.0,1.0,0.9,0.5,0.1,140.62068963267254,positive,0,0,0,0
16.0,17.0,1.0,0.9,0.5,0.1,141.20892490106436,positive,0,0,0,0
17.0,17.0,1.0,0.9,0.5,0.1,141.7318006661506,positive,0,0,0,0
18.0,17.0,1.0,0.9,0.5,0.1,142.19963699852752,positive,0,0,0,0
19.0,17.0,1.0,0.9,0.5,0.1,142.6206896032569,positive,0,0,0,0
20.0,17.0,1.0,0.9,0.5,0.1,143.00164193150235,positive,0,0,0,0
15.0,18.0,1.0,0.9,0.5,0.1,149.4399350538807,positive,0,0,0,0
16.0,18.0,1.0,0.9,0.5,0.1,150.0649350413715,positive,0,0,0,0
17.0,18.0,1.0,0.9,0.5,0.1,150.62049057184564,positive,0,0,0,0
18.0,18.0,1.0,0.9,0.5,0.1,151.1175665464065,positive,0,0,0,0
19.0,18.0,1.0,0.9,0.5,0.1,151.564935041485,positive,0,0,0,0
20.0,18.0,1.0,0.9,0.5,0.1,151.9696969227664,positive,0,0,0,0
15.0,19.0,1.0,0.9,0.5,0.1,158.2592023924376,positive,0,0,0,0
16.0,19.0,1.0,0.9,0.5,0.1,158.9209671478323,positive,0,0,0,0
17.0,19.0,1.0,0.9,0.5,0.1,159.50920242925662,positive,0,0,0,0
18.0,19.0,1.0,0.9,0.5,0.1,160.03551819415523,positive,0,0,0,0
19.0,19.0,1.0,0.9,0.5,0.1,160.50920235837344,positive,0,0,0,0
20.0,19.0,1.0,0.9,0.5,0.1,160.937773860378,positive,0,0,0,0
15.0,20.0,1.0,0.9,0.5,0.1,167.07848833744862,positive,0,0,0,0
16.0,20.0,1.0,0.9,0.5,0.1,167.7770177151769,positive,0,0,0,0
17.0,20.0,1.0,0.9,0.5,0.1,168.39793280345245,positive,0,0,0,0
18.0,20.0,1.0,0.9,0.5,0.1,168.95348834611733,positive,0,0,0,0
19.0,20.0,1.0,0.9,0.5,0.1,169.45348832194773,positive,0,0,0,0
20.0,20.0,1.0,0.9,0.5,0.1,169.9058692301247,positive,0,0,0,0
15.0,15.0,1.5,0.9,0.5,0.1,177.02640101981916,positive,0,0,0,0
16.0,15.0,1.5,0.9,0.5,0.1,178.39895010669255,positive,0,0,0,0
17.0,15.0,1.5,0.9,0.5,0.1,179.6270202531813,positive,0,0,0,0
18.0,15.0,1.5,0.9,0.5,0.1,180.73228335187625,positive,0,0,0,0
19.0,15.0,1.5,0.9,0.5,0.1,181.732283234462,positive,0,0,0,0
20.0,15.0,1.5,0.9,0.5,0.1,182.641374301746,positive,0,0,0,0
15.0,16.0,1.5,0.9,0.5,0.1,189.7058823114204,positive,0,0,0,0
16.0,16.0,1.5,0.9,0.5,0.1,191.17647050060108,positive,0,0,0,0
17.0,16.0,1.5,0.9,0.5,0.1,192.492259882987,positive,0,0,0,0
18.0,16.0,1.5,0.9,0.5,0.1,193.6764705413408,positive,0,0,0,0
19.0,16.0,1.5,0.9,0.5,0.1,194.74789906442084,positive,0,0,0,0
20.0,16.0,1.5,0.9,0.5,0.1,195.72192494575697,positive,0,0,0,0
15.0,17.0,1.5,0.9,0.5,0.1,202.38539551770864,positive,0,0,0,0
16.0,17.0,1.5,0.9,0.5,0.1,203.9540229468464,positive,0,0,0,0
17.0,17.0,1.5,0.9,0.5,0.1,205.35753167571937,positive,0,0,0,0
18.0,17.0,1.5,0.9,0.5,0.1,206.620689488154,positive,0,0,0,0
19.0,17.0,1.5,0.9,0.5,0.1,207.76354675609613,positive,0,0,0,0
20.0,17.0,1.5,0.9,0.5,0.1,208.8025077546265,positive,0,0,0,0
15.0,18.0,1.5,0.9,0.5,0.1,215.06493496332263,positive,0,0,0,0
16.0,18.0,1.5,0.9,0.5,0.1,216.73160171083492,positive,0,0,0,0
17.0,18.0,1.5,0.9,0.5,0.1,218.222829759691,positive,0,0,0,0
18.0,18.0,1.5,0.9,0.5,0.1,219.564934982252,positive,0,0,0,0
19.0,18.0,1.5,0.9,0.5,0.1,220.77922062138697,positive,0,0,0,0
20.0,18.0,1.5,0.9,0.5,0.1,221.88311684500923,positive,0,0,0,0
15.0,19.0,1.5,0.9,0.5,0.1,227.74449651557745,positive,0,0,0,0
16.0,19.0,1.5,0.9,0.5,0.1,229.50920234413388,positive,0,0,0,0
17.0,19.0,1.5,0.9,0.5,0.1,231.0881498006001,positive,0,0,0,0
18.0,19.0,1.5,0.9,0.5,0.1,232.5092024112694,positive,0,0,0,0
19.0,19.0,1.5,0.9,0.5,0.1,233.7949166584065,positive,0,0,0,0
20.0,19.0,1.5,0.9,0.5,0.1,234.96374775788792,positive,0,0,0,0
15.0,20.0,1.5,0.9,0.5,0.1,240.42407657540937,positive,0,0,0,0
16.0,20.0,1.5,0.9,0.5,0.1,242.2868216429177,positive,0,0,0,0
17.0,20.0,1.5,0.9,0.5,0.1,243.9534882534708,positive,0,0,0,0
18.0,20.0,1.5,0.9,0.5,0.1,245.4534883491744,positive,0,0,0,0
19.0,20.0,1.5,0.9,0.5,0.1,246.81063118573468,positive,0,0,0,0
20.0,20.0,1.5,0.9,0.5,0.1,248.04439738261,positive,0,0,0,0
15.0,15.0,2.0,0.9,0.5,0.1,225.06561671846976,positive,0,0,0,0
16.0,15.0,2.0,0.9,0.5,0.1,227.52175698257727,positive,0,0,0,0
17.0,15.0,2.0,0.9,0.5,0.1,229.7322834195595,positive,0,0,0,0
18.0,15.0,2.0,0.9,0.5,0.1,231.7322833711931,positive,0,0,0,0
19.0,15.0,2.0,0.9,0.5,0.1,233.550465095186,positive,0,0,0,0
20.0,15.0,2.0,0.9,0.5,0.1,235.2105442765311,positive,0,0,0,0
15.0,16.0,2.0,0.9,0.5,0.1,241.1764705517837,positive,0,0,0,0
16.0,16.0,2.0,0.9,0.5,0.1,243.80804945957155,positive,0,0,0,0
17.0,16.0,2.0,0.9,0.5,0.1,246.17647043493776,positive,0,0,0,0
18.0,16.0,2.0,0.9,0.5,0.1,248.31932769145416,positive,0,0,0,0
19.0,16.0,2.0,0.9,0.5,0.1,250.2673795997807,positive,0,0,0,0
20.0,16.0,2.0,0.9,0.5,0.1,252.0460356513849,positive,0,0,0,0
15.0,17.0,2.0,0.9,0.5,0.1,257.2873561517876,positive,0,0,0,0
16.0,17.0,2.0,0.9,0.5,0.1,260.0943738290555,positive,0,0,0,0
17.0,17.0,2.0,0.9,0.5,0.1,262.6206895814853,positive,0,0,0,0
18.0,17.0,2.0,0.9,0.5,0.1,264.9064037973305,positive,0,0,0,0
19.0,17.0,2.0,0.9,0.5,0.1,266.9843259832191,positive,0,0,0,0
20.0,17.0,2.0,0.9,0.5,0.1,268.881559151414,positive,0,0,0,0
15.0,18.0,2.0,0.9,0.5,0.1,273.3982683069644,positive,0,0,0,0
16.0,18.0,2.0,0.9,0.5,0.1,276.38072436086014,positive,0,0,0,0
17.0,18.0,2.0,0.9,0.5,0.1,279.0649350278512,positive,0,0,0,0
18.0,18.0,2.0,0.9,0.5,0.1,281.493506421422,positive,0,0,0,0
19.0,18.0,2.0,0.9,0.5,0.1,283.7012985652386,positive,0,0,0,0
20.0,18.0,2.0,0.9,0.5,0.1,285.7171087280426,positive,0,0,0,0
15.0,19.0,2.0,0.9,0.5,0.1,289.5092024031478,positive,0,0,0,0
16.0,19.0,2.0,0.9,0.5,0.1,292.66709709204457,positive,0,0,0,0
17.0,19.0,2.0,0.9,0.5,0.1,295.5092022677452,positive,0,0,0,0
18.0,19.0,2.0,0.9,0.5,0.1,298.0806309877148,positive,0,0,0,0
19.0,19.0,2.0,0.9,0.5,0.1,300.4182932920549,positive,0,0,0,0
20.0,19.0,2.0,0.9,0.5,0.1,302.5526805846485,positive,0,0,0,0
15.0,20.0,2.0,0.9,0.5,0.1,305.6201550095207,positive,0,0,0,0
16.0,20.0,2.0,0.9,0.5,0.1,308.95348831537734,positive,0,0,0,0
17.0,20.0,2.0,0.9,0.5,0.1,311.95348826534496,positive,0,0,0,0
18.0,20.0,2.0,0.9,0.5,0.1,314.6677738910771,positive,0,0,0,0
19.0,20.0,2.0,0.9,0.5,0.1,317.1353065154621,positive,0,0,0,0
20.0,20.0,2.0,0.9,0.5,0.1,319.3882709104196,positive,0,0,0,0
15.0,15.0,2.5,0.9,0.5,0.1,268.0480728679505,positive,0,0,0,0
16.0,15.0,2.5,0.9,0.5,0.1,271.73228331864686,positive,0,0,0,0
17.0,15.0,2.5,0.9,0.5,0.1,275.06561650528835,positive,0,0,0,0
18.0,15.0,2.5,0.9,0.5,0.1,278.09591974766147,positive,0,0,0,0
19.0,15.0,2.5,0.9,0.5,0.1,280.8627180869415,positive,0,0,0,0
20.0,15.0,2.5,0.9,0.5,0.1,283.39894982194124,positive,0,0,0,0
15.0,16.0,2.5,0.9,0.5,0.1,287.22910213461086,positive,0,0,0,0
16.0,16.0,2.5,0.9,0.5,0.1,291.1764705207752,positive,0,0,0,0
17.0,16.0,2.5,0.9,0.5,0.1,294.74789902467285,positive,0,0,0,0
18.0,16.0,2.5,0.9,0.5,0.1,297.9946521448398,positive,0,0,0,0
19.0,16.0,2.5,0.9,0.5,0.1,300.9590792151477,positive,0,0,0,0
20.0,16.0,2.5,0.9,0.5,0.1,303.6764704558332,positive,0,0,0,0
15.0,17.0,2.5,0.9,0.5,0.1,306.4101631861569,positive,0,0,0,0
16.0,17.0,2.5,0.9,0.5,0.1,310.62068962236685,positive,0,0,0,0
17.0,17.0,2.5,0.9,0.5,0.1,314.43021339916845,positive,0,0,0,0
18.0,17.0,2.5,0.9,0.5,0.1,317.8934168011478,positive,0,0,0,0
19.0,17.0,2.5,0.9,0.5,0.1,321.05547202588366,positive,0,0,0,0
20.0,17.0,2.5,0.9,0.5,0.1,323.9540229285432,positive,0,0,0,0
15.0,18.0,2.5,0.9,0.5,0.1,325.5912507715514,positive,0,0,0,0
16.0,18.0,2.5,0.9,0.5,0.1,330.06493490453465,positive,0,0,0,0
17.0,18.0,2.5,0.9,0.5,0.1,334.11255407929576,positive,0,0,0,0
18.0,18.0,2.5,0.9,0.5,0.1,337.7922077279723,positive,0,0,0,0
19.0,18.0,2.5,0.9,0.5,0.1,341.15189146624874,positive,0,0,0,0
20.0,18.0,2.5,0.9,0.5,0.1,344.231601511962,positive,0,0,0,0
15.0,19.0,2.5,0.9,0.5,0.1,344.7723603022992,positive,0,0,0,0
16.0,19.0,2.5,0.9,0.5,0.1,349.50920236424054,positive,0,0,0,0
17.0,19.0,2.5,0.9,0.5,0.1,353.79491657142114,positive,0,0,0,0
18.0,19.0,2.5,0.9,0.5,0.1,357.69102060193904,positive,0,0,0,0
19.0,19.0,2.5,0.9,0.5,0.1,361.2483328253604,positive,0,0,0,0
20.0,19.0,2.5,0.9,0.5,0.1,364.5092023384862,positive,0,0,0,0
15.0,20.0,2.5,0.9,0.5,0.1,363.9534883452451,positive,0,0,0,0
16.0,20.0,2.5,0.9,0.5,0.1,368.9534883202559,positive,0,0,0,0
17.0,20.0,2.5,0.9,0.5,0.1,373.4772977988188,positive,0,0,0,0
18.0,20.0,2.5,0.9,0.5,0.1,377.5898518317704,positive,0,0,0,0
19.0,20.0,2.5,0.9,0.5,0.1,381.3447926853296,positive,0,0,0,0
20.0,20.0,2.5,0.9,0.5,0.1,384.78682164249176,positive,0,0,0,0
15.0,15.0,3.0,0.9,0.5,0.1,306.73228340129134,positive,0,0,0,0
16.0,15.0,3.0,0.9,0.5,0.1,311.7322833339047,positive,0,0,0,0
17.0,15.0,3.0,0.9,0.5,0.1,316.2777377494451,positive,0,0,0,0
