model,scenario,n_total,bootstrap_replicates,confidence_level,coexistence_count,competitive_exclusion_count,P_coexistence_given_valid,P_coexistence_given_valid_lower,P_coexistence_given_valid_upper,P_coexistence_given_nu_negative,P_coexistence_given_nu_negative_lower,P_coexistence_given_nu_negative_upper,P_coexistence_given_nu_positive,P_coexistence_given_nu_positive_lower,P_coexistence_given_nu_positive_upper,P_nu_negative_given_coexistence,P_nu_negative_given_coexistence_lower,P_nu_negative_given_coexistence_upper,P_nu_positive_given_coexistence,P_nu_positive_given_coexistence_lower,P_nu_positive_given_coexistence_upper,nu_negative_coexistence_count,nu_positive_coexistence_count,P_coexistence_given_nu_C_negative,P_coexistence_given_nu_C_negative_lower,P_coexistence_given_nu_C_negative_upper,P_coexistence_given_nu_C_positive,P_coexistence_given_nu_C_positive_lower,P_coexistence_given_nu_C_positive_upper,P_nu_C_negative_given_coexistence,P_nu_C_negative_given_coexistence_lower,P_nu_C_negative_given_coexistence_upper,P_nu_C_positive_given_coexistence,P_nu_C_positive_given_coexistence_lower,P_nu_C_positive_given_coexistence_upper,nu_C_negative_coexistence_count,nu_C_positive_coexistence_count
bevertonHolt,rarity,20000,10000,0.95,3330,13314,0.20007209805335255,0.19410417119458265,0.2062029594030975,0.19762665449566408,0.1858632676709154,0.20952626336471475,0.07679261283331763,0.07184540527587122,0.08196744723989866,0.5151695419393219,0.4904297604209148,0.5385507415684682,0.48483045806067815,0.46089513921833375,0.5083077363896848,866,815,1.0,1.0,1.0,0.0893296853625171,0.08475032417513562,0.09405438187628828,0.223081499107674,0.20298507462686566,0.24291742013261,0.776918500892326,0.7570548906938563,0.79666079926011,375,1306
