r1,r2,a11,a12,a21,a22,N1_eq,N2_eq,left_PGR1,left_PGR2,left_flag,nu,nu_sign,coexist,S1,S2,F1_star,CE1,CE2,CE_case,Rank
20.0,20.0,3.0,0.7,0.7,0.7,0.0008698401537239557,27.141987211102222,0.00010002608859371875,0.0,1,36.38241807087269,1,0,1.0,3.680981595092025,3.204674261377016e-05,0.0,20.809523809523814,-1,2
15.0,20.0,2.0,0.1,0.9,0.7,6.03053435115324,19.389312977046146,1.4433629720789425,-0.17721950490986904,1,-22.241169893478173,-1,1,5.384615384615384,2.0547945205479454,0.23723723723797885,112.85714285714286,14.11111111111111,1,2
15.0,17.0,2.5,0.1,0.9,0.7,4.939759036150481,16.506024096339644,1.5623704015778817,-0.17746689093346824,1,-15.559340731702783,-1,1,5.173913043478261,2.4834437086092715,0.23033707865239023,117.14285714285714,12.177777777777779,1,2
15.0,18.0,2.5,0.1,0.9,0.7,4.879518072297397,18.01204819271115,1.517419013716146,-0.1824331079121544,1,-18.165941913254454,-1,1,5.25,2.4834437086092715,0.21315789473768346,115.71428571428571,13.28888888888889,1,2
16.0,18.0,2.5,0.1,0.9,0.7,5.301204819282905,17.46987951802677,1.5856272637420543,-0.1774009474470235,1,-16.731927710772812,-1,1,5.25,2.5,0.23280423280489349,125.71428571428571,12.88888888888889,1,2
15.0,19.0,2.5,0.1,0.9,0.7,4.819277108439376,19.518072289118095,1.4744016286316344,-0.1868557555252619,1,-20.846979972808963,-1,1,5.319999999999999,2.4834437086092715,0.19801980198069744,114.28571428571428,14.4,1,2
16.0,19.0,2.5,0.1,0.9,0.7,5.240963855429888,18.975903614397335,1.5424550918773832,-0.18211016264857838,1,-19.366265060144098,-1,1,5.319999999999999,2.5,0.2164179104485672,124.28571428571428,14.0,1,2
17.0,19.0,2.5,0.1,0.9,0.7,5.662650602415371,18.43373493971363,1.6066070542111723,-0.17734194169395456,1,-17.91276823262236,-1,1,5.319999999999999,2.514792899408284,0.2350000000006248,134.28571428571428,13.6,1,2
15.0,20.0,2.5,0.1,0.9,0.7,4.75903614458882,21.024096385474525,1.433158670098709,-0.19081948346413347,1,-23.59386603969538,-1,1,5.384615384615384,2.4834437086092715,0.184579439253153,112.85714285714286,15.511111111111111,1,2
16.0,20.0,2.5,0.1,0.9,0.7,5.180722891571867,20.48192771080441,1.501069875713739,-0.1863295781913692,1,-22.069045412354626,-1,1,5.384615384615384,2.5,0.2018779342727812,122.85714285714286,15.11111111111111,1,2
17.0,20.0,2.5,0.1,0.9,0.7,5.60240963856244,19.939759036083164,1.5650785955151385,-0.1818194227134069,1,-20.57282383963772,-1,1,5.384615384615384,2.514792899408284,0.21933962264228818,132.85714285714286,14.71111111111111,1,2
18.0,20.0,2.5,0.1,0.9,0.7,6.02409638554787,19.397590361400287,1.625632598355614,-0.17728883353919178,1,-19.10086326283156,-1,1,5.384615384615384,2.5280898876404496,0.23696682464514499,142.85714285714286,14.31111111111111,1,2
15.0,15.0,3.0,0.1,0.9,0.7,4.179104477619518,14.626865671573595,1.6500526315911368,-0.17816700158652354,1,-11.050516647451424,-1,1,4.999999999999999,2.8846153846153846,0.22222222222334143,120.0,10.88888888888889,1,2
16.0,15.0,3.0,0.1,0.9,0.7,4.527363184085664,14.17910447755307,1.7180513637931312,-0.17315864387218083,1,-10.090456806806829,-1,1,4.999999999999999,2.909090909090909,0.242021276596752,130.0,10.555555555555555,1,2
15.0,16.0,3.0,0.1,0.9,0.7,4.129353233834878,16.119402985041027,1.6011802271965139,-0.18356456503342455,1,-13.226785652117268,-1,1,5.09090909090909,2.8846153846153846,0.20393120393170083,118.57142857142857,12.0,1,2
16.0,16.0,3.0,0.1,0.9,0.7,4.477611940305269,15.671641790983932,1.669013644231969,-0.17889529584963082,1,-12.211668928013081,-1,1,5.09090909090909,2.909090909090909,0.22222222222315427,128.57142857142856,11.666666666666668,1,2
17.0,16.0,3.0,0.1,0.9,0.7,4.825870646771359,15.223880596964786,1.732944054182413,-0.1742041222737858,1,-11.229198833359353,-1,1,5.09090909090909,2.931034482758621,0.24069478908268432,138.57142857142856,11.333333333333336,1,2
15.0,17.0,3.0,0.1,0.9,0.7,4.07960199005608,17.61194029845838,1.5545854535911598,-0.18830304665331887,1,-15.489775204182898,-1,1,5.173913043478261,2.8846153846153846,0.18807339449607532,117.14285714285714,13.11111111111111,1,2
16.0,17.0,3.0,0.1,0.9,0.7,4.427860696521141,17.164179104446372,1.6222686314074035,-0.18392986184115534,1,-14.422747920437068,-1,1,5.173913043478261,2.909090909090909,0.2050691244243971,127.14285714285714,12.777777777777779,1,2
17.0,17.0,3.0,0.1,0.9,0.7,4.776119402991204,16.716417910392597,1.6860478299732218,-0.17953746824914818,1,-13.390319765421648,-1,1,5.173913043478261,2.931034482758621,0.22222222222301444,137.14285714285714,12.444444444444446,1,2
18.0,17.0,3.0,0.1,0.9,0.7,5.124378109457272,16.268656716374302,1.7463708034156424,-0.17512569638752185,1,-12.387385949741345,-1,1,5.173913043478261,2.9508196721311477,0.23953488372157974,147.14285714285714,12.11111111111111,1,2
15.0,18.0,3.0,0.1,0.9,0.7,4.029850746273223,19.10447761190719,1.510065438622276,-0.19249626302248624,1,-17.828645235317094,-1,1,5.25,2.8846153846153846,0.17419354838750908,115.71428571428571,14.222222222222221,1,2
16.0,18.0,3.0,0.1,0.9,0.7,4.378109452742298,18.656716417863592,1.5776114808242765,-0.18838385146934655,1,-16.71246042508515,-1,1,5.25,2.909090909090909,0.19006479481701155,125.71428571428571,13.88888888888889,1,2
17.0,18.0,3.0,0.1,0.9,0.7,4.72636815920747,18.20895522385121,1.6412526961793976,-0.18425445812739039,1,-15.632827243056747,-1,1,5.25,2.931034482758621,0.2060737527118816,135.71428571428572,13.555555555555557,1,2
18.0,18.0,3.0,0.1,0.9,0.7,5.074626865677273,17.761194029800063,1.7014368309366248,-0.18010794216546566,1,-14.584352825969026,-1,1,5.25,2.9508196721311477,0.22222222222290725,145.71428571428572,13.222222222222221,1,2
19.0,18.0,3.0,0.1,0.9,0.7,5.4228855721433336,17.3134328357823,1.7585389559015723,-0.175944160993724,1,-13.562655472588194,-1,1,5.25,2.9687500000000004,0.23851203501148077,155.71428571428572,12.88888888888889,1,2
15.0,19.0,3.0,0.1,0.9,0.7,3.9800995024912584,20.597014925347985,1.4674432635975494,-0.19623324185938618,1,-20.234290087986302,-1,1,5.319999999999999,2.8846153846153846,0.16194331983834845,114.28571428571428,15.333333333333332,1,2
16.0,19.0,3.0,0.1,0.9,0.7,4.328358208959549,20.14925373131147,1.5348636311102144,-0.19235225380565701,1,-19.071370420580585,-1,1,5.319999999999999,2.909090909090909,0.17682926829305817,124.28571428571428,15.0,1,2
17.0,19.0,3.0,0.1,0.9,0.7,4.676616915428598,19.70149253726827,1.598378428349329,-0.18845614498104846,1,-17.946954880707793,-1,1,5.319999999999999,2.931034482758621,0.1918367346944223,134.28571428571428,14.666666666666668,1,2
18.0,19.0,3.0,0.1,0.9,0.7,5.024875621893847,19.253731343255676,1.6584353949425956,-0.18454479710018834,1,-16.8553625315673,-1,1,5.319999999999999,2.9508196721311477,0.20696721311509977,144.28571428571428,14.333333333333332,1,2
19.0,19.0,3.0,0.1,0.9,0.7,5.373134328363442,18.805970149206637,1.7154095950048232,-0.1806180904839514,1,-15.791977611878774,-1,1,5.319999999999999,2.9687500000000004,0.22222222222282337,154.28571428571428,14.0,1,2
20.0,19.0,3.0,0.1,0.9,0.7,5.721393034829505,18.358208955189212,1.7696183433520285,-0.1766759040382495,1,-14.753011064037855,-1,1,5.319999999999999,2.9850746268656714,0.23760330578558111,164.28571428571428,13.666666666666668,1,2
15.0,20.0,3.0,0.1,0.9,0.7,3.9303482587151257,22.089552238750468,1.4265637167779237,-0.1995846242175765,1,-22.699004975044172,-1,1,5.384615384615384,2.8846153846153846,0.15105162523961044,112.85714285714286,16.444444444444443,1,2
16.0,20.0,3.0,0.1,0.9,0.7,4.278606965177596,21.641791044752097,1.4938684914069877,-0.19591040085578193,1,-21.491493581011788,-1,1,5.384615384615384,2.909090909090909,0.16506717850314376,122.85714285714286,16.11111111111111,1,2
17.0,20.0,3.0,0.1,0.9,0.7,4.62686567164594,21.194029850715367,1.5572670401063593,-0.19222262777657617,1,-20.324438813845113,-1,1,5.384615384615384,2.931034482758621,0.17919075144543303,132.85714285714286,15.777777777777779,1,2
18.0,20.0,3.0,0.1,0.9,0.7,4.97512437811496,20.746268656672544,1.617207096908604,-0.18852120467334954,1,-19.19187166306187,-1,1,5.384615384615384,2.9508196721311477,0.19342359767941947,142.85714285714286,15.444444444444443,1,2
19.0,20.0,3.0,0.1,0.9,0.7,5.323383084580262,20.29850746265986,1.6740637202658024,-0.18480603012153551,1,-18.088942307656236,-1,1,5.384615384615384,2.9687500000000004,0.20776699029157603,152.85714285714286,15.11111111111111,1,2
20.0,20.0,3.0,0.1,0.9,0.7,5.671641791049684,19.850746268612543,1.7281542192749775,-0.18107700156161277,1,-17.011669551151762,-1,1,5.384615384615384,2.9850746268656714,0.2222222222227564,162.85714285714286,14.777777777777779,1,2
15.0,19.0,1.5,0.3,0.9,0.7,5.641025641112926,18.461538461336236,0.600170724110439,-0.17758701971062996,1,-3.7473281281294475,-1,1,2.1803278688524586,1.5957446808510638,0.23404255319622688,20.952380952380956,10.666666666666666,1,2
15.0,20.0,1.5,0.3,0.9,0.7,5.256410256509053,20.38461538439875,0.5456117398607327,-0.18552155952338545,1,-4.476097926802467,-1,1,2.1874999999999996,1.5957446808510638,0.20500000000479518,19.523809523809526,11.777777777777777,1,2
16.0,20.0,1.5,0.3,0.9,0.7,6.153846153916031,19.23076923060478,0.619039208412786,-0.17589066646272844,1,-3.841346153777316,-1,1,2.1874999999999996,1.6,0.24242424242789834,22.857142857142854,11.11111111111111,1,2
15.0,16.0,2.0,0.3,0.9,0.7,4.69026548677792,15.398230088349672,0.7583545585751346,-0.17603339107582983,1,-0.5303206915425402,-1,1,2.1538461538461537,2.0547945205479454,0.2334801762151435,25.23809523809524,9.666666666666668,1,2
15.0,17.0,2.0,0.3,0.9,0.7,4.424778761117762,17.1681415927746,0.6961013924651867,-0.18396864658505585,1,-0.6935055488709868,-1,1,2.1636363636363636,2.0547945205479454,0.20491803279032364,23.809523809523814,10.777777777777779,1,2
16.0,17.0,2.0,0.3,0.9,0.7,5.044247787658445,16.371681415795027,0.7677658344916005,-0.17614251968412864,1,-0.5613889393416664,-1,1,2.1636363636363636,2.064516129032258,0.2355371900858275,27.142857142857142,10.277777777777779,1,2
15.0,18.0,2.0,0.3,0.9,0.7,4.159292035450208,18.938053097217622,0.637497606846579,-0.1909697301351576,1,-0.8691335626783347,-1,1,2.172413793103448,2.0547945205479454,0.1800766283553297,22.380952380952383,11.88888888888889,1,2
16.0,18.0,2.0,0.3,0.9,0.7,4.778761061994959,18.14159292022736,0.7087550782323118,-0.1836317436822581,1,-0.7209091714396773,-1,1,2.172413793103448,2.064516129032258,0.20849420849701983,25.71428571428571,11.38888888888889,1,2
17.0,18.0,2.0,0.3,0.9,0.7,5.3982300885399965,17.345132743237684,0.7761441001368055,-0.17623951289477713,1,-0.5928235968268805,-1,1,2.172413793103448,2.073170731707317,0.23735408560590848,29.047619047619047,10.88888888888889,1,2
15.0,19.0,2.0,0.3,0.9,0.7,3.8938053097990872,20.707964601620503,0.582138926636814,-0.19719257861941308,1,-1.0553688574138917,-1,1,2.1803278688524586,2.0547945205479454,0.15827338129813456,20.952380952380956,13.0,1,2
16.0,19.0,2.0,0.3,0.9,0.7,4.51327433634609,19.911504424622493,0.6530334013747354,-0.19028541378311603,1,-0.8916479083375252,-1,1,2.1803278688524586,2.064516129032258,0.18478260869893393,24.285714285714285,12.5,1,2
17.0,19.0,2.0,0.3,0.9,0.7,5.132743362874265,19.11504424767499,0.7200546334852196,-0.18333020800195543,1,-0.7491516667586118,-1,1,2.1803278688524586,2.073170731707317,0.21167883211915017,27.61904761904762,12.0,1,2
18.0,19.0,2.0,0.3,0.9,0.7,5.752212389422287,18.318584070678384,0.7836508377999363,-0.17632628832010733,1,-0.6245676060664078,-1,1,2.1803278688524586,2.0809248554913293,0.23897058823778655,30.952380952380956,11.5,1,2
15.0,20.0,2.0,0.3,0.9,0.7,3.6283185841411214,22.47787610604068,0.5296847435119116,-0.20276022447040143,1,-1.250719784201377,-1,1,2.1874999999999996,2.0547945205479454,0.13898305085059695,19.523809523809526,14.11111111111111,1,2
16.0,20.0,2.0,0.3,0.9,0.7,4.247787610687546,21.681415929043524,0.600253433675598,-0.19623609839344658,1,-1.0720275478021284,-1,1,2.1874999999999996,2.064516129032258,0.16382252560047597,22.857142857142854,13.61111111111111,1,2
17.0,20.0,2.0,0.3,0.9,0.7,4.867256637219533,20.88495575208329,0.6669448081721376,-0.18966912842368266,1,-0.91564590976736,-1,1,2.1874999999999996,2.073170731707317,0.18900343642868278,26.19047619047619,13.11111111111111,1,2
18.0,20.0,2.0,0.3,0.9,0.7,5.48672566377693,20.08849557506047,0.7302070049511165,-0.18305874812765888,1,-0.778092869188698,-1,1,2.1874999999999996,2.0809248554913293,0.2145328719755132,29.523809523809526,12.61111111111111,1,2
19.0,20.0,2.0,0.3,0.9,0.7,6.106194690305124,19.292035398117637,0.7904154942410164,-0.1764043797652901,1,-0.6565751726074187,-1,1,2.1874999999999996,2.087912087912088,0.24041811846914882,32.857142857142854,12.11111111111111,1,2
15.0,15.0,2.5,0.3,0.9,0.7,3.7837837838156982,15.135135135039393,0.8095797771244269,-0.18382193216858633,1,1.9330588866795322,1,1,2.142857142857143,2.4834437086092715,0.20000000000236165,26.66666666666667,9.955555555555556,1,2
16.0,15.0,2.5,0.3,0.9,0.7,4.2567567567932,14.527027026909483,0.8802096876562593,-0.1770524441132033,1,1.8339768339493367,1,1,2.142857142857143,2.5,0.22661870503888984,30.0,9.555555555555555,1,2
15.0,16.0,2.5,0.3,0.9,0.7,3.581081081116985,16.824324324224126,0.7449147457713914,-0.19087161238362427,1,2.182470295030648,1,1,2.1538461538461537,2.4834437086092715,0.17549668874403435,25.23809523809524,11.066666666666668,1,2
16.0,16.0,2.5,0.3,0.9,0.7,4.054054054083617,16.216216216127524,0.8151621311281219,-0.1845712765274472,1,2.1049896049691386,1,1,2.1538461538461537,2.5,0.20000000000204185,28.57142857142857,10.666666666666668,1,2
17.0,16.0,2.5,0.3,0.9,0.7,4.5270270270615045,15.608108107997449,0.881528395513107,-0.17823099463273495,1,1.999840076736962,1,1,2.1538461538461537,2.514792899408284,0.22483221476766366,31.904761904761905,10.266666666666667,1,2
15.0,17.0,2.5,0.3,0.9,0.7,3.3783783784314076,18.513513513375127,0.6841785105862135,-0.19705091303936317,1,2.420163691656263,1,1,2.1636363636363636,2.4834437086092715,0.15432098765734503,23.809523809523814,12.177777777777779,1,2
16.0,17.0,2.5,0.3,0.9,0.7,3.851351351404175,17.905405405257266,0.7540885755255311,-0.19115891563394705,1,2.363636363602566,1,1,2.1636363636363636,2.5,0.17701863354357608,27.142857142857142,11.777777777777779,1,2
17.0,17.0,2.5,0.3,0.9,0.7,4.324324324371078,17.297297297157034,0.8201137505209002,-0.18523199673622992,1,2.2777721238931354,1,1,2.1636363636363636,2.514792899408284,0.2000000000030273,30.476190476190478,11.377777777777778,1,2
18.0,17.0,2.5,0.3,0.9,0.7,4.797297297330259,16.689189189083848,0.882702041952923,-0.17926973992200645,1,2.1670209535126066,1,1,2.1636363636363636,2.5280898876404496,0.22327044025385848,33.80952380952381,10.977777777777778,1,2
19.0,17.0,2.5,0.3,0.9,0.7,5.270270270299756,16.08108108098106,0.942228785427552,-0.17327172127347978,1,2.034976152598834,1,1,2.1636363636363636,2.5401069518716577,0.24683544304017105,37.14285714285714,10.57777777777778,1,2
15.0,18.0,2.5,0.3,0.9,0.7,3.1756756757374007,20.202702702551395,0.626920895318817,-0.2025117515198498,1,2.647957388732666,1,1,2.172413793103448,2.4834437086092715,0.1358381502921781,22.380952380952383,13.28888888888889,1,2
16.0,18.0,2.5,0.3,0.9,0.7,3.6486486486920646,19.594594594480267,0.6965312785511828,-0.19697838357441144,1,2.6118359738791046,1,1,2.172413793103448,2.5,0.15697674418839333,25.71428571428571,12.88888888888889,1,2
17.0,18.0,2.5,0.3,0.9,0.7,4.121621621669334,18.98648648635212,0.76225361743988,-0.19141422702416566,1,2.5447095738561267,1,1,2.172413793103448,2.514792899408284,0.17836257310214879,29.047619047619047,12.488888888888889,1,2
18.0,18.0,2.5,0.3,0.9,0.7,4.594594594638991,18.37837837824519,0.8245358682791317,-0.1858189373254282,1,2.4512811920477544,1,1,2.172413793103448,2.5280898876404496,0.20000000000270557,32.38095238095238,12.088888888888889,1,2
19.0,18.0,2.5,0.3,0.9,0.7,5.067567567599348,17.770270270169082,0.8837533155237307,-0.1801921641180817,1,2.33534844080067,1,1,2.172413793103448,2.5401069518716577,0.2218934911263263,35.71428571428571,11.68888888888889,1,2
20.0,18.0,2.5,0.3,0.9,0.7,5.540540540568712,17.16216216206728,0.9402234980902713,-0.17453355109396052,1,2.2000114118107787,1,1,2.172413793103448,2.5510204081632653,0.24404761904957706,39.04761904761905,11.28888888888889,1,2
15.0,19.0,2.5,0.3,0.9,0.7,2.972972973031684,21.891891891756153,0.5727649232156931,-0.2073726151204922,1,2.867311997670112,1,1,2.1803278688524586,2.4834437086092715,0.11956521739403596,20.952380952380956,14.4,1,2
16.0,19.0,2.5,0.3,0.9,0.7,3.4459459459914403,21.28378378367084,0.6421072966635926,-0.2021567238403459,1,2.8511298183176135,1,1,2.1803278688524586,2.5,0.13934426229730168,24.285714285714285,14.0,1,2
17.0,19.0,2.5,0.3,0.9,0.7,3.918918918955509,20.675675675578564,0.707558959226847,-0.1969134843305862,1,2.8022745803102342,1,1,2.1803278688524586,2.514792899408284,0.1593406593425392,27.61904761904762,13.6,1,2
18.0,19.0,2.5,0.3,0.9,0.7,4.391891891935622,20.06756756744395,0.7695678272015605,-0.19164260829146107,1,2.7257023093902912,1,1,2.1803278688524586,2.5280898876404496,0.17955801105209804,30.952380952380956,13.2,1,2
19.0,19.0,2.5,0.3,0.9,0.7,4.864864864907366,19.459459459331956,0.8285091442298635,-0.18634380284075736,1,2.6254149301095198,1,1,2.1803278688524586,2.5401069518716577,0.2000000000024462,34.285714285714285,12.8,1,2
20.0,19.0,2.5,0.3,0.9,0.7,5.337837837868692,18.85135135125344,0.8847004075912115,-0.18101677041536712,1,2.504679319643747,1,1,2.1803278688524586,2.5510204081632653,0.2206703910633398,37.61904761904762,12.4,1,2
15.0,20.0,2.5,0.3,0.9,0.7,2.7702702703434814,23.58108108092086,0.5213917598153617,-0.2117272816318736,1,3.0794142652241,1,1,2.1874999999999996,2.4834437086092715,0.10512820513133052,19.523809523809526,15.511111111111111,1,2
16.0,20.0,2.5,0.3,0.9,0.7,3.2432432433027896,22.972972972833112,0.590493026508903,-0.2067944133119788,1,3.0827702702391173,1,1,2.1874999999999996,2.5,0.12371134020883592,22.857142857142854,15.11111111111111,1,2
17.0,20.0,2.5,0.3,0.9,0.7,3.716216216272866,22.364864864722655,0.6557013079923477,-0.20183709112455794,1,3.05178514309876,1,1,2.1874999999999996,2.514792899408284,0.14248704663476386,26.19047619047619,14.71111111111111,1,2
18.0,20.0,2.5,0.3,0.9,0.7,4.189189189241398,21.756756756617207,0.7174644882182561,-0.19685507140945324,1,2.9916679319442707,1,1,2.1874999999999996,2.5280898876404496,0.16145833333588908,29.523809523809526,14.31111111111111,1,2
19.0,20.0,2.5,0.3,0.9,0.7,4.6621621622027325,21.14864864853358,0.7761577778755577,-0.19184810684642706,1,2.9066248735092013,1,1,2.1874999999999996,2.5401069518716577,0.18062827225340208,32.857142857142854,13.911111111111111,1,2
20.0,20.0,2.5,0.3,0.9,0.7,5.1351351351761005,20.54054054041764,0.8320986406596846,-0.1868159463812158,1,2.800089630416992,1,1,2.1874999999999996,2.5510204081632653,0.20000000000223372,36.19047619047619,13.511111111111111,1,2
15.0,15.0,3.0,0.3,0.9,0.7,3.0601092896552773,16.065573770378435,0.8003308507874791,-0.19409172436343525,1,4.823455233235237,1,1,2.142857142857143,2.8846153846153846,0.1600000000026082,26.66666666666667,10.88888888888889,1,2
16.0,15.0,3.0,0.3,0.9,0.7,3.442622950853367,15.573770491694553,0.8697474303775314,-0.18867654867569383,1,4.647647434478118,1,1,2.142857142857143,2.909090909090909,0.18103448276110687,30.0,10.555555555555555,1,2
17.0,15.0,3.0,0.3,0.9,0.7,3.825136612044627,15.081967213036105,0.9352740227918208,-0.1832318891276401,1,4.436189399405511,1,1,2.142857142857143,2.931034482758621,0.2023121387301259,33.333333333333336,10.222222222222221,1,2
18.0,15.0,3.0,0.3,0.9,0.7,4.207650273243549,14.590163934354422,0.9973585549671473,-0.17775742290059648,1,4.194340998926525,1,1,2.142857142857143,2.9508196721311477,0.223837209303986,36.66666666666667,9.88888888888889,1,2
19.0,15.0,3.0,0.3,0.9,0.7,4.590163934446572,14.0983606556582,1.056376281397508,-0.17225282184521795,1,3.926375878178911,1,1,2.142857142857143,2.9687500000000004,0.24561403508958538,40.0,9.555555555555555,1,2
15.0,16.0,3.0,0.3,0.9,0.7,2.896174863418601,17.704918032701453,0.7367051549054375,-0.19992526121171794,1,5.410886927237966,1,1,2.1538461538461537,2.8846153846153846,0.1405835543785183,25.23809523809524,12.0,1,2
16.0,16.0,3.0,0.3,0.9,0.7,3.2786885246250868,17.213114753993594,0.805820343071195,-0.1948789931439956,1,5.261951163537759,1,1,2.1538461538461537,2.909090909090909,0.1600000000022496,28.57142857142857,11.666666666666668,1,2
17.0,16.0,3.0,0.3,0.9,0.7,3.6612021858247403,16.721311475305832,0.8710426741356858,-0.18980713104604563,1,5.075082257053,1,1,2.1538461538461537,2.931034482758621,0.1796246648815768,31.904761904761905,11.333333333333336,1,2
18.0,16.0,3.0,0.3,0.9,0.7,4.043715847016498,16.229508196646147,0.9328200338298087,-0.184709413974538,1,4.855876900987353,1,1,2.1538461538461537,2.9508196721311477,0.1994609164436553,35.23809523809524,11.0,1,2
19.0,16.0,3.0,0.3,0.9,0.7,4.426229508229896,15.737704917912236,0.9915276346588824,-0.17958557697441835,1,4.6088824085123985,1,1,2.1538461538461537,2.9687500000000004,0.21951219512454767,38.57142857142857,10.666666666666668,1,2
20.0,16.0,3.0,0.3,0.9,0.7,4.80874316941737,15.245901639273276,1.0474829421492895,-0.17443535099837204,1,4.337831648780525,1,1,2.1538461538461537,2.9850746268656714,0.23978201635032245,41.904761904761905,10.333333333333336,1,2
15.0,17.0,3.0,0.3,0.9,0.7,2.732240437212909,19.344262294939966,0.6768866596991026,-0.2050443903271022,1,5.988459627733076,1,1,2.1636363636363636,2.8846153846153846,0.12376237624058058,23.809523809523814,13.11111111111111,1,2
16.0,17.0,3.0,0.3,0.9,0.7,3.1147540984064053,18.85245901626518,0.745735532335837,-0.2003199720909281,1,5.86587183302009,1,1,2.1636363636363636,2.909090909090909,0.14179104477873464,27.142857142857142,12.777777777777779,1,2
17.0,17.0,3.0,0.3,0.9,0.7,3.4972677595955215,18.36065573760688,0.8106891652391952,-0.19557312773487912,1,5.703067989055144,1,1,2.1636363636363636,2.931034482758621,0.16000000000197354,30.476190476190478,12.444444444444446,1,2
18.0,17.0,3.0,0.3,0.9,0.7,3.879781420796432,17.868852458915985,0.8721954120149511,-0.19080364333583733,1,5.5059816112777575,1,1,2.1636363636363636,2.9508196721311477,0.17839195980100497,33.80952380952381,12.11111111111111,1,2
19.0,17.0,3.0,0.3,0.9,0.7,4.2622950819886185,17.377049180255202,0.9306294524496415,-0.18601130189567572,1,5.279433681035159,1,1,2.1636363636363636,2.9687500000000004,0.19696969697115277,37.14285714285714,11.777777777777779,1,2
20.0,17.0,3.0,0.3,0.9,0.7,4.644808743201306,16.885245901524723,0.9863087187824737,-0.18119588328059244,1,5.027381720250336,1,1,2.1636363636363636,2.9850746268656714,0.21573604061144785,40.47619047619048,11.444444444444446,1,2
15.0,18.0,3.0,0.3,0.9,0.7,2.568306010972701,20.98360655726989,0.6204453487917712,-0.20957283140217564,1,6.557703178621747,1,1,2.172413793103448,2.8846153846153846,0.10904872390006262,22.380952380952383,14.222222222222221,1,2
16.0,18.0,3.0,0.3,0.9,0.7,2.9508196721744606,20.49180327857452,0.6890571953166482,-0.2051316694021903,1,6.461020607373065,1,1,2.172413793103448,2.909090909090909,0.12587412587635308,25.71428571428571,13.88888888888889,1,2
17.0,18.0,3.0,0.3,0.9,0.7,3.3333333333739326,19.99999999988569,0.7537718023839299,-0.2006706954615769,1,6.321839080401017,1,1,2.172413793103448,2.931034482758621,0.1428571428593341,29.047619047619047,13.555555555555557,1,2
18.0,18.0,3.0,0.3,0.9,0.7,3.7158469945664145,19.508196721218788,0.8150369981746461,-0.19618973202665746,1,6.146428935443847,1,1,2.172413793103448,2.9508196721311477,0.16000000000175602,32.38095238095238,13.222222222222221,1,2
19.0,18.0,3.0,0.3,0.9,0.7,4.0983606557683645,19.0163934425253,0.8732279366286964,-0.19168859914584635,1,5.939884821882211,1,1,2.172413793103448,2.9687500000000004,0.17730496454084738,35.71428571428571,12.88888888888889,1,2
20.0,18.0,3.0,0.3,0.9,0.7,4.480874316960922,18.524590163863543,0.9286620236805176,-0.18716711442713274,1,5.706388914631817,1,1,2.172413793103448,2.9850746268656714,0.19477434679468544,39.04761904761905,12.555555555555557,1,2
15.0,19.0,3.0,0.3,0.9,0.7,2.40437158477256,22.622950819503192,0.5670201821236414,-0.21360728485309455,1,7.11984647074216,1,1,2.1803278688524586,2.8846153846153846,0.09606986899892211,20.952380952380956,15.333333333333332,1,2
16.0,19.0,3.0,0.3,0.9,0.7,2.786885245952602,22.131147540857153,0.6354197119140945,-0.20941733458948386,1,7.048691700602334,1,1,2.1803278688524586,2.909090909090909,0.11184210526554195,24.285714285714285,15.0,1,2
17.0,19.0,3.0,0.3,0.9,0.7,3.169398907139381,21.639344262200744,0.6999203075721976,-0.2052097547496432,1,6.932755068264984,1,1,2.1803278688524586,2.931034482758621,0.12775330396649362,27.61904761904762,14.666666666666668,1,2
18.0,19.0,3.0,0.3,0.9,0.7,3.5519125683426322,21.147540983503056,0.7609697769051769,-0.2009843963504374,1,6.77864373370935,1,1,2.1803278688524586,2.9508196721311477,0.14380530973638533,30.952380952380956,14.333333333333332,1,2
19.0,19.0,3.0,0.3,0.9,0.7,3.934426229537657,20.65573770482965,0.818943253141184,-0.19674110851264892,1,6.591726014465781,1,1,2.1803278688524586,2.9687500000000004,0.16000000000158143,34.285714285714285,14.0,1,2
20.0,19.0,3.0,0.3,0.9,0.7,4.316939890740483,20.16393442613396,0.8741581211819875,-0.19247973842765198,1,6.3764087383055,1,1,2.1803278688524586,2.9850746268656714,0.1763392857159867,37.61904761904762,13.666666666666668,1,2
15.0,20.0,3.0,0.3,0.9,0.7,2.240437158532516,24.262295081830345,0.5163050895424113,-0.21722442847431944,1,7.6758879780725655,1,1,2.1874999999999996,2.8846153846153846,0.0845360824768247,19.523809523809526,16.444444444444443,1,2
16.0,20.0,3.0,0.3,0.9,0.7,2.622950819717712,23.770491803171684,0.5845133395654099,-0.21325879208114618,1,7.62993666164391,1,1,2.1874999999999996,2.909090909090909,0.09937888198953589,22.857142857142854,16.11111111111111,1,2
17.0,20.0,3.0,0.3,0.9,0.7,3.0054644809123507,23.27868852449473,0.6488212067965602,-0.2092773667820329,1,7.536920576547336,1,1,2.1874999999999996,2.931034482758621,0.11434511434681108,26.19047619047619,15.777777777777779,1,2
18.0,20.0,3.0,0.3,0.9,0.7,3.3879781421275945,22.786885245765124,0.7096764825199116,-0.20528002634923537,1,7.4037837050255995,1,1,2.1874999999999996,2.9508196721311477,0.12943632568087124,29.523809523809526,15.444444444444443,1,2
