r1,r2,a11,a12,a21,a22,N1,N2,E1,S1,E2,S2,Rank,CoexistRank,Asy,cor,Rare
20.0,20.0,2.5,0.9,0.5,0.9,0.0,21.11,1.0,1.0,1.0,4.16,2.0,0.0,-3.16,33.42,0.0
15.0,15.0,3.0,0.9,0.5,0.9,0.0,15.55,1.0,1.0,1.0,4.5,2.0,0.0,-3.5,27.22,0.0
16.0,15.0,3.0,0.9,0.5,0.9,0.4,15.33,1.06,1.0,0.93,4.57,2.0,0.0,-3.57,26.66,0.02
17.0,15.0,3.0,0.9,0.5,0.9,0.8,15.11,1.13,1.0,0.88,4.63,2.0,0.0,-3.63,26.02,0.05
18.0,15.0,3.0,0.9,0.5,0.9,1.2,14.88,1.2,1.0,0.83,4.69,2.0,1.0,-3.69,25.29,0.07
19.0,15.0,3.0,0.9,0.5,0.9,1.6,14.66,1.26,1.0,0.78,4.75,2.0,1.0,-3.75,24.5,0.09
20.0,15.0,3.0,0.9,0.5,0.9,2.0,14.44,1.33,1.0,0.75,4.8,2.0,1.0,-3.8,23.64,0.12
15.0,16.0,3.0,0.9,0.5,0.9,0.0,16.66,0.93,1.0,1.06,4.5,2.0,0.0,-3.5,29.16,0.0
16.0,16.0,3.0,0.9,0.5,0.9,0.0,16.66,1.0,1.0,1.0,4.57,2.0,0.0,-3.57,29.76,0.0
17.0,16.0,3.0,0.9,0.5,0.9,0.4,16.44,1.06,1.0,0.94,4.63,2.0,0.0,-3.63,29.17,0.02
18.0,16.0,3.0,0.9,0.5,0.9,0.8,16.22,1.12,1.0,0.88,4.69,2.0,0.0,-3.69,28.49,0.04
19.0,16.0,3.0,0.9,0.5,0.9,1.2,16.0,1.18,1.0,0.84,4.75,2.0,1.0,-3.75,27.75,0.06
20.0,16.0,3.0,0.9,0.5,0.9,1.6,15.77,1.25,1.0,0.8,4.8,2.0,1.0,-3.8,26.93,0.09
15.0,17.0,3.0,0.9,0.5,0.9,0.0,17.77,0.88,1.0,1.13,4.5,2.0,0.0,-3.5,31.11,0.0
16.0,17.0,3.0,0.9,0.5,0.9,0.0,17.77,0.94,1.0,1.06,4.57,2.0,0.0,-3.57,31.74,0.0
17.0,17.0,3.0,0.9,0.5,0.9,0.0,17.77,1.0,1.0,1.0,4.63,2.0,0.0,-3.63,32.32,0.0
18.0,17.0,3.0,0.9,0.5,0.9,0.4,17.55,1.05,1.0,0.94,4.69,2.0,0.0,-3.69,31.7,0.02
19.0,17.0,3.0,0.9,0.5,0.9,0.8,17.33,1.11,1.0,0.89,4.75,2.0,0.0,-3.75,31.0,0.04
20.0,17.0,3.0,0.9,0.5,0.9,1.2,17.11,1.17,1.0,0.85,4.8,2.0,1.0,-3.8,30.23,0.06
15.0,18.0,3.0,0.9,0.5,0.9,0.0,18.88,0.83,1.0,1.2,4.5,2.0,0.0,-3.5,33.05,0.0
16.0,18.0,3.0,0.9,0.5,0.9,0.0,18.88,0.88,1.0,1.12,4.57,2.0,0.0,-3.57,33.73,0.0
17.0,18.0,3.0,0.9,0.5,0.9,0.0,18.88,0.94,1.0,1.05,4.63,2.0,0.0,-3.63,34.34,0.0
18.0,18.0,3.0,0.9,0.5,0.9,0.0,18.88,1.0,1.0,1.0,4.69,2.0,0.0,-3.69,34.9,0.0
19.0,18.0,3.0,0.9,0.5,0.9,0.4,18.66,1.05,1.0,0.94,4.75,2.0,0.0,-3.75,34.25,0.02
20.0,18.0,3.0,0.9,0.5,0.9,0.8,18.44,1.11,1.0,0.9,4.8,2.0,0.0,-3.8,33.52,0.04
15.0,19.0,3.0,0.9,0.5,0.9,0.0,20.0,0.78,1.0,1.26,4.5,2.0,0.0,-3.5,35.0,0.0
16.0,19.0,3.0,0.9,0.5,0.9,0.0,20.0,0.84,1.0,1.18,4.57,2.0,0.0,-3.57,35.71,0.0
17.0,19.0,3.0,0.9,0.5,0.9,0.0,20.0,0.89,1.0,1.11,4.63,2.0,0.0,-3.63,36.36,0.0
18.0,19.0,3.0,0.9,0.5,0.9,0.0,20.0,0.94,1.0,1.05,4.69,2.0,0.0,-3.69,36.95,0.0
19.0,19.0,3.0,0.9,0.5,0.9,0.0,20.0,1.0,1.0,1.0,4.75,2.0,0.0,-3.75,37.5,0.0
20.0,19.0,3.0,0.9,0.5,0.9,0.4,19.77,1.05,1.0,0.95,4.8,2.0,0.0,-3.8,36.81,0.01
15.0,20.0,3.0,0.9,0.5,0.9,0.0,21.11,0.75,1.0,1.33,4.5,2.0,0.0,-3.5,36.94,0.0
16.0,20.0,3.0,0.9,0.5,0.9,0.0,21.11,0.8,1.0,1.25,4.57,2.0,0.0,-3.57,37.69,0.0
17.0,20.0,3.0,0.9,0.5,0.9,0.0,21.11,0.85,1.0,1.17,4.63,2.0,0.0,-3.63,38.38,0.0
18.0,20.0,3.0,0.9,0.5,0.9,0.0,21.11,0.9,1.0,1.11,4.69,2.0,0.0,-3.69,39.0,0.0
19.0,20.0,3.0,0.9,0.5,0.9,0.0,21.11,0.95,1.0,1.05,4.75,2.0,0.0,-3.75,39.58,0.0
20.0,20.0,3.0,0.9,0.5,0.9,0.0,21.11,1.0,1.0,1.0,4.8,2.0,0.0,-3.8,40.11,0.0
15.0,18.0,2.5,0.1,0.7,0.9,5.0,15.0,0.83,6.23,1.2,3.04,2.0,1.0,3.18,-15.9,0.25
15.0,19.0,2.5,0.1,0.7,0.9,4.95,16.14,0.78,6.33,1.26,3.04,2.0,1.0,3.28,-18.38,0.23
15.0,20.0,2.5,0.1,0.7,0.9,4.9,17.29,0.75,6.42,1.33,3.04,2.0,1.0,3.37,-20.92,0.22
16.0,20.0,2.5,0.1,0.7,0.9,5.32,16.97,0.8,6.42,1.25,3.07,2.0,1.0,3.35,-19.52,0.23
15.0,16.0,3.0,0.1,0.7,0.9,4.22,13.38,0.93,5.99,1.06,3.51,2.0,1.0,2.48,-11.38,0.23
15.0,17.0,3.0,0.1,0.7,0.9,4.18,14.52,0.88,6.12,1.13,3.51,2.0,1.0,2.6,-13.46,0.22
16.0,17.0,3.0,0.1,0.7,0.9,4.52,14.25,0.94,6.12,1.06,3.55,2.0,1.0,2.56,-12.48,0.24
15.0,18.0,3.0,0.1,0.7,0.9,4.14,15.66,0.83,6.23,1.2,3.51,2.0,1.0,2.71,-15.64,0.2
16.0,18.0,3.0,0.1,0.7,0.9,4.48,15.39,0.88,6.23,1.12,3.55,2.0,1.0,2.67,-14.59,0.22
17.0,18.0,3.0,0.1,0.7,0.9,4.82,15.13,0.94,6.23,1.05,3.59,2.0,1.0,2.63,-13.59,0.24
15.0,19.0,3.0,0.1,0.7,0.9,4.1,16.8,0.78,6.33,1.26,3.51,2.0,1.0,2.81,-17.89,0.19
16.0,19.0,3.0,0.1,0.7,0.9,4.44,16.53,0.84,6.33,1.18,3.55,2.0,1.0,2.77,-16.79,0.21
17.0,19.0,3.0,0.1,0.7,0.9,4.79,16.27,0.89,6.33,1.11,3.59,2.0,1.0,2.74,-15.74,0.22
18.0,19.0,3.0,0.1,0.7,0.9,5.13,16.0,0.94,6.33,1.05,3.62,2.0,1.0,2.7,-14.73,0.24
15.0,20.0,3.0,0.1,0.7,0.9,4.06,17.94,0.75,6.42,1.33,3.51,2.0,1.0,2.91,-20.21,0.18
16.0,20.0,3.0,0.1,0.7,0.9,4.41,17.68,0.8,6.42,1.25,3.55,2.0,1.0,2.87,-19.06,0.19
17.0,20.0,3.0,0.1,0.7,0.9,4.75,17.41,0.85,6.42,1.17,3.59,2.0,1.0,2.83,-17.96,0.21
18.0,20.0,3.0,0.1,0.7,0.9,5.09,17.14,0.9,6.42,1.11,3.62,2.0,1.0,2.8,-16.9,0.22
19.0,20.0,3.0,0.1,0.7,0.9,5.43,16.88,0.95,6.42,1.05,3.65,2.0,1.0,2.77,-15.87,0.24
15.0,18.0,2.0,0.3,0.7,0.9,4.71,15.22,0.83,2.7,1.2,2.54,2.0,1.0,0.15,-0.82,0.23
15.0,19.0,2.0,0.3,0.7,0.9,4.52,16.47,0.78,2.71,1.26,2.54,2.0,1.0,0.17,-1.02,0.21
16.0,19.0,2.0,0.3,0.7,0.9,5.09,16.03,0.84,2.71,1.18,2.56,2.0,1.0,0.15,-0.84,0.24
15.0,20.0,2.0,0.3,0.7,0.9,4.33,17.73,0.75,2.72,1.33,2.54,2.0,1.0,0.18,-1.23,0.19
16.0,20.0,2.0,0.3,0.7,0.9,4.9,17.29,0.8,2.72,1.25,2.56,2.0,1.0,0.16,-1.03,0.22
17.0,20.0,2.0,0.3,0.7,0.9,5.47,16.85,0.85,2.72,1.17,2.57,2.0,1.0,0.15,-0.86,0.24
15.0,16.0,2.5,0.3,0.7,0.9,3.97,13.57,0.93,2.66,1.06,3.04,2.0,1.0,-0.38,1.83,0.22
16.0,16.0,2.5,0.3,0.7,0.9,4.41,13.23,1.0,2.66,1.0,3.07,2.0,1.0,-0.41,1.8,0.25
15.0,17.0,2.5,0.3,0.7,0.9,3.82,14.8,0.88,2.68,1.13,3.04,2.0,1.0,-0.36,2.0,0.2
16.0,17.0,2.5,0.3,0.7,0.9,4.26,14.46,0.94,2.68,1.06,3.07,2.0,1.0,-0.39,2.0,0.22
15.0,18.0,2.5,0.3,0.7,0.9,3.67,16.02,0.83,2.7,1.2,3.04,2.0,1.0,-0.34,2.15,0.18
16.0,18.0,2.5,0.3,0.7,0.9,4.11,15.68,0.88,2.7,1.12,3.07,2.0,1.0,-0.37,2.18,0.2
17.0,18.0,2.5,0.3,0.7,0.9,4.55,15.34,0.94,2.7,1.05,3.1,2.0,1.0,-0.4,2.16,0.22
18.0,18.0,2.5,0.3,0.7,0.9,5.0,15.0,1.0,2.7,1.0,3.12,2.0,1.0,-0.42,2.12,0.25
15.0,19.0,2.5,0.3,0.7,0.9,3.52,17.25,0.78,2.71,1.26,3.04,2.0,1.0,-0.33,2.29,0.16
16.0,19.0,2.5,0.3,0.7,0.9,3.97,16.91,0.84,2.71,1.18,3.07,2.0,1.0,-0.36,2.34,0.19
17.0,19.0,2.5,0.3,0.7,0.9,4.41,16.56,0.89,2.71,1.11,3.1,2.0,1.0,-0.38,2.35,0.21
18.0,19.0,2.5,0.3,0.7,0.9,4.85,16.22,0.94,2.71,1.05,3.12,2.0,1.0,-0.41,2.33,0.23
19.0,19.0,2.5,0.3,0.7,0.9,5.29,15.88,1.0,2.71,1.0,3.14,2.0,1.0,-0.43,2.28,0.25
15.0,20.0,2.5,0.3,0.7,0.9,3.38,18.48,0.75,2.72,1.33,3.04,2.0,1.0,-0.32,2.42,0.15
16.0,20.0,2.5,0.3,0.7,0.9,3.82,18.13,0.8,2.72,1.25,3.07,2.0,1.0,-0.34,2.5,0.17
17.0,20.0,2.5,0.3,0.7,0.9,4.26,17.79,0.85,2.72,1.17,3.1,2.0,1.0,-0.37,2.53,0.19
18.0,20.0,2.5,0.3,0.7,0.9,4.7,17.45,0.9,2.72,1.11,3.12,2.0,1.0,-0.39,2.53,0.21
19.0,20.0,2.5,0.3,0.7,0.9,5.14,17.1,0.95,2.72,1.05,3.14,2.0,1.0,-0.41,2.5,0.23
15.0,15.0,3.0,0.3,0.7,0.9,3.37,12.93,1.0,2.64,1.0,3.51,2.0,1.0,-0.86,4.15,0.2
16.0,15.0,3.0,0.3,0.7,0.9,3.73,12.65,1.06,2.64,0.93,3.55,2.0,1.0,-0.9,4.04,0.22
17.0,15.0,3.0,0.3,0.7,0.9,4.09,12.36,1.13,2.64,0.88,3.59,2.0,1.0,-0.94,3.9,0.24
15.0,16.0,3.0,0.3,0.7,0.9,3.25,14.13,0.93,2.66,1.06,3.51,2.0,1.0,-0.84,4.61,0.18
16.0,16.0,3.0,0.3,0.7,0.9,3.61,13.85,1.0,2.66,1.0,3.55,2.0,1.0,-0.88,4.55,0.2
17.0,16.0,3.0,0.3,0.7,0.9,3.97,13.57,1.06,2.66,0.94,3.59,2.0,1.0,-0.92,4.43,0.22
18.0,16.0,3.0,0.3,0.7,0.9,4.33,13.29,1.12,2.66,0.88,3.62,2.0,1.0,-0.95,4.28,0.24
15.0,17.0,3.0,0.3,0.7,0.9,3.13,15.34,0.88,2.68,1.13,3.51,2.0,1.0,-0.83,5.07,0.16
16.0,17.0,3.0,0.3,0.7,0.9,3.49,15.06,0.94,2.68,1.06,3.55,2.0,1.0,-0.87,5.03,0.18
17.0,17.0,3.0,0.3,0.7,0.9,3.85,14.77,1.0,2.68,1.0,3.59,2.0,1.0,-0.9,4.95,0.2
18.0,17.0,3.0,0.3,0.7,0.9,4.21,14.49,1.05,2.68,0.94,3.62,2.0,1.0,-0.93,4.83,0.22
19.0,17.0,3.0,0.3,0.7,0.9,4.57,14.21,1.11,2.68,0.89,3.65,2.0,1.0,-0.96,4.67,0.24
15.0,18.0,3.0,0.3,0.7,0.9,3.01,16.54,0.83,2.7,1.2,3.51,2.0,1.0,-0.81,5.51,0.15
16.0,18.0,3.0,0.3,0.7,0.9,3.37,16.26,0.88,2.7,1.12,3.55,2.0,1.0,-0.85,5.51,0.17
17.0,18.0,3.0,0.3,0.7,0.9,3.73,15.98,0.94,2.7,1.05,3.59,2.0,1.0,-0.89,5.46,0.18
18.0,18.0,3.0,0.3,0.7,0.9,4.09,15.7,1.0,2.7,1.0,3.62,2.0,1.0,-0.92,5.36,0.2
19.0,18.0,3.0,0.3,0.7,0.9,4.45,15.42,1.05,2.7,0.94,3.65,2.0,1.0,-0.95,5.22,0.22
20.0,18.0,3.0,0.3,0.7,0.9,4.81,15.14,1.11,2.7,0.9,3.68,2.0,1.0,-0.98,5.06,0.24
15.0,19.0,3.0,0.3,0.7,0.9,2.89,17.75,0.78,2.71,1.26,3.51,2.0,1.0,-0.8,5.95,0.14
16.0,19.0,3.0,0.3,0.7,0.9,3.25,17.46,0.84,2.71,1.18,3.55,2.0,1.0,-0.84,5.98,0.15
17.0,19.0,3.0,0.3,0.7,0.9,3.61,17.18,0.89,2.71,1.11,3.59,2.0,1.0,-0.87,5.95,0.17
18.0,19.0,3.0,0.3,0.7,0.9,3.97,16.9,0.94,2.71,1.05,3.62,2.0,1.0,-0.9,5.88,0.19
19.0,19.0,3.0,0.3,0.7,0.9,4.33,16.62,1.0,2.71,1.0,3.65,2.0,1.0,-0.93,5.77,0.2
20.0,19.0,3.0,0.3,0.7,0.9,4.69,16.34,1.05,2.71,0.95,3.68,2.0,1.0,-0.96,5.62,0.22
15.0,20.0,3.0,0.3,0.7,0.9,2.77,18.95,0.75,2.72,1.33,3.51,2.0,1.0,-0.78,6.37,0.12
16.0,20.0,3.0,0.3,0.7,0.9,3.13,18.67,0.8,2.72,1.25,3.55,2.0,1.0,-0.82,6.43,0.14
17.0,20.0,3.0,0.3,0.7,0.9,3.49,18.39,0.85,2.72,1.17,3.59,2.0,1.0,-0.86,6.43,0.15
18.0,20.0,3.0,0.3,0.7,0.9,3.85,18.11,0.9,2.72,1.11,3.62,2.0,1.0,-0.89,6.39,0.17
19.0,20.0,3.0,0.3,0.7,0.9,4.21,17.83,0.95,2.72,1.05,3.65,2.0,1.0,-0.92,6.3,0.19
20.0,20.0,3.0,0.3,0.7,0.9,4.57,17.55,1.0,2.72,1.0,3.68,2.0,1.0,-0.95,6.18,0.2
15.0,17.0,1.5,0.5,0.7,0.9,4.59,14.2,0.88,1.71,1.13,1.99,2.0,1.0,-0.27,1.3,0.24
15.0,18.0,1.5,0.5,0.7,0.9,4.09,15.7,0.83,1.72,1.2,1.99,2.0,1.0,-0.26,1.55,0.2
16.0,18.0,1.5,0.5,0.7,0.9,5.0,14.99,0.88,1.72,1.12,2.0,2.0,1.0,-0.27,1.38,0.25
15.0,19.0,1.5,0.5,0.7,0.9,3.6,17.2,0.78,1.72,1.26,1.99,2.0,1.0,-0.26,1.79,0.17
16.0,19.0,1.5,0.5,0.7,0.9,4.5,16.49,0.84,1.72,1.18,2.0,2.0,1.0,-0.27,1.63,0.21
15.0,20.0,1.5,0.5,0.7,0.9,3.1,18.7,0.75,1.73,1.33,1.99,2.0,1.0,-0.26,2.03,0.14
16.0,20.0,1.5,0.5,0.7,0.9,4.0,17.99,0.8,1.73,1.25,2.0,2.0,1.0,-0.26,1.88,0.18
17.0,20.0,1.5,0.5,0.7,0.9,4.9,17.3,0.85,1.73,1.17,2.0,2.0,1.0,-0.27,1.71,0.22
15.0,15.0,2.0,0.5,0.7,0.9,3.86,12.55,1.0,1.7,1.0,2.54,2.0,1.0,-0.83,3.62,0.23
15.0,16.0,2.0,0.5,0.7,0.9,3.51,13.93,0.93,1.71,1.06,2.54,2.0,1.0,-0.82,4.31,0.2
16.0,16.0,2.0,0.5,0.7,0.9,4.13,13.44,1.0,1.71,1.0,2.56,2.0,1.0,-0.84,3.93,0.23
15.0,17.0,2.0,0.5,0.7,0.9,3.17,15.31,0.88,1.71,1.13,2.54,2.0,1.0,-0.82,4.99,0.17
16.0,17.0,2.0,0.5,0.7,0.9,3.79,14.82,0.94,1.71,1.06,2.56,2.0,1.0,-0.84,4.63,0.2
17.0,17.0,2.0,0.5,0.7,0.9,4.41,14.34,1.0,1.71,1.0,2.57,2.0,1.0,-0.85,4.25,0.23
15.0,18.0,2.0,0.5,0.7,0.9,2.82,16.68,0.83,1.72,1.2,2.54,2.0,1.0,-0.81,5.67,0.14
16.0,18.0,2.0,0.5,0.7,0.9,3.44,16.2,0.88,1.72,1.12,2.56,2.0,1.0,-0.83,5.33,0.17
17.0,18.0,2.0,0.5,0.7,0.9,4.06,15.72,0.94,1.72,1.05,2.57,2.0,1.0,-0.85,4.96,0.2
18.0,18.0,2.0,0.5,0.7,0.9,4.68,15.24,1.0,1.72,1.0,2.58,2.0,1.0,-0.86,4.57,0.23
15.0,19.0,2.0,0.5,0.7,0.9,2.48,18.06,0.78,1.72,1.26,2.54,2.0,1.0,-0.81,6.35,0.12
16.0,19.0,2.0,0.5,0.7,0.9,3.1,17.58,0.84,1.72,1.18,2.56,2.0,1.0,-0.83,6.03,0.15
17.0,19.0,2.0,0.5,0.7,0.9,3.72,17.1,0.89,1.72,1.11,2.57,2.0,1.0,-0.84,5.67,0.17
18.0,19.0,2.0,0.5,0.7,0.9,4.34,16.62,0.94,1.72,1.05,2.58,2.0,1.0,-0.86,5.29,0.2
19.0,19.0,2.0,0.5,0.7,0.9,4.96,16.13,1.0,1.72,1.0,2.6,2.0,1.0,-0.87,4.89,0.23
15.0,20.0,2.0,0.5,0.7,0.9,2.13,19.44,0.75,1.73,1.33,2.54,2.0,1.0,-0.81,7.02,0.09
16.0,20.0,2.0,0.5,0.7,0.9,2.75,18.96,0.8,1.73,1.25,2.56,2.0,1.0,-0.82,6.71,0.12
17.0,20.0,2.0,0.5,0.7,0.9,3.37,18.48,0.85,1.73,1.17,2.57,2.0,1.0,-0.84,6.38,0.15
18.0,20.0,2.0,0.5,0.7,0.9,4.0,18.0,0.9,1.73,1.11,2.58,2.0,1.0,-0.85,6.01,0.18
19.0,20.0,2.0,0.5,0.7,0.9,4.62,17.51,0.95,1.73,1.05,2.6,2.0,1.0,-0.87,5.62,0.2
20.0,20.0,2.0,0.5,0.7,0.9,5.24,17.03,1.0,1.73,1.0,2.61,2.0,1.0,-0.88,5.21,0.23
15.0,15.0,2.5,0.5,0.7,0.9,2.94,13.26,1.0,1.7,1.0,3.04,2.0,1.0,-1.33,6.91,0.18
16.0,15.0,2.5,0.5,0.7,0.9,3.42,12.89,1.06,1.7,0.93,3.07,2.0,1.0,-1.36,6.48,0.2
17.0,15.0,2.5,0.5,0.7,0.9,3.89,12.52,1.13,1.7,0.88,3.1,2.0,1.0,-1.39,6.01,0.23
15.0,16.0,2.5,0.5,0.7,0.9,2.68,14.57,0.93,1.71,1.06,3.04,2.0,1.0,-1.33,7.93,0.15
16.0,16.0,2.5,0.5,0.7,0.9,3.15,14.21,1.0,1.71,1.0,3.07,2.0,1.0,-1.36,7.53,0.18
17.0,16.0,2.5,0.5,0.7,0.9,3.63,13.84,1.06,1.71,0.94,3.1,2.0,1.0,-1.38,7.08,0.2
18.0,16.0,2.5,0.5,0.7,0.9,4.1,13.47,1.12,1.71,0.88,3.12,2.0,1.0,-1.41,6.6,0.23
15.0,17.0,2.5,0.5,0.7,0.9,2.42,15.89,0.88,1.71,1.13,3.04,2.0,1.0,-1.32,8.95,0.13
16.0,17.0,2.5,0.5,0.7,0.9,2.89,15.52,0.94,1.71,1.06,3.07,2.0,1.0,-1.35,8.57,0.15
17.0,17.0,2.5,0.5,0.7,0.9,3.36,15.15,1.0,1.71,1.0,3.1,2.0,1.0,-1.38,8.15,0.18
18.0,17.0,2.5,0.5,0.7,0.9,3.84,14.78,1.05,1.71,0.94,3.12,2.0,1.0,-1.4,7.69,0.2
19.0,17.0,2.5,0.5,0.7,0.9,4.31,14.42,1.11,1.71,0.89,3.14,2.0,1.0,-1.42,7.2,0.23
15.0,18.0,2.5,0.5,0.7,0.9,2.15,17.21,0.83,1.72,1.2,3.04,2.0,1.0,-1.32,9.97,0.11
16.0,18.0,2.5,0.5,0.7,0.9,2.63,16.84,0.88,1.72,1.12,3.07,2.0,1.0,-1.35,9.61,0.13
17.0,18.0,2.5,0.5,0.7,0.9,3.1,16.47,0.94,1.72,1.05,3.1,2.0,1.0,-1.37,9.21,0.15
18.0,18.0,2.5,0.5,0.7,0.9,3.57,16.1,1.0,1.72,1.0,3.12,2.0,1.0,-1.4,8.77,0.18
19.0,18.0,2.5,0.5,0.7,0.9,4.05,15.73,1.05,1.72,0.94,3.14,2.0,1.0,-1.42,8.3,0.2
20.0,18.0,2.5,0.5,0.7,0.9,4.52,15.36,1.11,1.72,0.9,3.16,2.0,1.0,-1.44,7.81,0.22
15.0,19.0,2.5,0.5,0.7,0.9,1.89,18.52,0.78,1.72,1.26,3.04,2.0,1.0,-1.32,10.98,0.09
16.0,19.0,2.5,0.5,0.7,0.9,2.36,18.15,0.84,1.72,1.18,3.07,2.0,1.0,-1.34,10.65,0.11
17.0,19.0,2.5,0.5,0.7,0.9,2.84,17.78,0.89,1.72,1.11,3.1,2.0,1.0,-1.37,10.27,0.13
18.0,19.0,2.5,0.5,0.7,0.9,3.31,17.42,0.94,1.72,1.05,3.12,2.0,1.0,-1.39,9.85,0.15
19.0,19.0,2.5,0.5,0.7,0.9,3.78,17.05,1.0,1.72,1.0,3.14,2.0,1.0,-1.41,9.4,0.18
20.0,19.0,2.5,0.5,0.7,0.9,4.26,16.68,1.05,1.72,0.95,3.16,2.0,1.0,-1.43,8.92,0.2
15.0,20.0,2.5,0.5,0.7,0.9,1.63,19.84,0.75,1.73,1.33,3.04,2.0,1.0,-1.31,12.0,0.07
16.0,20.0,2.5,0.5,0.7,0.9,2.1,19.47,0.8,1.73,1.25,3.07,2.0,1.0,-1.34,11.69,0.09
17.0,20.0,2.5,0.5,0.7,0.9,2.57,19.1,0.85,1.73,1.17,3.1,2.0,1.0,-1.37,11.33,0.11
18.0,20.0,2.5,0.5,0.7,0.9,3.05,18.73,0.9,1.73,1.11,3.12,2.0,1.0,-1.39,10.93,0.14
19.0,20.0,2.5,0.5,0.7,0.9,3.52,18.36,0.95,1.73,1.05,3.14,2.0,1.0,-1.41,10.5,0.16
20.0,20.0,2.5,0.5,0.7,0.9,4.0,18.0,1.0,1.73,1.0,3.16,2.0,1.0,-1.43,10.03,0.18
15.0,15.0,3.0,0.5,0.7,0.9,2.38,13.7,1.0,1.7,1.0,3.51,2.0,1.0,-1.8,10.22,0.14
16.0,15.0,3.0,0.5,0.7,0.9,2.76,13.4,1.06,1.7,0.93,3.55,2.0,1.0,-1.84,9.82,0.17
17.0,15.0,3.0,0.5,0.7,0.9,3.14,13.1,1.13,1.7,0.88,3.59,2.0,1.0,-1.88,9.37,0.19
18.0,15.0,3.0,0.5,0.7,0.9,3.53,12.8,1.2,1.7,0.83,3.62,2.0,1.0,-1.91,8.88,0.21
19.0,15.0,3.0,0.5,0.7,0.9,3.91,12.51,1.26,1.7,0.78,3.65,2.0,1.0,-1.94,8.35,0.23
15.0,16.0,3.0,0.5,0.7,0.9,2.17,14.97,0.93,1.71,1.06,3.51,2.0,1.0,-1.8,11.53,0.12
16.0,16.0,3.0,0.5,0.7,0.9,2.55,14.68,1.0,1.71,1.0,3.55,2.0,1.0,-1.84,11.16,0.14
17.0,16.0,3.0,0.5,0.7,0.9,2.93,14.38,1.06,1.71,0.94,3.59,2.0,1.0,-1.87,10.74,0.16
18.0,16.0,3.0,0.5,0.7,0.9,3.31,14.08,1.12,1.71,0.88,3.62,2.0,1.0,-1.9,10.28,0.19
19.0,16.0,3.0,0.5,0.7,0.9,3.7,13.78,1.18,1.71,0.84,3.65,2.0,1.0,-1.93,9.78,0.21
20.0,16.0,3.0,0.5,0.7,0.9,4.08,13.48,1.25,1.71,0.8,3.68,2.0,1.0,-1.96,9.24,0.23
15.0,17.0,3.0,0.5,0.7,0.9,1.95,16.25,0.88,1.71,1.13,3.51,2.0,1.0,-1.79,12.84,0.1
16.0,17.0,3.0,0.5,0.7,0.9,2.34,15.95,0.94,1.71,1.06,3.55,2.0,1.0,-1.83,12.5,0.12
17.0,17.0,3.0,0.5,0.7,0.9,2.72,15.65,1.0,1.71,1.0,3.59,2.0,1.0,-1.87,12.11,0.14
18.0,17.0,3.0,0.5,0.7,0.9,3.1,15.36,1.05,1.71,0.94,3.62,2.0,1.0,-1.9,11.67,0.16
19.0,17.0,3.0,0.5,0.7,0.9,3.48,15.06,1.11,1.71,0.89,3.65,2.0,1.0,-1.93,11.19,0.18
20.0,17.0,3.0,0.5,0.7,0.9,3.87,14.76,1.17,1.71,0.85,3.68,2.0,1.0,-1.96,10.68,0.2
15.0,18.0,3.0,0.5,0.7,0.9,1.74,17.53,0.83,1.72,1.2,3.51,2.0,1.0,-1.79,14.14,0.09
16.0,18.0,3.0,0.5,0.7,0.9,2.12,17.23,0.88,1.72,1.12,3.55,2.0,1.0,-1.83,13.83,0.1
17.0,18.0,3.0,0.5,0.7,0.9,2.51,16.93,0.94,1.72,1.05,3.59,2.0,1.0,-1.86,13.47,0.12
18.0,18.0,3.0,0.5,0.7,0.9,2.89,16.63,1.0,1.72,1.0,3.62,2.0,1.0,-1.9,13.06,0.14
19.0,18.0,3.0,0.5,0.7,0.9,3.27,16.34,1.05,1.72,0.94,3.65,2.0,1.0,-1.93,12.6,0.16
20.0,18.0,3.0,0.5,0.7,0.9,3.65,16.04,1.11,1.72,0.9,3.68,2.0,1.0,-1.95,12.12,0.18
15.0,19.0,3.0,0.5,0.7,0.9,1.53,18.8,0.78,1.72,1.26,3.51,2.0,1.0,-1.78,15.44,0.07
16.0,19.0,3.0,0.5,0.7,0.9,1.91,18.51,0.84,1.72,1.18,3.55,2.0,1.0,-1.82,15.17,0.09
17.0,19.0,3.0,0.5,0.7,0.9,2.29,18.21,0.89,1.72,1.11,3.59,2.0,1.0,-1.86,14.83,0.11
18.0,19.0,3.0,0.5,0.7,0.9,2.68,17.91,0.94,1.72,1.05,3.62,2.0,1.0,-1.89,14.44,0.13
19.0,19.0,3.0,0.5,0.7,0.9,3.06,17.61,1.0,1.72,1.0,3.65,2.0,1.0,-1.92,14.01,0.14
20.0,19.0,3.0,0.5,0.7,0.9,3.44,17.31,1.05,1.72,0.95,3.68,2.0,1.0,-1.95,13.55,0.16
15.0,20.0,3.0,0.5,0.7,0.9,1.31,20.08,0.75,1.73,1.33,3.51,2.0,1.0,-1.78,16.74,0.06
16.0,20.0,3.0,0.5,0.7,0.9,1.7,19.78,0.8,1.73,1.25,3.55,2.0,1.0,-1.82,16.5,0.07
17.0,20.0,3.0,0.5,0.7,0.9,2.08,19.48,0.85,1.73,1.17,3.59,2.0,1.0,-1.86,16.19,0.09
18.0,20.0,3.0,0.5,0.7,0.9,2.46,19.19,0.9,1.73,1.11,3.62,2.0,1.0,-1.89,15.83,0.11
