r1,r2,a11,a22,a12,a21,valid_outcome,coexistence,competitive_exclusion,has_rare_species,nu
9.14628762357152,4.643375504149598,0.7738069746880524,1.9021823769826325,2.657746794989767,2.1269023453606715,True,False,True,True,0.9344859750088883
14.651236942904555,16.28525355203462,1.192699870152846,2.704698084354261,0.3176050695847531,2.5448308243139914,True,False,True,True,10724916.054475382
18.05555349157891,18.4913738620916,0.22921560524365422,2.55857734878498,1.158050004224102,1.6024406983281092,True,False,True,True,979994.7651189601
10.959647123157662,1.3177610409836218,0.42216250927065874,0.08195678850809164,0.9439756499161386,0.21263065281182394,False,False,False,False,
9.53930139962154,12.19038360807471,0.8087128767318015,2.8241083770442823,0.3276870317230251,2.134805935567729,True,False,True,True,282234.35336202325
19.420939363329666,8.243836679215539,0.7730874950603912,2.7992331545390865,0.5287420556114164,0.15038165724519162,True,True,False,True,-69435725.99492565
15.814430875972183,18.00135936279928,2.470607510983237,2.6997340024980967,2.7721875661146105,1.8734754826866868,True,False,True,True,150.32785110145542
5.829786297610132,14.265991892462706,2.793713663808212,2.6980923933967516,1.9251891089897495,1.4563403409191666,True,False,True,True,-114.33607730169126
3.2042069736212673,15.06333426439175,2.0787007833476054,0.62059788186815,2.074527887837058,1.0705073276349362,True,False,True,True,57.41267392566957
1.8902364820566775,1.7479978933723768,1.1698999287552494,2.7447351372560003,1.5557184224984162,1.4026141177182634,True,False,True,True,1.1679774872613597
18.886907320270552,9.478843717882897,1.8324335798099671,2.4048573804973614,0.7154867874349157,2.7445773738575703,True,False,True,True,4017.439491444471
14.400216659996481,3.001784808670428,2.542761406306877,0.3096680824471928,0.15157819913276743,0.9929616062637535,True,False,True,True,-18342.716644380675
13.495733876772844,8.018965096431373,2.529921058646561,2.1861140762065996,2.5711851890729407,2.919539345448026,True,False,True,True,0.3158123279180024
4.277391660443549,10.813932053013614,2.0524562266100186,0.8509045860146256,0.24296866418715587,0.4408389056916305,True,True,False,True,-13172.230434571806
8.79594129025052,14.95897487048345,2.4286412435302234,0.9136530051183833,1.3168834461947547,2.7148684861951953,True,False,True,True,2.892115803720845
17.889363088746176,16.830210529089495,1.3435285863549826,2.6549489458752618,1.5940329888083264,2.5261038633178696,True,False,True,True,5547.493086739706
12.962922596288276,19.387740067236212,1.3296443937383822,1.0983499774138716,0.07438997290645251,2.1473089354280526,True,False,True,True,344865598.47944456
3.5942524813205754,3.052208483294656,1.624226921973315,0.5773882947251603,2.3440407543942277,2.307329400860468,False,False,False,False,
13.99192286675863,19.259090284921605,0.9298320561456274,2.7513919851509865,1.6704547005072667,1.8676946491651771,True,False,True,True,14536.071760625524
6.108623184524943,19.84944207824528,1.8925966446820017,0.7252366880442774,1.516193430726642,2.9759377747370754,True,False,True,True,0.41463746971709037
12.41185347842427,15.24853532002457,1.0955654325155098,2.680504621462951,1.5623248179651978,1.3850856771268578,True,False,True,True,3278.4865713389536
16.143089513267373,15.668008140363911,2.131600687417838,1.4287958168740165,0.9530954797760187,2.3189390625673196,True,False,True,True,696.8930226889696
16.76042088897629,11.940133494058525,2.0328698755515497,0.11104087627438848,0.8573716391266539,0.7092416834663191,True,False,True,True,2950674.8988225516
16.852401087293405,18.742913451939174,1.8892665143234593,2.5235568526569234,0.8530076885933532,1.3023394994682969,True,True,False,False,437073.63690360787
7.673112674563165,12.32312746837161,1.1434996038803993,2.4256711500241397,1.5154602301642228,2.407495895737782,False,False,False,False,
7.37970609954395,8.954844061250297,1.6734441975500138,0.9877534520645247,1.6799307415166214,1.5096758829114971,True,False,True,True,9.324592728181887
10.161350748926115,9.912455982125548,0.5100700029542357,0.22645747992173368,2.5380267489739916,0.5617250930528257,False,False,False,False,
5.693965975429184,11.906288747326876,1.4564137709427964,1.6376244542189562,0.9335627181326952,1.4590748983020039,True,False,True,True,-604.0092036544328
