scenario,n_cases,n_cases_raw,coexistence_count,competitive_exclusion_count,better_metric,better_score,worse_score,nu_auc,nu_mcc,nu_accuracy,nu_threshold,nu_direction,TP_nu,TN_nu,FP_nu,FN_nu,nu_C_auc,nu_C_mcc,nu_C_accuracy,nu_C_threshold,nu_C_direction,TP_nu_C,TN_nu_C,FP_nu_C,FN_nu_C,model
rarity,14995,14995,1681,13314,nu_C,0.7692751306765423,0.6783035877930197,0.6783035877930197,0.2501024890282236,0.8632210736912304,-4.0345407594229465,below,490,12454,860,1191,0.7692751306765423,0.42811467693933336,0.910703567855952,0.3617682101742884,below,396,13260,54,1285,bevertonHolt
