r1,r2,a11,a12,a21,a22,N1,N2,FE1,S1,FE2,S2,Rank,Coexist,Asy,cor_sos,Rare,PGR1,PGR2,A1,A2,B,C
20.0,17.0,0.3,1.0,0.5,0.9,0.0,17.77777777777778,1.1764705882352942,0.9053254437869822,0.85,0.6122448979591836,2.0,0.0,0.2930805458277986,-2.6051604073582104,0.0,,0.0,True,False,False,False
20.0,18.0,0.3,1.0,0.5,0.9,0.0,18.88888888888889,1.1111111111111112,0.9050279329608938,0.9,0.6122448979591836,2.0,0.0,0.2927830350017102,-2.7651731083494853,0.0,,0.0,True,False,False,False
17.0,15.0,0.1,1.0,0.7,0.9,0.0,15.555555555555555,1.1333333333333333,0.9060402684563758,0.8823529411764706,0.1504424778761062,2.0,0.0,0.7555977905802695,-5.876871704513207,0.0,,0.0,True,False,False,False
18.0,15.0,0.1,1.0,0.7,0.9,0.0,15.555555555555555,1.2,0.9060402684563758,0.8333333333333334,0.15,2.0,0.0,0.7560402684563757,-5.880313199105144,0.0,,0.0,True,False,False,False
19.0,15.0,0.1,1.0,0.7,0.9,0.0,15.555555555555555,1.2666666666666666,0.9060402684563758,0.7894736842105263,0.1496062992125984,2.0,0.0,0.7564339692437774,-5.88337531634049,0.0,,0.0,True,False,False,False
20.0,15.0,0.1,1.0,0.7,0.9,0.0,15.555555555555555,1.3333333333333333,0.9060402684563758,0.75,0.1492537313432836,2.0,0.0,0.7567865371130922,-5.886117510879606,0.0,,0.0,True,False,False,False
18.0,16.0,0.1,1.0,0.7,0.9,0.0,16.666666666666668,1.125,0.9056603773584904,0.8888888888888888,0.15,2.0,0.0,0.7556603773584905,-6.297169811320754,0.0,,0.0,True,False,False,False
19.0,16.0,0.1,1.0,0.7,0.9,0.0,16.666666666666668,1.1875,0.9056603773584904,0.8421052631578947,0.1496062992125984,2.0,0.0,0.756054078145892,-6.300450651215767,0.0,,0.0,True,False,False,False
20.0,16.0,0.1,1.0,0.7,0.9,0.0,16.666666666666668,1.25,0.9056603773584904,0.8,0.1492537313432836,2.0,0.0,0.7564066460152068,-6.303388716793391,0.0,,0.0,True,False,False,False
19.0,17.0,0.1,1.0,0.7,0.9,0.0,17.77777777777778,1.1176470588235294,0.9053254437869822,0.8947368421052632,0.1496062992125984,2.0,0.0,0.7557191445743838,-6.717503507327856,0.0,,0.0,True,False,False,False
20.0,17.0,0.1,1.0,0.7,0.9,0.0,17.77777777777778,1.1764705882352942,0.9053254437869822,0.85,0.1492537313432836,2.0,0.0,0.7560717124436986,-6.720637443943987,0.0,,0.0,True,False,False,False
20.0,18.0,0.1,1.0,0.7,0.9,0.0,18.88888888888889,1.1111111111111112,0.9050279329608938,0.9,0.1492537313432836,2.0,0.0,0.7557742016176101,-7.137867459721874,0.0,,0.0,True,False,False,False
17.0,15.0,0.3,1.0,0.7,0.9,0.0,15.555555555555555,1.1333333333333333,0.9060402684563758,0.8823529411764706,0.4434782608695652,2.0,0.0,0.4625620075868105,-3.5977045034529707,0.0,,0.0,True,False,False,False
18.0,15.0,0.3,1.0,0.7,0.9,0.0,15.555555555555555,1.2,0.9060402684563758,0.8333333333333334,0.442622950819672,2.0,0.0,0.4634173176367037,-3.60435691495214,0.0,,0.0,True,False,False,False
19.0,15.0,0.3,1.0,0.7,0.9,0.0,15.555555555555555,1.2666666666666666,0.9060402684563758,0.7894736842105263,0.4418604651162791,2.0,0.0,0.4641798033400967,-3.610287359311863,0.0,,0.0,True,False,False,False
20.0,15.0,0.3,1.0,0.7,0.9,0.0,15.555555555555555,1.3333333333333333,0.9060402684563758,0.75,0.4411764705882353,2.0,0.0,0.4648637978681404,-3.615607316752204,0.0,,0.0,True,False,False,False
18.0,16.0,0.3,1.0,0.7,0.9,0.0,16.666666666666668,1.125,0.9056603773584904,0.8888888888888888,0.442622950819672,2.0,0.0,0.4630374265388184,-3.858645221156821,0.0,,0.0,True,False,False,False
19.0,16.0,0.3,1.0,0.7,0.9,0.0,16.666666666666668,1.1875,0.9056603773584904,0.8421052631578947,0.4418604651162791,2.0,0.0,0.4637999122422114,-3.864999268685095,0.0,,0.0,True,False,False,False
20.0,16.0,0.3,1.0,0.7,0.9,0.0,16.666666666666668,1.25,0.9056603773584904,0.8,0.4411764705882353,2.0,0.0,0.4644839067702552,-3.87069922308546,0.0,,0.0,True,False,False,False
19.0,17.0,0.3,1.0,0.7,0.9,0.0,17.77777777777778,1.1176470588235294,0.9053254437869822,0.8947368421052632,0.4418604651162791,2.0,0.0,0.4634649786707031,-4.119688699295139,0.0,,0.0,True,False,False,False
20.0,17.0,0.3,1.0,0.7,0.9,0.0,17.77777777777778,1.1764705882352942,0.9053254437869822,0.85,0.4411764705882353,2.0,0.0,0.4641489731987469,-4.125768650655528,0.0,,0.0,True,False,False,False
20.0,18.0,0.3,1.0,0.7,0.9,0.0,18.88888888888889,1.1111111111111112,0.9050279329608938,0.9,0.4411764705882353,2.0,0.0,0.4638514623726585,-4.380819366852887,0.0,,0.0,True,False,False,False
17.0,15.0,0.5,1.0,0.7,0.9,0.0,15.555555555555555,1.1333333333333333,0.9060402684563758,0.8823529411764706,0.7264957264957266,2.0,0.0,0.1795445419606491,-1.3964575485828268,0.0,,0.0,True,False,False,False
18.0,15.0,0.5,1.0,0.7,0.9,0.0,15.555555555555555,1.2,0.9060402684563758,0.8333333333333334,0.7258064516129034,2.0,0.0,0.1802338168434724,-1.4018185754492298,0.0,,0.0,True,False,False,False
19.0,15.0,0.5,1.0,0.7,0.9,0.0,15.555555555555555,1.2666666666666666,0.9060402684563758,0.7894736842105263,0.7251908396946565,2.0,0.0,0.1808494287617192,-1.4066066681467055,0.0,,0.0,True,False,False,False
20.0,15.0,0.5,1.0,0.7,0.9,0.0,15.555555555555555,1.3333333333333333,0.9060402684563758,0.75,0.7246376811594204,2.0,0.0,0.1814025872969553,-1.4109090123096528,0.0,,0.0,True,False,False,False
