k,r1,r2,a11,a12,a21,a22,cor_sos,nu_sign,coexist,left_PGR1_dominant,right_PGR1_dominant,curve_cross
0.25,17.0,18.0,1.5,0.5,1.0,0.5,7.771422980431968,positive,1,0,0,0
0.25,18.0,18.0,1.5,0.5,1.0,0.5,7.807886989726435,positive,1,0,0,0
0.25,19.0,18.0,1.5,0.5,1.0,0.5,6.461531573835867,positive,1,1,0,1
0.25,20.0,18.0,1.5,0.5,1.0,0.5,5.097557015985099,positive,1,1,0,1
0.25,15.0,19.0,1.5,0.5,1.0,0.5,8.129031237505139,positive,1,0,0,0
0.25,16.0,19.0,1.5,0.5,1.0,0.5,8.181816646075447,positive,1,0,0,0
0.25,17.0,19.0,1.5,0.5,1.0,0.5,8.228568742650333,positive,1,0,0,0
0.25,18.0,19.0,1.5,0.5,1.0,0.5,8.270264489619834,positive,1,0,0,0
0.25,19.0,19.0,1.5,0.5,1.0,0.5,8.304674587440575,positive,1,0,0,0
0.25,20.0,19.0,1.5,0.5,1.0,0.5,6.951212294801825,positive,1,1,0,1
0.25,15.0,20.0,1.5,0.5,1.0,0.5,8.580644420533421,positive,0,0,0,0
0.25,16.0,20.0,1.5,0.5,1.0,0.5,8.636362619145231,positive,1,0,0,0
0.25,17.0,20.0,1.5,0.5,1.0,0.5,8.685712461593518,positive,1,0,0,0
0.25,18.0,20.0,1.5,0.5,1.0,0.5,8.729727024849062,positive,1,0,0,0
0.25,19.0,20.0,1.5,0.5,1.0,0.5,8.769224501366793,positive,1,0,0,0
0.25,20.0,20.0,1.5,0.5,1.0,0.5,8.801769526070299,positive,1,0,0,0
0.25,15.0,15.0,2.0,0.5,1.0,0.5,12.24640627962604,positive,1,0,0,0
0.25,16.0,15.0,2.0,0.5,1.0,0.5,11.029401261815888,positive,1,1,0,1
0.25,17.0,15.0,2.0,0.5,1.0,0.5,9.7777723162753,positive,1,1,0,1
0.25,18.0,15.0,2.0,0.5,1.0,0.5,8.499996232103541,positive,1,1,0,1
0.25,19.0,15.0,2.0,0.5,1.0,0.5,7.1999966383560485,positive,1,1,0,1
0.25,20.0,15.0,2.0,0.5,1.0,0.5,5.880949494138341,positive,1,1,0,1
0.25,15.0,16.0,2.0,0.5,1.0,0.5,13.124990753678528,positive,1,0,0,0
0.25,16.0,16.0,2.0,0.5,1.0,0.5,13.231550911786366,positive,1,0,0,0
0.25,17.0,16.0,2.0,0.5,1.0,0.5,11.999989050287422,positive,1,1,0,1
0.25,18.0,16.0,2.0,0.5,1.0,0.5,10.736836491105633,positive,1,1,0,1
0.25,19.0,16.0,2.0,0.5,1.0,0.5,9.449995655763958,positive,1,1,0,1
0.25,20.0,16.0,2.0,0.5,1.0,0.5,8.142853965747522,positive,1,1,0,1
0.25,15.0,17.0,2.0,0.5,1.0,0.5,13.999995761299598,positive,1,0,0,0
0.25,16.0,17.0,2.0,0.5,1.0,0.5,14.117637193252508,positive,1,0,0,0
0.25,17.0,17.0,2.0,0.5,1.0,0.5,14.21833515888209,positive,1,0,0,0
0.25,18.0,17.0,2.0,0.5,1.0,0.5,12.973672831919474,positive,1,1,0,1
0.25,19.0,17.0,2.0,0.5,1.0,0.5,11.699993628209125,positive,1,1,0,1
0.25,20.0,17.0,2.0,0.5,1.0,0.5,10.40475749699782,positive,1,1,0,1
0.25,15.0,18.0,2.0,0.5,1.0,0.5,14.874997343421338,positive,1,0,0,0
0.25,16.0,18.0,2.0,0.5,1.0,0.5,14.999995338285885,positive,1,0,0,0
0.25,17.0,18.0,2.0,0.5,1.0,0.5,15.111100050892908,positive,1,0,0,0
0.25,18.0,18.0,2.0,0.5,1.0,0.5,15.2065008769666,positive,1,0,0,0
0.25,19.0,18.0,2.0,0.5,1.0,0.5,13.949987596596072,positive,1,1,0,1
0.25,20.0,18.0,2.0,0.5,1.0,0.5,12.666660120613708,positive,1,1,0,1
0.25,15.0,19.0,2.0,0.5,1.0,0.5,15.74999782577476,positive,1,0,0,0
0.25,16.0,19.0,2.0,0.5,1.0,0.5,15.882349865873785,positive,1,0,0,0
0.25,17.0,19.0,2.0,0.5,1.0,0.5,15.999994929554312,positive,1,0,0,0
0.25,18.0,19.0,2.0,0.5,1.0,0.5,16.105251557899614,positive,1,0,0,0
0.25,19.0,19.0,2.0,0.5,1.0,0.5,16.195839621461975,positive,1,0,0,0
0.25,20.0,19.0,2.0,0.5,1.0,0.5,14.928558010104911,positive,1,1,0,1
0.25,15.0,20.0,2.0,0.5,1.0,0.5,16.624998577262506,positive,0,0,0,0
0.25,16.0,20.0,2.0,0.5,1.0,0.5,16.764703813945285,positive,1,0,0,0
0.25,17.0,20.0,2.0,0.5,1.0,0.5,16.888885387315796,positive,1,0,0,0
0.25,18.0,20.0,2.0,0.5,1.0,0.5,16.999994535900434,positive,1,0,0,0
0.25,19.0,20.0,2.0,0.5,1.0,0.5,17.099987895492436,positive,1,0,0,0
0.25,20.0,20.0,2.0,0.5,1.0,0.5,17.186185033538347,positive,1,0,0,0
0.25,15.0,15.0,2.5,0.5,1.0,0.5,17.813913708277216,positive,1,0,0,0
0.25,16.0,15.0,2.5,0.5,1.0,0.5,16.714271358337626,positive,1,1,0,1
0.25,17.0,15.0,2.5,0.5,1.0,0.5,15.567559992176715,positive,1,1,0,1
0.25,18.0,15.0,2.5,0.5,1.0,0.5,14.384609962045976,positive,1,1,0,1
0.25,19.0,15.0,2.5,0.5,1.0,0.5,13.170727975036709,positive,1,1,0,1
0.25,20.0,15.0,2.5,0.5,1.0,0.5,11.9302288126173,positive,1,1,0,1
0.25,15.0,16.0,2.5,0.5,1.0,0.5,19.09089529341272,positive,1,0,0,0
0.25,16.0,16.0,2.5,0.5,1.0,0.5,19.281261521189258,positive,1,0,0,0
0.25,17.0,16.0,2.5,0.5,1.0,0.5,18.162146521168687,positive,1,1,0,1
0.25,18.0,16.0,2.5,0.5,1.0,0.5,16.999992204358065,positive,1,1,0,1
0.25,19.0,16.0,2.5,0.5,1.0,0.5,15.804872429105542,positive,1,1,0,1
0.25,20.0,16.0,2.5,0.5,1.0,0.5,14.581390790626626,positive,1,1,0,1
0.25,15.0,17.0,2.5,0.5,1.0,0.5,20.363629675057293,positive,1,0,0,0
0.25,16.0,17.0,2.5,0.5,1.0,0.5,20.57141422325393,positive,1,0,0,0
0.25,17.0,17.0,2.5,0.5,1.0,0.5,20.75212542528425,positive,1,0,0,0
0.25,18.0,17.0,2.5,0.5,1.0,0.5,19.61536772069332,positive,1,1,0,1
0.25,19.0,17.0,2.5,0.5,1.0,0.5,18.43901551268206,positive,1,1,0,1
0.25,20.0,17.0,2.5,0.5,1.0,0.5,17.23255229632078,positive,1,1,0,1
0.25,15.0,18.0,2.5,0.5,1.0,0.5,21.63635919487456,positive,1,0,0,0
0.25,16.0,18.0,2.5,0.5,1.0,0.5,21.857135711986377,positive,1,0,0,0
0.25,17.0,18.0,2.5,0.5,1.0,0.5,22.05403832899736,positive,1,0,0,0
0.25,18.0,18.0,2.5,0.5,1.0,0.5,22.22596539070652,positive,1,0,0,0
0.25,19.0,18.0,2.5,0.5,1.0,0.5,21.073152617961405,positive,1,1,0,1
0.25,20.0,18.0,2.5,0.5,1.0,0.5,19.883711844585243,positive,1,1,0,1
0.25,15.0,19.0,2.5,0.5,1.0,0.5,22.90908821195463,positive,1,0,0,0
0.25,16.0,19.0,2.5,0.5,1.0,0.5,23.14285294974409,positive,1,0,0,0
0.25,17.0,19.0,2.5,0.5,1.0,0.5,23.35134377736927,positive,1,0,0,0
0.25,18.0,19.0,2.5,0.5,1.0,0.5,23.5384444770004,positive,1,0,0,0
0.25,19.0,19.0,2.5,0.5,1.0,0.5,23.702345925380435,positive,1,0,0,0
0.25,20.0,19.0,2.5,0.5,1.0,0.5,22.534864424817155,positive,1,1,0,1
0.25,15.0,20.0,2.5,0.5,1.0,0.5,24.18181567574696,positive,1,0,0,0
0.25,16.0,20.0,2.5,0.5,1.0,0.5,24.42856826800776,positive,1,0,0,0
0.25,17.0,20.0,2.5,0.5,1.0,0.5,24.64864396499424,positive,1,0,0,0
0.25,18.0,20.0,2.5,0.5,1.0,0.5,24.84614586944183,positive,1,0,0,0
0.25,19.0,20.0,2.5,0.5,1.0,0.5,25.02437188912551,positive,1,0,0,0
0.25,20.0,20.0,2.5,0.5,1.0,0.5,25.18091349844164,positive,1,0,0,0
0.25,15.0,15.0,3.0,0.5,1.0,0.5,23.05404082617673,positive,1,0,0,0
0.25,16.0,15.0,3.0,0.5,1.0,0.5,22.083315021466305,positive,1,1,0,1
0.25,17.0,15.0,3.0,0.5,1.0,0.5,21.05262248949907,positive,1,1,0,1
0.25,18.0,15.0,3.0,0.5,1.0,0.5,19.97499356891947,positive,1,1,0,1
0.25,19.0,15.0,3.0,0.5,1.0,0.5,18.85713794333785,positive,1,1,0,1
0.25,20.0,15.0,3.0,0.5,1.0,0.5,17.70454104939199,positive,1,1,0,1
0.25,15.0,16.0,3.0,0.5,1.0,0.5,24.70586525669692,positive,1,0,0,0
0.25,16.0,16.0,3.0,0.5,1.0,0.5,24.995001574309672,positive,1,0,0,0
0.25,17.0,16.0,3.0,0.5,1.0,0.5,23.99998028827708,positive,1,1,0,1
0.25,18.0,16.0,3.0,0.5,1.0,0.5,22.949989595525583,positive,1,1,0,1
0.25,19.0,16.0,3.0,0.5,1.0,0.5,21.857136132854155,positive,1,1,0,1
0.25,20.0,16.0,3.0,0.5,1.0,0.5,20.727267605149137,positive,1,1,0,1
0.25,15.0,17.0,3.0,0.5,1.0,0.5,26.35293294224579,positive,1,0,0,0
0.25,16.0,17.0,3.0,0.5,1.0,0.5,26.66664803628351,positive,1,0,0,0
0.25,17.0,17.0,3.0,0.5,1.0,0.5,26.942161749421,positive,1,0,0,0
0.25,18.0,17.0,3.0,0.5,1.0,0.5,25.9249789422478,positive,1,1,0,1
0.25,19.0,17.0,3.0,0.5,1.0,0.5,24.85713224910306,positive,1,1,0,1
0.25,20.0,17.0,3.0,0.5,1.0,0.5,23.74999296830468,positive,1,1,0,1
0.25,15.0,18.0,3.0,0.5,1.0,0.5,27.9999948679344,positive,1,0,0,0
0.25,16.0,18.0,3.0,0.5,1.0,0.5,28.33332465539445,positive,1,0,0,0
0.25,17.0,18.0,3.0,0.5,1.0,0.5,28.63155884639158,positive,1,0,0,0
0.25,18.0,18.0,3.0,0.5,1.0,0.5,28.89459142950877,positive,1,0,0,0
0.25,19.0,18.0,3.0,0.5,1.0,0.5,27.857120507562904,positive,1,1,0,1
0.25,20.0,18.0,3.0,0.5,1.0,0.5,26.77271533955558,positive,1,1,0,1
0.25,15.0,19.0,3.0,0.5,1.0,0.5,29.64705463322217,positive,1,0,0,0
0.25,16.0,19.0,3.0,0.5,1.0,0.5,29.999994302896845,positive,1,0,0,0
0.25,17.0,19.0,3.0,0.5,1.0,0.5,30.31577931508609,positive,1,0,0,0
0.25,18.0,19.0,3.0,0.5,1.0,0.5,30.599978492214102,positive,1,0,0,0
0.25,19.0,19.0,3.0,0.5,1.0,0.5,30.8515403161796,positive,1,0,0,0
0.25,20.0,19.0,3.0,0.5,1.0,0.5,29.7954297525411,positive,1,1,0,1
0.25,15.0,20.0,3.0,0.5,1.0,0.5,31.29411439275385,positive,1,0,0,0
0.25,16.0,20.0,3.0,0.5,1.0,0.5,31.66666284063725,positive,1,0,0,0
0.25,17.0,20.0,3.0,0.5,1.0,0.5,31.99999375027105,positive,1,0,0,0
0.25,18.0,20.0,3.0,0.5,1.0,0.5,32.29998947652951,positive,1,0,0,0
0.25,19.0,20.0,3.0,0.5,1.0,0.5,32.57140571967264,positive,1,0,0,0
0.25,20.0,20.0,3.0,0.5,1.0,0.5,32.81238983398444,positive,1,0,0,0
0.25,15.0,19.0,1.5,0.1,0.1,0.7,20.634482186904453,positive,1,1,0,1
0.25,15.0,20.0,1.5,0.1,0.1,0.7,21.9138949110648,positive,1,1,0,1
0.25,16.0,20.0,1.5,0.1,0.1,0.7,23.13609415228209,positive,1,1,0,1
0.25,15.0,15.0,2.0,0.1,0.1,0.7,25.03173867304846,positive,1,1,0,1
0.25,15.0,16.0,2.0,0.1,0.1,0.7,27.256183526600623,positive,1,1,0,1
0.25,16.0,16.0,2.0,0.1,0.1,0.7,28.42193715524221,positive,1,1,0,1
0.25,15.0,17.0,2.0,0.1,0.1,0.7,29.40697971192575,positive,1,1,0,1
0.25,16.0,17.0,2.0,0.1,0.1,0.7,30.83783825108581,positive,1,1,0,1
0.25,17.0,17.0,2.0,0.1,0.1,0.7,31.95217678650927,positive,1,1,0,1
0.25,15.0,18.0,2.0,0.1,0.1,0.7,31.49333437179253,positive,1,1,0,1
0.25,16.0,18.0,2.0,0.1,0.1,0.7,33.187306260188656,positive,1,1,0,1
0.25,17.0,18.0,2.0,0.1,0.1,0.7,34.55135814737093,positive,1,1,0,1
0.25,18.0,18.0,2.0,0.1,0.1,0.7,35.61223934909309,positive,1,1,0,1
0.25,15.0,19.0,2.0,0.1,0.1,0.7,33.52297874772063,positive,1,1,0,1
0.25,16.0,19.0,2.0,0.1,0.1,0.7,35.47831415064726,positive,1,1,0,1
0.25,17.0,19.0,2.0,0.1,0.1,0.7,37.09032674975628,positive,1,1,0,1
0.25,18.0,19.0,2.0,0.1,0.1,0.7,38.38685517840677,positive,1,1,0,1
0.25,19.0,19.0,2.0,0.1,0.1,0.7,39.39280517697063,positive,1,1,0,1
0.25,15.0,20.0,2.0,0.1,0.1,0.7,35.5024570441807,positive,1,1,0,1
0.25,16.0,20.0,2.0,0.1,0.1,0.7,37.71760566992689,positive,1,1,0,1
0.25,17.0,20.0,2.0,0.1,0.1,0.7,39.57603116715254,positive,1,1,0,1
0.25,18.0,20.0,2.0,0.1,0.1,0.7,41.10665634537886,positive,1,1,0,1
0.25,19.0,20.0,2.0,0.1,0.1,0.7,42.335361755694834,positive,1,1,0,1
0.25,20.0,20.0,2.0,0.1,0.1,0.7,43.285371132007015,positive,1,1,0,1
0.25,15.0,15.0,2.5,0.1,0.1,0.7,33.421750150146686,positive,1,1,0,1
0.25,16.0,15.0,2.5,0.1,0.1,0.7,35.05747088272131,positive,1,1,0,1
0.25,17.0,15.0,2.5,0.1,0.1,0.7,36.38912221411064,positive,1,1,0,1
0.25,18.0,15.0,2.5,0.1,0.1,0.7,37.43842246380704,positive,1,1,0,1
0.25,15.0,16.0,2.5,0.1,0.1,0.7,36.14379804481253,positive,1,1,0,1
0.25,16.0,16.0,2.5,0.1,0.1,0.7,38.08777380089077,positive,1,1,0,1
0.25,17.0,16.0,2.5,0.1,0.1,0.7,39.71366275138828,positive,1,1,0,1
0.25,18.0,16.0,2.5,0.1,0.1,0.7,41.04418540589688,positive,1,1,0,1
0.25,19.0,16.0,2.5,0.1,0.1,0.7,42.09994778730714,positive,1,1,0,1
0.25,20.0,16.0,2.5,0.1,0.1,0.7,42.89968549628286,positive,1,1,0,1
0.25,15.0,17.0,2.5,0.1,0.1,0.7,38.79906107780804,positive,1,1,0,1
0.25,16.0,17.0,2.5,0.1,0.1,0.7,41.04947460993554,positive,1,1,0,1
0.25,17.0,17.0,2.5,0.1,0.1,0.7,42.96778392164616,positive,1,1,0,1
0.25,18.0,17.0,2.5,0.1,0.1,0.7,44.57771077822197,positive,1,1,0,1
0.25,19.0,17.0,2.5,0.1,0.1,0.7,45.900769139421335,positive,1,1,0,1
0.25,20.0,17.0,2.5,0.1,0.1,0.7,46.956520552626166,positive,1,1,0,1
0.25,15.0,18.0,2.5,0.1,0.1,0.7,41.395887321370914,positive,1,1,0,1
0.25,16.0,18.0,2.5,0.1,0.1,0.7,43.951148551541415,positive,1,1,0,1
0.25,17.0,18.0,2.5,0.1,0.1,0.7,46.16028813178696,positive,1,1,0,1
0.25,18.0,18.0,2.5,0.1,0.1,0.7,48.04802908944973,positive,1,1,0,1
0.25,19.0,18.0,2.5,0.1,0.1,0.7,49.63679461298538,positive,1,1,0,1
0.25,20.0,18.0,2.5,0.1,0.1,0.7,50.94696828510557,positive,1,1,0,1
0.25,15.0,19.0,2.5,0.1,0.1,0.7,43.941290444507,positive,1,1,0,1
0.25,16.0,19.0,2.5,0.1,0.1,0.7,46.79999882046355,positive,1,1,0,1
0.25,17.0,19.0,2.5,0.1,0.1,0.7,49.29856939836886,positive,1,1,0,1
0.25,18.0,19.0,2.5,0.1,0.1,0.7,51.46272517473435,positive,1,1,0,1
0.25,19.0,19.0,2.5,0.1,0.1,0.7,53.31579745681769,positive,1,1,0,1
0.25,20.0,19.0,2.5,0.1,0.1,0.7,54.87899650664661,positive,1,1,0,1
0.25,15.0,20.0,2.5,0.1,0.1,0.7,46.44120183897362,positive,1,1,0,1
0.25,16.0,20.0,2.5,0.1,0.1,0.7,49.60212161475573,positive,1,1,0,1
0.25,17.0,20.0,2.5,0.1,0.1,0.7,52.38888419028176,positive,1,1,0,1
0.25,18.0,20.0,2.5,0.1,0.1,0.7,54.82821696719663,positive,1,1,0,1
0.25,19.0,20.0,2.5,0.1,0.1,0.7,56.94435818050383,positive,1,1,0,1
0.25,20.0,20.0,2.5,0.1,0.1,0.7,58.75934365291784,positive,1,1,0,1
0.25,15.0,15.0,3.0,0.1,0.1,0.7,40.26750718974719,positive,1,1,0,1
0.25,16.0,15.0,3.0,0.1,0.1,0.7,42.56778166074025,positive,1,1,0,1
0.25,17.0,15.0,3.0,0.1,0.1,0.7,44.560015511882725,positive,1,1,0,1
0.25,18.0,15.0,3.0,0.1,0.1,0.7,46.263869582262274,positive,1,1,0,1
0.25,19.0,15.0,3.0,0.1,0.1,0.7,47.697367636883634,positive,1,1,0,1
0.25,20.0,15.0,3.0,0.1,0.1,0.7,48.87706210205226,positive,1,1,0,1
0.25,15.0,16.0,3.0,0.1,0.1,0.7,43.376467452903874,positive,1,1,0,1
0.25,16.0,16.0,3.0,0.1,0.1,0.7,46.02000829372937,positive,1,1,0,1
0.25,17.0,16.0,3.0,0.1,0.1,0.7,48.34133791711158,positive,1,1,0,1
0.25,18.0,16.0,3.0,0.1,0.1,0.7,50.36102540560814,positive,1,1,0,1
0.25,19.0,16.0,3.0,0.1,0.1,0.7,52.097922082485,positive,1,1,0,1
0.25,20.0,16.0,3.0,0.1,0.1,0.7,53.56934169610997,positive,1,1,0,1
0.25,15.0,17.0,3.0,0.1,0.1,0.7,46.42320778095749,positive,1,1,0,1
0.25,16.0,17.0,3.0,0.1,0.1,0.7,49.40850094329702,positive,1,1,0,1
0.25,17.0,17.0,3.0,0.1,0.1,0.7,52.05741587512305,positive,1,1,0,1
0.25,18.0,17.0,3.0,0.1,0.1,0.7,54.391422445515225,positive,1,1,0,1
0.25,19.0,17.0,3.0,0.1,0.1,0.7,56.430204819715485,positive,1,1,0,1
0.25,20.0,17.0,3.0,0.1,0.1,0.7,58.19183665002388,positive,1,1,0,1
0.25,15.0,18.0,3.0,0.1,0.1,0.7,49.41550563231231,positive,1,1,0,1
0.25,16.0,18.0,3.0,0.1,0.1,0.7,52.74122732324022,positive,1,1,0,1
0.25,17.0,18.0,3.0,0.1,0.1,0.7,55.71640263768779,positive,1,1,0,1
0.25,18.0,18.0,3.0,0.1,0.1,0.7,58.36340692660013,positive,1,1,0,1
0.25,19.0,18.0,3.0,0.1,0.1,0.7,60.702749790363605,positive,1,1,0,1
0.25,20.0,18.0,3.0,0.1,0.1,0.7,62.75327002867984,positive,1,1,0,1
0.25,15.0,19.0,3.0,0.1,0.1,0.7,52.35989521493532,positive,1,1,0,1
0.25,16.0,19.0,3.0,0.1,0.1,0.7,56.02487935826929,positive,1,1,0,1
0.25,17.0,19.0,3.0,0.1,0.1,0.7,59.325150115404526,positive,1,1,0,1
0.25,18.0,19.0,3.0,0.1,0.1,0.7,62.28398605645645,positive,1,1,0,1
0.25,19.0,19.0,3.0,0.1,0.1,0.7,64.92272689775308,positive,1,1,0,1
0.25,20.0,19.0,3.0,0.1,0.1,0.7,67.26096920108516,positive,1,1,0,1
0.25,15.0,20.0,3.0,0.1,0.1,0.7,55.261902604754816,positive,1,1,0,1
0.25,16.0,20.0,3.0,0.1,0.1,0.7,59.265119436071984,positive,1,1,0,1
0.25,17.0,20.0,3.0,0.1,0.1,0.7,62.889455125686254,positive,1,1,0,1
0.25,18.0,20.0,3.0,0.1,0.1,0.7,66.15909219353797,positive,1,1,0,1
0.25,19.0,20.0,3.0,0.1,0.1,0.7,69.09619936218326,positive,1,1,0,1
0.25,20.0,20.0,3.0,0.1,0.1,0.7,71.72113424221143,positive,1,1,0,1
0.25,15.0,19.0,0.9,0.3,0.1,0.7,31.97338777811937,positive,1,1,0,1
0.25,15.0,20.0,0.9,0.3,0.1,0.7,35.593293710452265,positive,1,0,0,0
0.25,16.0,20.0,0.9,0.3,0.1,0.7,34.31249682663221,positive,1,1,0,1
0.25,15.0,18.0,1.0,0.3,0.1,0.7,33.16842298832584,positive,1,1,0,1
0.25,15.0,19.0,1.0,0.3,0.1,0.7,37.05223633395373,positive,1,1,0,1
0.25,16.0,19.0,1.0,0.3,0.1,0.7,35.89870021047241,positive,1,1,0,1
0.25,15.0,20.0,1.0,0.3,0.1,0.7,40.92816837259454,positive,1,0,0,0
0.25,16.0,20.0,1.0,0.3,0.1,0.7,39.92443724925288,positive,1,1,0,1
0.25,17.0,20.0,1.0,0.3,0.1,0.7,38.639133579514926,positive,1,1,0,1
0.25,15.0,15.0,1.5,0.3,0.1,0.7,38.53955132830836,positive,1,1,0,1
0.25,16.0,15.0,1.5,0.3,0.1,0.7,37.89915777650281,positive,1,1,0,1
0.25,15.0,16.0,1.5,0.3,0.1,0.7,43.409524672499984,positive,1,1,0,1
0.25,16.0,16.0,1.5,0.3,0.1,0.7,42.98642289090719,positive,1,1,0,1
0.25,17.0,16.0,1.5,0.3,0.1,0.7,42.26560396765304,positive,1,1,0,1
0.25,15.0,17.0,1.5,0.3,0.1,0.7,48.27044996072131,positive,1,1,0,1
0.25,16.0,17.0,1.5,0.3,0.1,0.7,48.0641677309178,positive,1,1,0,1
0.25,17.0,17.0,1.5,0.3,0.1,0.7,47.5464295825253,positive,1,1,0,1
0.25,18.0,17.0,1.5,0.3,0.1,0.7,46.74643277003402,positive,1,1,0,1
0.25,15.0,18.0,1.5,0.3,0.1,0.7,53.12372925221924,positive,1,1,0,1
0.25,16.0,18.0,1.5,0.3,0.1,0.7,53.1338715834824,positive,1,1,0,1
0.25,17.0,18.0,1.5,0.3,0.1,0.7,52.818815061311454,positive,1,1,0,1
0.25,18.0,18.0,1.5,0.3,0.1,0.7,52.20904920668092,positive,1,1,0,1
0.25,19.0,18.0,1.5,0.3,0.1,0.7,51.33136409225229,positive,1,1,0,1
0.25,15.0,19.0,1.5,0.3,0.1,0.7,57.97049062771524,positive,1,1,0,1
0.25,16.0,19.0,1.5,0.3,0.1,0.7,58.1967170032232,positive,1,1,0,1
0.25,17.0,19.0,1.5,0.3,0.1,0.7,58.08400755509341,positive,1,1,0,1
0.25,18.0,19.0,1.5,0.3,0.1,0.7,57.66413221787783,positive,1,1,0,1
0.25,19.0,19.0,1.5,0.3,0.1,0.7,56.96501891843539,positive,1,1,0,1
0.25,20.0,19.0,1.5,0.3,0.1,0.7,56.01130467246454,positive,1,1,0,1
0.25,15.0,20.0,1.5,0.3,0.1,0.7,62.81165046324006,positive,1,0,0,0
0.25,16.0,20.0,1.5,0.3,0.1,0.7,63.253672205272615,positive,1,1,0,1
0.25,17.0,20.0,1.5,0.3,0.1,0.7,63.34301507543989,positive,1,1,0,1
0.25,18.0,20.0,1.5,0.3,0.1,0.7,63.11274103728766,positive,1,1,0,1
0.25,19.0,20.0,1.5,0.3,0.1,0.7,62.59190875578724,positive,1,1,0,1
0.25,20.0,20.0,1.5,0.3,0.1,0.7,61.80615368041668,positive,1,1,0,1
0.25,15.0,15.0,2.0,0.3,0.1,0.7,51.20222873936259,positive,1,1,0,1
0.25,16.0,15.0,2.0,0.3,0.1,0.7,51.6058362095489,positive,1,1,0,1
0.25,17.0,15.0,2.0,0.3,0.1,0.7,51.697366832996,positive,1,1,0,1
0.25,18.0,15.0,2.0,0.3,0.1,0.7,51.50212421384867,positive,1,1,0,1
0.25,19.0,15.0,2.0,0.3,0.1,0.7,51.04275098720875,positive,1,1,0,1
0.25,15.0,16.0,2.0,0.3,0.1,0.7,56.71664669327514,positive,1,1,0,1
0.25,16.0,16.0,2.0,0.3,0.1,0.7,57.39150954735804,positive,1,1,0,1
0.25,17.0,16.0,2.0,0.3,0.1,0.7,57.73940635537279,positive,1,1,0,1
0.25,18.0,16.0,2.0,0.3,0.1,0.7,57.786845657756814,positive,1,1,0,1
0.25,19.0,16.0,2.0,0.3,0.1,0.7,57.55755020899827,positive,1,1,0,1
0.25,20.0,16.0,2.0,0.3,0.1,0.7,57.0728032882948,positive,1,1,0,1
0.25,15.0,17.0,2.0,0.3,0.1,0.7,62.22381359117372,positive,1,1,0,1
0.25,16.0,17.0,2.0,0.3,0.1,0.7,63.169586786946816,positive,1,1,0,1
0.25,17.0,17.0,2.0,0.3,0.1,0.7,63.77349730861627,positive,1,1,0,1
0.25,18.0,17.0,2.0,0.3,0.1,0.7,64.06326857034631,positive,1,1,0,1
0.25,19.0,17.0,2.0,0.3,0.1,0.7,64.06369878397062,positive,1,1,0,1
0.25,20.0,17.0,2.0,0.3,0.1,0.7,63.797047667348586,positive,1,1,0,1
0.25,15.0,18.0,2.0,0.3,0.1,0.7,67.72485898955442,positive,1,1,0,1
0.25,16.0,18.0,2.0,0.3,0.1,0.7,68.941242158834,positive,1,1,0,1
0.25,17.0,18.0,2.0,0.3,0.1,0.7,69.80087552742211,positive,1,1,0,1
0.25,18.0,18.0,2.0,0.3,0.1,0.7,70.33268059344941,positive,1,1,0,1
0.25,19.0,18.0,2.0,0.3,0.1,0.7,70.56254320088718,positive,1,1,0,1
0.25,20.0,18.0,2.0,0.3,0.1,0.7,70.51368987513439,positive,1,1,0,1
0.25,15.0,19.0,2.0,0.3,0.1,0.7,73.22068370820699,positive,1,1,0,1
0.25,16.0,19.0,2.0,0.3,0.1,0.7,74.70742731090813,positive,1,1,0,1
0.25,17.0,19.0,2.0,0.3,0.1,0.7,75.82252699595504,positive,1,1,0,1
0.25,18.0,19.0,2.0,0.3,0.1,0.7,76.59611854625962,positive,1,1,0,1
0.25,19.0,19.0,2.0,0.3,0.1,0.7,77.05515902184945,positive,1,1,0,1
0.25,20.0,19.0,2.0,0.3,0.1,0.7,77.22384922435764,positive,1,1,0,1
0.25,15.0,20.0,2.0,0.3,0.1,0.7,78.71202168416713,positive,1,0,0,0
0.25,16.0,20.0,2.0,0.3,0.1,0.7,80.46890934682526,positive,1,1,0,1
0.25,17.0,20.0,2.0,0.3,0.1,0.7,81.83925854560944,positive,1,1,0,1
0.25,18.0,20.0,2.0,0.3,0.1,0.7,82.85441813384425,positive,1,1,0,1
0.25,19.0,20.0,2.0,0.3,0.1,0.7,83.5424220640498,positive,1,1,0,1
0.25,20.0,20.0,2.0,0.3,0.1,0.7,83.92844168160096,positive,1,1,0,1
0.25,15.0,15.0,2.5,0.3,0.1,0.7,60.82289472201352,positive,1,1,0,1
0.25,16.0,15.0,2.5,0.3,0.1,0.7,62.12624321271928,positive,1,1,0,1
0.25,17.0,15.0,2.5,0.3,0.1,0.7,63.10671491938189,positive,1,1,0,1
0.25,18.0,15.0,2.5,0.3,0.1,0.7,63.78737255207295,positive,1,1,0,1
0.25,19.0,15.0,2.5,0.3,0.1,0.7,64.18913321699931,positive,1,1,0,1
0.25,20.0,15.0,2.5,0.3,0.1,0.7,64.33101568805913,positive,1,1,0,1
0.25,15.0,16.0,2.5,0.3,0.1,0.7,66.80679302496375,positive,1,1,0,1
0.25,16.0,16.0,2.5,0.3,0.1,0.7,68.42575690979166,positive,1,1,0,1
