k,r1,r2,a11,a12,a21,a22,cor_sos,nu_sign,coexist,left_N1_win,right_N1_win,curve_cross
0.25,20.0,15.0,0.1,0.5,0.5,1.0,-11.666666666666666,negative,0,1,1,0
0.25,15.0,16.0,0.1,0.5,0.5,1.0,-12.533140016570009,negative,0,1,1,0
0.25,16.0,16.0,0.1,0.5,0.5,1.0,-12.538699690402476,negative,0,1,1,0
0.25,17.0,16.0,0.1,0.5,0.5,1.0,-12.543572984749456,negative,0,1,1,0
0.25,18.0,16.0,0.1,0.5,0.5,1.0,-12.547879616963064,negative,0,1,1,0
0.25,19.0,16.0,0.1,0.5,0.5,1.0,-12.551712992889463,negative,0,1,1,0
0.25,20.0,16.0,0.1,0.5,0.5,1.0,-12.555147058823527,negative,0,1,1,0
0.25,15.0,17.0,0.1,0.5,0.5,1.0,-13.420970266040689,negative,0,1,1,0
0.25,16.0,17.0,0.1,0.5,0.5,1.0,-13.42690058479532,negative,0,1,1,0
0.25,17.0,17.0,0.1,0.5,0.5,1.0,-13.432098765432098,negative,0,1,1,0
0.25,18.0,17.0,0.1,0.5,0.5,1.0,-13.436692506459949,negative,0,1,1,0
0.25,19.0,17.0,0.1,0.5,0.5,1.0,-13.44078144078144,negative,0,1,1,0
0.25,20.0,17.0,0.1,0.5,0.5,1.0,-13.444444444444445,negative,0,1,1,0
0.25,15.0,18.0,0.1,0.5,0.5,1.0,-14.309488510007412,negative,0,1,1,0
0.25,16.0,18.0,0.1,0.5,0.5,1.0,-14.315789473684209,negative,0,1,1,0
0.25,17.0,18.0,0.1,0.5,0.5,1.0,-14.321312540610784,negative,0,1,1,0
0.25,18.0,18.0,0.1,0.5,0.5,1.0,-14.326193390452875,negative,0,1,1,0
0.25,19.0,18.0,0.1,0.5,0.5,1.0,-14.33053788316946,negative,0,1,1,0
0.25,20.0,18.0,0.1,0.5,0.5,1.0,-14.334429824561402,negative,0,1,1,0
0.25,15.0,19.0,0.1,0.5,0.5,1.0,-15.198591549295774,negative,0,1,1,0
0.25,16.0,19.0,0.1,0.5,0.5,1.0,-15.205263157894736,negative,0,1,1,0
0.25,17.0,19.0,0.1,0.5,0.5,1.0,-15.21111111111111,negative,0,1,1,0
0.25,18.0,19.0,0.1,0.5,0.5,1.0,-15.21627906976744,negative,0,1,1,0
0.25,19.0,19.0,0.1,0.5,0.5,1.0,-15.22087912087912,negative,0,1,1,0
0.25,20.0,19.0,0.1,0.5,0.5,1.0,-15.225,negative,0,1,1,0
0.25,15.0,20.0,0.1,0.5,0.5,1.0,-16.088195841716967,negative,0,1,1,0
0.25,16.0,20.0,0.1,0.5,0.5,1.0,-16.095238095238095,negative,0,1,1,0
0.25,17.0,20.0,0.1,0.5,0.5,1.0,-16.101410934744266,negative,0,1,1,0
0.25,18.0,20.0,0.1,0.5,0.5,1.0,-16.10686600221484,negative,0,1,1,0
0.25,19.0,20.0,0.1,0.5,0.5,1.0,-16.11172161172161,negative,0,1,1,0
0.25,20.0,20.0,0.1,0.5,0.5,1.0,-16.116071428571427,negative,0,1,1,0
0.25,15.0,18.0,1.5,0.5,0.5,1.0,3.912074303405576,positive,1,1,0,1
0.25,15.0,19.0,1.5,0.5,0.5,1.0,4.482352941176473,positive,1,1,0,1
0.25,16.0,19.0,1.5,0.5,0.5,1.0,4.14,positive,1,1,0,1
0.25,15.0,20.0,1.5,0.5,0.5,1.0,5.047619047619051,positive,1,0,0,0
0.25,16.0,20.0,1.5,0.5,0.5,1.0,4.723809523809524,positive,1,1,0,1
0.25,17.0,20.0,1.5,0.5,0.5,1.0,4.364912280701756,positive,1,1,0,1
0.25,15.0,15.0,2.0,0.5,0.5,1.0,5.833333333333334,positive,1,1,0,1
0.25,15.0,16.0,2.0,0.5,0.5,1.0,6.840336134453782,positive,1,1,0,1
0.25,16.0,16.0,2.0,0.5,0.5,1.0,6.368863334807607,positive,1,1,0,1
0.25,15.0,17.0,2.0,0.5,0.5,1.0,7.841269841269843,positive,1,1,0,1
0.25,16.0,17.0,2.0,0.5,0.5,1.0,7.397660818713449,positive,1,1,0,1
0.25,17.0,17.0,2.0,0.5,0.5,1.0,6.907936507936507,positive,1,1,0,1
0.25,15.0,18.0,2.0,0.5,0.5,1.0,8.837092731829577,positive,1,1,0,1
0.25,16.0,18.0,2.0,0.5,0.5,1.0,8.421052631578947,positive,1,1,0,1
0.25,17.0,18.0,2.0,0.5,0.5,1.0,7.9563909774436095,positive,1,1,0,1
0.25,18.0,18.0,2.0,0.5,0.5,1.0,7.450053705692803,positive,1,1,0,1
0.25,15.0,19.0,2.0,0.5,0.5,1.0,9.828571428571433,positive,1,1,0,1
0.25,16.0,19.0,2.0,0.5,0.5,1.0,9.439849624060148,positive,1,1,0,1
0.25,17.0,19.0,2.0,0.5,0.5,1.0,9.0,positive,1,1,0,1
0.25,18.0,19.0,2.0,0.5,0.5,1.0,8.516326530612243,positive,1,1,0,1
0.25,19.0,19.0,2.0,0.5,0.5,1.0,7.9948051948051955,positive,1,1,0,1
0.25,15.0,20.0,2.0,0.5,0.5,1.0,10.816326530612248,positive,1,0,0,0
0.25,16.0,20.0,2.0,0.5,0.5,1.0,10.4547081990691,positive,1,1,0,1
0.25,17.0,20.0,2.0,0.5,0.5,1.0,10.039455782312926,positive,1,1,0,1
0.25,18.0,20.0,2.0,0.5,0.5,1.0,9.578231292517009,positive,1,1,0,1
0.25,19.0,20.0,2.0,0.5,0.5,1.0,9.077303648732222,positive,1,1,0,1
0.25,20.0,20.0,2.0,0.5,0.5,1.0,8.541851523217982,positive,1,1,0,1
0.25,15.0,15.0,2.5,0.5,0.5,1.0,9.671052631578943,positive,1,1,0,1
0.25,16.0,15.0,2.5,0.5,0.5,1.0,9.208333333333332,positive,1,1,0,1
0.25,17.0,15.0,2.5,0.5,0.5,1.0,8.69047619047619,positive,1,1,0,1
0.25,15.0,16.0,2.5,0.5,0.5,1.0,11.013415892672857,positive,1,1,0,1
0.25,16.0,16.0,2.5,0.5,0.5,1.0,10.588235294117643,positive,1,1,0,1
0.25,17.0,16.0,2.5,0.5,0.5,1.0,10.10457516339869,positive,1,1,0,1
0.25,18.0,16.0,2.5,0.5,0.5,1.0,9.570409982174686,positive,1,1,0,1
0.25,15.0,17.0,2.5,0.5,0.5,1.0,12.350877192982455,positive,1,1,0,1
0.25,16.0,17.0,2.5,0.5,0.5,1.0,11.962962962962964,positive,1,1,0,1
0.25,17.0,17.0,2.5,0.5,0.5,1.0,11.513227513227514,positive,1,1,0,1
0.25,18.0,17.0,2.5,0.5,0.5,1.0,11.01010101010101,positive,1,1,0,1
0.25,19.0,17.0,2.5,0.5,0.5,1.0,10.460547504025769,positive,1,1,0,1
0.25,15.0,18.0,2.5,0.5,0.5,1.0,13.684210526315788,positive,1,1,0,1
0.25,16.0,18.0,2.5,0.5,0.5,1.0,13.333333333333334,positive,1,1,0,1
0.25,17.0,18.0,2.5,0.5,0.5,1.0,12.917293233082706,positive,1,1,0,1
0.25,18.0,18.0,2.5,0.5,0.5,1.0,12.444976076555024,positive,1,1,0,1
0.25,19.0,18.0,2.5,0.5,0.5,1.0,11.923722349351644,positive,1,1,0,1
0.25,20.0,18.0,2.5,0.5,0.5,1.0,11.359649122807014,positive,1,1,0,1
0.25,15.0,19.0,2.5,0.5,0.5,1.0,15.014035087719298,positive,1,1,0,1
0.25,16.0,19.0,2.5,0.5,0.5,1.0,14.700000000000005,positive,1,1,0,1
0.25,17.0,19.0,2.5,0.5,0.5,1.0,14.31746031746032,positive,1,1,0,1
0.25,18.0,19.0,2.5,0.5,0.5,1.0,13.875757575757577,positive,1,1,0,1
0.25,19.0,19.0,2.5,0.5,0.5,1.0,13.382608695652175,positive,1,1,0,1
0.25,20.0,19.0,2.5,0.5,0.5,1.0,12.84444444444444,positive,1,1,0,1
0.25,15.0,20.0,2.5,0.5,0.5,1.0,16.340852130325814,positive,1,0,0,0
0.25,16.0,20.0,2.5,0.5,0.5,1.0,16.063492063492067,positive,1,1,0,1
0.25,17.0,20.0,2.5,0.5,0.5,1.0,15.714285714285715,positive,1,1,0,1
0.25,18.0,20.0,2.5,0.5,0.5,1.0,15.3030303030303,positive,1,1,0,1
0.25,19.0,20.0,2.5,0.5,0.5,1.0,14.837819185645277,positive,1,1,0,1
0.25,20.0,20.0,2.5,0.5,0.5,1.0,14.325396825396822,positive,1,1,0,1
0.25,15.0,15.0,3.0,0.5,0.5,1.0,13.363636363636363,positive,1,1,0,1
0.25,16.0,15.0,3.0,0.5,0.5,1.0,12.991883116883116,positive,1,1,0,1
0.25,17.0,15.0,3.0,0.5,0.5,1.0,12.551652892561988,positive,1,1,0,1
0.25,18.0,15.0,3.0,0.5,0.5,1.0,12.051877470355734,positive,1,1,0,1
0.25,19.0,15.0,3.0,0.5,0.5,1.0,11.5,positive,1,1,0,1
0.25,15.0,16.0,3.0,0.5,0.5,1.0,14.991978609625672,positive,1,1,0,1
0.25,16.0,16.0,3.0,0.5,0.5,1.0,14.667685255920553,positive,1,1,0,1
0.25,17.0,16.0,3.0,0.5,0.5,1.0,14.27078269324259,positive,1,1,0,1
0.25,18.0,16.0,3.0,0.5,0.5,1.0,13.810741687979544,positive,1,1,0,1
0.25,19.0,16.0,3.0,0.5,0.5,1.0,13.295454545454549,positive,1,1,0,1
0.25,20.0,16.0,3.0,0.5,0.5,1.0,12.731550802139042,positive,1,1,0,1
0.25,15.0,17.0,3.0,0.5,0.5,1.0,16.61616161616162,positive,1,1,0,1
0.25,16.0,17.0,3.0,0.5,0.5,1.0,16.339105339105338,positive,1,1,0,1
0.25,17.0,17.0,3.0,0.5,0.5,1.0,15.985307621671264,positive,1,1,0,1
0.25,18.0,17.0,3.0,0.5,0.5,1.0,15.564778216952137,positive,1,1,0,1
0.25,19.0,17.0,3.0,0.5,0.5,1.0,15.085858585858585,positive,1,1,0,1
0.25,20.0,17.0,3.0,0.5,0.5,1.0,14.55555555555556,positive,1,1,0,1
0.25,15.0,18.0,3.0,0.5,0.5,1.0,18.236842105263165,positive,1,1,0,1
0.25,16.0,18.0,3.0,0.5,0.5,1.0,18.006835269993164,positive,1,1,0,1
0.25,17.0,18.0,3.0,0.5,0.5,1.0,17.695954762940417,positive,1,1,0,1
0.25,18.0,18.0,3.0,0.5,0.5,1.0,17.31474932390265,positive,1,1,0,1
0.25,19.0,18.0,3.0,0.5,0.5,1.0,16.87200956937799,positive,1,1,0,1
0.25,20.0,18.0,3.0,0.5,0.5,1.0,16.375119617224886,positive,1,1,0,1
0.25,15.0,19.0,3.0,0.5,0.5,1.0,19.85454545454546,positive,1,1,0,1
0.25,16.0,19.0,3.0,0.5,0.5,1.0,19.67142857142857,positive,1,1,0,1
0.25,17.0,19.0,3.0,0.5,0.5,1.0,19.403305785123973,positive,1,1,0,1
0.25,18.0,19.0,3.0,0.5,0.5,1.0,19.0612648221344,positive,1,1,0,1
0.25,19.0,19.0,3.0,0.5,0.5,1.0,18.654545454545453,positive,1,1,0,1
0.25,20.0,19.0,3.0,0.5,0.5,1.0,18.1909090909091,positive,1,1,0,1
0.25,15.0,20.0,3.0,0.5,0.5,1.0,21.46969696969697,positive,1,0,0,0
0.25,16.0,20.0,3.0,0.5,0.5,1.0,21.33333333333333,positive,1,1,0,1
0.25,17.0,20.0,3.0,0.5,0.5,1.0,21.10783156237702,positive,1,1,0,1
0.25,18.0,20.0,3.0,0.5,0.5,1.0,20.80481837003577,positive,1,1,0,1
0.25,19.0,20.0,3.0,0.5,0.5,1.0,20.433982683982688,positive,1,1,0,1
0.25,20.0,20.0,3.0,0.5,0.5,1.0,20.00346320346321,positive,1,1,0,1
0.25,15.0,15.0,0.1,0.7,0.5,1.0,-8.243348982785605,negative,0,1,1,0
0.25,16.0,15.0,0.1,0.7,0.5,1.0,-8.248538011695908,negative,0,1,1,0
0.25,17.0,15.0,0.1,0.7,0.5,1.0,-8.253086419753089,negative,0,1,1,0
0.25,18.0,15.0,0.1,0.7,0.5,1.0,-8.257105943152457,negative,0,1,1,0
0.25,19.0,15.0,0.1,0.7,0.5,1.0,-8.260683760683762,negative,0,1,1,0
0.25,20.0,15.0,0.1,0.7,0.5,1.0,-8.26388888888889,negative,0,1,1,0
0.25,15.0,16.0,0.1,0.7,0.5,1.0,-8.85027556644213,negative,0,1,1,0
0.25,16.0,16.0,0.1,0.7,0.5,1.0,-8.8558352402746,negative,0,1,1,0
0.25,17.0,16.0,0.1,0.7,0.5,1.0,-8.860708534621578,negative,0,1,1,0
0.25,18.0,16.0,0.1,0.7,0.5,1.0,-8.865015166835187,negative,0,1,1,0
0.25,19.0,16.0,0.1,0.7,0.5,1.0,-8.868848542761587,negative,0,1,1,0
0.25,20.0,16.0,0.1,0.7,0.5,1.0,-8.872282608695652,negative,0,1,1,0
0.25,15.0,17.0,0.1,0.7,0.5,1.0,-9.457400138536132,negative,0,1,1,0
0.25,16.0,17.0,0.1,0.7,0.5,1.0,-9.463330457290768,negative,0,1,1,0
0.25,17.0,17.0,0.1,0.7,0.5,1.0,-9.468528637927545,negative,0,1,1,0
0.25,18.0,17.0,0.1,0.7,0.5,1.0,-9.473122378955397,negative,0,1,1,0
0.25,19.0,17.0,0.1,0.7,0.5,1.0,-9.477211313276886,negative,0,1,1,0
0.25,20.0,17.0,0.1,0.7,0.5,1.0,-9.48087431693989,negative,0,1,1,0
0.25,15.0,18.0,0.1,0.7,0.5,1.0,-10.064690468391747,negative,0,0,1,1
0.25,16.0,18.0,0.1,0.7,0.5,1.0,-10.070991432068546,negative,0,1,1,0
0.25,17.0,18.0,0.1,0.7,0.5,1.0,-10.07651449899512,negative,0,1,1,0
0.25,18.0,18.0,0.1,0.7,0.5,1.0,-10.08139534883721,negative,0,1,1,0
0.25,19.0,18.0,0.1,0.7,0.5,1.0,-10.085739841553798,negative,0,1,1,0
0.25,20.0,18.0,0.1,0.7,0.5,1.0,-10.089631782945736,negative,0,1,1,0
0.25,15.0,19.0,0.1,0.7,0.5,1.0,-10.672120961060482,negative,0,0,1,1
0.25,16.0,19.0,0.1,0.7,0.5,1.0,-10.678792569659445,negative,0,0,1,1
0.25,17.0,19.0,0.1,0.7,0.5,1.0,-10.68464052287582,negative,0,1,1,0
0.25,18.0,19.0,0.1,0.7,0.5,1.0,-10.689808481532149,negative,0,1,1,0
0.25,19.0,19.0,0.1,0.7,0.5,1.0,-10.694408532643829,negative,0,1,1,0
0.25,20.0,19.0,0.1,0.7,0.5,1.0,-10.698529411764708,negative,0,1,1,0
0.25,15.0,20.0,0.1,0.7,0.5,1.0,-11.27967103319216,negative,0,0,1,1
0.25,16.0,20.0,0.1,0.7,0.5,1.0,-11.286713286713288,negative,0,0,1,1
0.25,17.0,20.0,0.1,0.7,0.5,1.0,-11.29288612621946,negative,0,1,1,0
0.25,18.0,20.0,0.1,0.7,0.5,1.0,-11.298341193690032,negative,0,1,1,0
0.25,19.0,20.0,0.1,0.7,0.5,1.0,-11.303196803196805,negative,0,1,1,0
0.25,20.0,20.0,0.1,0.7,0.5,1.0,-11.30754662004662,negative,0,1,1,0
0.25,15.0,15.0,0.3,0.7,0.5,1.0,-5.407153729071539,negative,0,1,1,0
0.25,16.0,15.0,0.3,0.7,0.5,1.0,-5.414529914529915,negative,0,1,1,0
0.25,17.0,15.0,0.3,0.7,0.5,1.0,-5.421017402945116,negative,0,1,1,0
0.25,18.0,15.0,0.3,0.7,0.5,1.0,-5.426767676767678,negative,0,1,1,0
0.25,19.0,15.0,0.3,0.7,0.5,1.0,-5.431899641577062,negative,0,1,1,0
0.25,20.0,15.0,0.3,0.7,0.5,1.0,-5.4365079365079385,negative,0,1,1,0
0.25,15.0,16.0,0.3,0.7,0.5,1.0,-5.811494937462776,negative,0,1,1,0
0.25,16.0,16.0,0.3,0.7,0.5,1.0,-5.8193979933110365,negative,0,1,1,0
0.25,17.0,16.0,0.3,0.7,0.5,1.0,-5.826348873755893,negative,0,1,1,0
0.25,18.0,16.0,0.3,0.7,0.5,1.0,-5.832509881422926,negative,0,1,1,0
0.25,19.0,16.0,0.3,0.7,0.5,1.0,-5.838008415147264,negative,0,1,1,0
0.25,20.0,16.0,0.3,0.7,0.5,1.0,-5.842945874001775,negative,0,1,1,0
0.25,15.0,17.0,0.3,0.7,0.5,1.0,-6.2160341342914895,negative,0,1,1,0
0.25,16.0,17.0,0.3,0.7,0.5,1.0,-6.224464060529634,negative,0,1,1,0
0.25,17.0,17.0,0.3,0.7,0.5,1.0,-6.231878333004148,negative,0,1,1,0
0.25,18.0,17.0,0.3,0.7,0.5,1.0,-6.238450074515649,negative,0,1,1,0
0.25,19.0,17.0,0.3,0.7,0.5,1.0,-6.244315177154944,negative,0,1,1,0
0.25,20.0,17.0,0.3,0.7,0.5,1.0,-6.249581799933089,negative,0,1,1,0
0.25,15.0,18.0,0.3,0.7,0.5,1.0,-6.6207390888818125,negative,0,0,0,0
0.25,16.0,18.0,0.3,0.7,0.5,1.0,-6.629695885509841,negative,0,1,1,0
0.25,17.0,18.0,0.3,0.7,0.5,1.0,-6.637573550014012,negative,0,1,1,0
0.25,18.0,18.0,0.3,0.7,0.5,1.0,-6.644556025369981,negative,0,1,1,0
0.25,19.0,18.0,0.3,0.7,0.5,1.0,-6.650787696924233,negative,0,1,1,0
0.25,20.0,18.0,0.3,0.7,0.5,1.0,-6.656383483626011,negative,0,1,1,0
0.25,15.0,19.0,0.3,0.7,0.5,1.0,-7.025584206285256,negative,0,0,0,0
0.25,16.0,19.0,0.3,0.7,0.5,1.0,-7.035067873303168,negative,0,0,0,0
0.25,17.0,19.0,0.3,0.7,0.5,1.0,-7.043408929836997,negative,0,1,1,0
0.25,18.0,19.0,0.3,0.7,0.5,1.0,-7.050802139037435,negative,0,1,1,0
0.25,19.0,19.0,0.3,0.7,0.5,1.0,-7.0574003795066425,negative,0,1,1,0
0.25,20.0,19.0,0.3,0.7,0.5,1.0,-7.063325330132055,negative,0,1,1,0
0.25,15.0,20.0,0.3,0.7,0.5,1.0,-7.430548903151645,negative,0,0,0,0
0.25,16.0,20.0,0.3,0.7,0.5,1.0,-7.440559440559442,negative,0,0,0,0
0.25,17.0,20.0,0.3,0.7,0.5,1.0,-7.449363889122927,negative,0,0,0,0
0.25,18.0,20.0,0.3,0.7,0.5,1.0,-7.457167832167834,negative,0,1,1,0
0.25,19.0,20.0,0.3,0.7,0.5,1.0,-7.464132641551997,negative,0,1,1,0
0.25,20.0,20.0,0.3,0.7,0.5,1.0,-7.470386756101044,negative,0,1,1,0
0.25,15.0,20.0,0.5,0.7,0.5,1.0,-2.391608391608391,negative,1,0,0,0
0.25,15.0,19.0,0.7,0.7,0.5,1.0,-0.2005347593582902,negative,1,0,0,0
0.25,15.0,20.0,0.7,0.7,0.5,1.0,-0.2797202797202817,negative,1,0,0,0
0.25,16.0,20.0,0.7,0.7,0.5,1.0,-0.1918081918081933,negative,1,0,0,0
0.25,15.0,18.0,0.9,0.7,0.5,1.0,1.767067198330074,positive,1,0,0,0
0.25,15.0,19.0,0.9,0.7,0.5,1.0,2.210959182292016,positive,1,0,0,0
0.25,16.0,19.0,0.9,0.7,0.5,1.0,1.8168449197860943,positive,1,0,0,0
0.25,15.0,20.0,0.9,0.7,0.5,1.0,2.651307265806686,positive,1,0,0,0
0.25,16.0,20.0,0.9,0.7,0.5,1.0,2.2671873580964466,positive,1,0,0,0
0.25,17.0,20.0,0.9,0.7,0.5,1.0,1.8647256726929848,positive,1,0,0,0
0.25,15.0,17.0,1.0,0.7,0.5,1.0,2.2966582597730136,positive,1,1,0,1
0.25,15.0,18.0,1.0,0.7,0.5,1.0,2.9148032200357754,positive,1,0,0,0
0.25,16.0,18.0,1.0,0.7,0.5,1.0,2.3975586656845187,positive,1,1,0,1
0.25,15.0,19.0,1.0,0.7,0.5,1.0,3.5294117647058814,positive,1,0,0,0
0.25,16.0,19.0,1.0,0.7,0.5,1.0,3.0237556561085963,positive,1,0,0,0
0.25,15.0,20.0,1.0,0.7,0.5,1.0,4.141003227541687,positive,1,0,0,0
0.25,16.0,20.0,1.0,0.7,0.5,1.0,3.646742397873618,positive,1,0,0,0
0.25,17.0,20.0,1.0,0.7,0.5,1.0,3.1302970533739747,positive,1,0,0,0
0.25,15.0,15.0,1.5,0.7,0.5,1.0,5.360897982381359,positive,1,1,0,1
0.25,15.0,16.0,1.5,0.7,0.5,1.0,6.551762481930392,positive,1,1,0,1
0.25,16.0,16.0,1.5,0.7,0.5,1.0,5.822306238185254,positive,1,1,0,1
0.25,15.0,17.0,1.5,0.7,0.5,1.0,7.739717412267832,positive,1,1,0,1
0.25,16.0,17.0,1.5,0.7,0.5,1.0,7.030411023996198,positive,1,1,0,1
0.25,17.0,17.0,1.5,0.7,0.5,1.0,6.285478485951157,positive,1,1,0,1
0.25,15.0,18.0,1.5,0.7,0.5,1.0,8.925236424195562,positive,1,0,0,0
0.25,16.0,18.0,1.5,0.7,0.5,1.0,8.235928547354225,positive,1,1,0,1
0.25,17.0,18.0,1.5,0.7,0.5,1.0,7.509020275663879,positive,1,1,0,1
0.25,18.0,18.0,1.5,0.7,0.5,1.0,6.750151668351869,positive,1,1,0,1
0.25,15.0,19.0,1.5,0.7,0.5,1.0,10.108695652173914,positive,1,0,0,0
0.25,16.0,19.0,1.5,0.7,0.5,1.0,9.439258312020458,positive,1,0,0,0
0.25,17.0,19.0,1.5,0.7,0.5,1.0,8.730246331942386,positive,1,1,0,1
0.25,18.0,19.0,1.5,0.7,0.5,1.0,7.987595907928387,positive,1,1,0,1
0.25,19.0,19.0,1.5,0.7,0.5,1.0,7.216112531969308,positive,1,1,0,1
0.25,15.0,20.0,1.5,0.7,0.5,1.0,11.290397581957686,positive,1,0,0,0
0.25,16.0,20.0,1.5,0.7,0.5,1.0,10.640721597243331,positive,1,0,0,0
0.25,17.0,20.0,1.5,0.7,0.5,1.0,9.94949672752876,positive,1,0,0,0
0.25,18.0,20.0,1.5,0.7,0.5,1.0,9.222955305564,positive,1,1,0,1
0.25,19.0,20.0,1.5,0.7,0.5,1.0,8.466142553099074,positive,1,1,0,1
0.25,20.0,20.0,1.5,0.7,0.5,1.0,7.683186378838552,positive,1,1,0,1
0.25,15.0,15.0,2.0,0.7,0.5,1.0,9.8989898989899,positive,1,1,0,1
0.25,16.0,15.0,2.0,0.7,0.5,1.0,9.177830940988834,positive,1,1,0,1
0.25,17.0,15.0,2.0,0.7,0.5,1.0,8.410101010101009,positive,1,1,0,1
0.25,15.0,16.0,2.0,0.7,0.5,1.0,11.475625823451912,positive,1,1,0,1
0.25,16.0,16.0,2.0,0.7,0.5,1.0,10.784272935302685,positive,1,1,0,1
0.25,17.0,16.0,2.0,0.7,0.5,1.0,10.043478260869565,positive,1,1,0,1
0.25,18.0,16.0,2.0,0.7,0.5,1.0,9.260304912478825,positive,1,1,0,1
0.25,15.0,17.0,2.0,0.7,0.5,1.0,13.050173869846002,positive,1,1,0,1
0.25,16.0,17.0,2.0,0.7,0.5,1.0,12.38850105890658,positive,1,1,0,1
0.25,17.0,17.0,2.0,0.7,0.5,1.0,11.67451564828614,positive,1,1,0,1
0.25,18.0,17.0,2.0,0.7,0.5,1.0,10.91569086651054,positive,1,1,0,1
0.25,19.0,17.0,2.0,0.7,0.5,1.0,10.118141173282751,positive,1,1,0,1
0.25,15.0,18.0,2.0,0.7,0.5,1.0,14.622973925299505,positive,1,0,0,0
0.25,16.0,18.0,2.0,0.7,0.5,1.0,13.99087570935796,positive,1,1,0,1
0.25,17.0,18.0,2.0,0.7,0.5,1.0,13.303594080338264,positive,1,1,0,1
0.25,18.0,18.0,2.0,0.7,0.5,1.0,12.569012382965868,positive,1,1,0,1
0.25,19.0,18.0,2.0,0.7,0.5,1.0,11.793580626561598,positive,1,1,0,1
0.25,20.0,18.0,2.0,0.7,0.5,1.0,10.982627079694822,positive,1,1,0,1
0.25,15.0,19.0,2.0,0.7,0.5,1.0,16.194295900178254,positive,1,0,0,0
0.25,16.0,19.0,2.0,0.7,0.5,1.0,15.591683084717138,positive,1,0,0,0
0.25,17.0,19.0,2.0,0.7,0.5,1.0,14.931016042780746,positive,1,1,0,1
0.25,18.0,19.0,2.0,0.7,0.5,1.0,14.220588235294116,positive,1,1,0,1
0.25,19.0,19.0,2.0,0.7,0.5,1.0,13.467185221195916,positive,1,1,0,1
0.25,20.0,19.0,2.0,0.7,0.5,1.0,12.676412462218089,positive,1,1,0,1
0.25,15.0,20.0,2.0,0.7,0.5,1.0,17.764356855265945,positive,1,0,0,0
0.25,16.0,20.0,2.0,0.7,0.5,1.0,17.191153344263387,positive,1,0,0,0
0.25,17.0,20.0,2.0,0.7,0.5,1.0,16.55702479338843,positive,1,0,0,0
0.25,18.0,20.0,2.0,0.7,0.5,1.0,15.870674779765686,positive,1,1,0,1
0.25,19.0,20.0,2.0,0.7,0.5,1.0,15.139224411951686,positive,1,1,0,1
0.25,20.0,20.0,2.0,0.7,0.5,1.0,14.368556344840927,positive,1,1,0,1
0.25,15.0,15.0,2.5,0.7,0.5,1.0,14.160886712906294,positive,1,1,0,1
0.25,16.0,15.0,2.5,0.7,0.5,1.0,13.541343669250644,positive,1,1,0,1
0.25,17.0,15.0,2.5,0.7,0.5,1.0,12.860834256183091,positive,1,1,0,1
0.25,18.0,15.0,2.5,0.7,0.5,1.0,12.127672069532531,positive,1,1,0,1
0.25,19.0,15.0,2.5,0.7,0.5,1.0,11.348724862375017,positive,1,1,0,1
0.25,15.0,16.0,2.5,0.7,0.5,1.0,16.04970464584109,positive,1,1,0,1
0.25,16.0,16.0,2.5,0.7,0.5,1.0,15.470171890798786,positive,1,1,0,1
0.25,17.0,16.0,2.5,0.7,0.5,1.0,14.82594251047234,positive,1,1,0,1
0.25,18.0,16.0,2.5,0.7,0.5,1.0,14.125838771945949,positive,1,1,0,1
0.25,19.0,16.0,2.5,0.7,0.5,1.0,13.377148634984836,positive,1,1,0,1
0.25,20.0,16.0,2.5,0.7,0.5,1.0,12.585945399393324,positive,1,1,0,1
0.25,15.0,17.0,2.5,0.7,0.5,1.0,17.93687420992435,positive,1,1,0,1
0.25,16.0,17.0,2.5,0.7,0.5,1.0,17.397255051467784,positive,1,1,0,1
0.25,17.0,17.0,2.5,0.7,0.5,1.0,16.789209011854837,positive,1,1,0,1
0.25,18.0,17.0,2.5,0.7,0.5,1.0,16.122067029425015,positive,1,1,0,1
0.25,19.0,17.0,2.5,0.7,0.5,1.0,15.403537270632702,positive,1,1,0,1
0.25,20.0,17.0,2.5,0.7,0.5,1.0,14.640043207523188,positive,1,1,0,1
0.25,15.0,18.0,2.5,0.7,0.5,1.0,19.82266374427144,positive,1,0,0,0
0.25,16.0,18.0,2.5,0.7,0.5,1.0,19.32287723093564,positive,1,1,0,1
0.25,17.0,18.0,2.5,0.7,0.5,1.0,18.750933580571218,positive,1,1,0,1
0.25,18.0,18.0,2.5,0.7,0.5,1.0,18.116672402772995,positive,1,1,0,1
0.25,19.0,18.0,2.5,0.7,0.5,1.0,17.42822207068451,positive,1,1,0,1
0.25,20.0,18.0,2.5,0.7,0.5,1.0,16.692356228592026,positive,1,1,0,1
0.25,15.0,19.0,2.5,0.7,0.5,1.0,21.707286341709263,positive,1,0,0,0
0.25,16.0,19.0,2.5,0.7,0.5,1.0,21.247264021887823,positive,1,0,0,0
0.25,17.0,19.0,2.5,0.7,0.5,1.0,20.71135430916553,positive,1,1,0,1
0.25,18.0,19.0,2.5,0.7,0.5,1.0,20.109905484392485,positive,1,1,0,1
0.25,19.0,19.0,2.5,0.7,0.5,1.0,19.45146612740142,positive,1,1,0,1
0.25,20.0,19.0,2.5,0.7,0.5,1.0,18.74316005471956,positive,1,1,0,1
0.25,15.0,20.0,2.5,0.7,0.5,1.0,23.59091337059513,positive,1,0,0,0
